row_index,ID,Tool,missing_rate,zero_rate,y_true,global_pred,residual_pred,corrected_pred,global_residual,corrected_residual,global_absolute_error,corrected_absolute_error,absolute_error_change,improved
15,NH1006,M,0.02674591381872214,0.04049034175334324,3.122650814393333,3.1795835494995117,0.09797526150941849,3.2089761279523374,-0.0569327351061788,-0.08632531355900452,0.0569327351061788,0.08632531355900452,-0.029392578452825724,False
16,NH1007,L,0.02711738484398217,0.03714710252600297,2.9521636515150003,2.9562056064605713,-0.006279555149376392,2.954321739915758,-0.004041954945571025,-0.0021580884007579293,0.004041954945571025,0.0021580884007579293,0.0018838665448130953,True
17,NH1008,M,0.02711738484398217,0.041976225854383355,3.0680799873733338,2.9609405994415283,0.034621745347976685,2.9713271230459215,0.10713938793180544,0.09675286432741226,0.10713938793180544,0.09675286432741226,0.010386523604393183,True
18,NH1009,L,0.02786032689450223,0.03603268945022288,2.652616911615555,2.7466483116149902,-0.0746157318353653,2.7242635920643807,-0.0940313999994351,-0.0716466804488256,0.0940313999994351,0.0716466804488256,0.0223847195506095,True
19,NH1010,M,0.02711738484398217,0.041604754829123326,2.954648253787917,2.9723217487335205,0.07366608083248138,2.994421572983265,-0.01767349494560344,-0.03977331919534777,0.01767349494560344,0.03977331919534777,-0.022099824249744326,False
20,NH1011,L,0.02711738484398217,0.03417533432392273,2.739788863636666,2.7459399700164795,-0.006454387679696083,2.7440036537125705,-0.00615110637981342,-0.004214790075904418,0.00615110637981342,0.004214790075904418,0.0019363163039090026,True
21,NH1012,M,0.02823179791976226,0.043462109955423475,2.908289215909583,2.8714382648468018,0.014438417740166187,2.8757697901688517,0.036850951062781245,0.0325194257407313,0.036850951062781245,0.0325194257407313,0.004331525322049945,True
22,NH1013,M,0.0274888558692422,0.0412332838038633,2.911308340909167,2.919799327850342,0.06057967618107796,2.937973230704665,-0.008490986941174672,-0.02666488979549797,0.008490986941174672,0.02666488979549797,-0.0181739028543233,False
23,NH1014,O,0.0007429420505200594,0.04606240713224369,2.777979219696667,2.7531208992004395,0.045117855072021484,2.766656255722046,0.024858320496227382,0.011322963974620848,0.024858320496227382,0.011322963974620848,0.013535356521606534,True
24,NH1015,O,0.0007429420505200594,0.04086181277860327,2.5617208522729173,2.710561513900757,0.0007972238818183541,2.7108006810653023,-0.1488406616278395,-0.1490798287923849,0.1488406616278395,0.1490798287923849,-0.00023916716454541742,False
25,NH1016,O,0.0007429420505200594,0.04457652303120357,2.7517345643929176,2.6721889972686768,-0.010905959643423557,2.6689172093756497,0.07954556712424088,0.08281735501726795,0.07954556712424088,0.08281735501726795,-0.003271787893027067,False
26,NH1017,O,0.0003714710252600297,0.04234769687964339,3.0183430984837494,2.9844741821289062,0.008905970491468906,2.987145973276347,0.033868916354843126,0.031197125207402365,0.033868916354843126,0.031197125207402365,0.0026717911474407607,True
27,NH1018,O,0.001114413075780089,0.045319465081723624,2.6919653901504166,2.6983041763305664,-0.02465842291712761,2.690906649455428,-0.006338786180149825,0.0010587406949884581,0.006338786180149825,0.0010587406949884581,0.0052800454851613665,True
28,NH1019,O,0.001114413075780089,0.045319465081723624,2.7220047992416667,2.711331605911255,-0.010308828204870224,2.708238957449794,0.010673193330411834,0.013765841791872901,0.010673193330411834,0.013765841791872901,-0.003092648461461067,False
29,NH1020,O,0.0003714710252600297,0.043462109955423475,2.7690984053041667,2.772625207901001,-0.020911773666739464,2.766351675800979,-0.0035268025968342442,0.0027467295031877725,0.0035268025968342442,0.0027467295031877725,0.0007800730936464717,True
30,NH1021,M,0.002228826151560178,0.05163447251114413,2.6494786287883336,2.6804587841033936,0.01834290847182274,2.6859616566449405,-0.030980155315059932,-0.03648302785660684,0.030980155315059932,0.03648302785660684,-0.00550287254154691,False
31,NH1022,L,0.0007429420505200594,0.03528974739970282,2.9623063106049994,2.926325798034668,-0.031422603875398636,2.9168990168720486,0.03598051257033141,0.045407293732950826,0.03598051257033141,0.045407293732950826,-0.009426781162619413,False
32,NH1023,M,0.0,0.04234769687964339,2.732028564394167,2.7787787914276123,0.03799841180443764,2.7901783149689434,-0.046750227033445224,-0.05814975057477634,0.046750227033445224,0.05814975057477634,-0.011399523541331114,False
33,NH1024,L,0.0003714710252600297,0.03714710252600297,2.9472456704550005,2.9087600708007812,0.046603504568338394,2.9227411221712827,0.03848559965421927,0.024504548283717842,0.03848559965421927,0.024504548283717842,0.01398105137050143,True
34,NH1024,O,0.0003714710252600297,0.036404160475482915,2.9472456704550005,2.9123778343200684,0.03052487224340439,2.9215352959930896,0.03486783613493216,0.025710374461910934,0.03486783613493216,0.025710374461910934,0.009157461673021228,True
35,NH1025,L,0.002228826151560178,0.04309063893016345,2.8777555227262495,2.83143949508667,-0.003631813684478402,2.8303499509813266,0.04631602763957954,0.04740557174492288,0.04631602763957954,0.04740557174492288,-0.001089544105343343,False
36,NH1025,O,0.002228826151560178,0.041604754829123326,2.8777555227262495,2.8934109210968018,0.011325647123157978,2.8968086152337493,-0.015655398370552298,-0.01905309250749987,0.015655398370552298,0.01905309250749987,-0.003397694136947571,False
37,NH1026,N,0.0003714710252600297,0.041976225854383355,2.97545093181875,2.998537063598633,-0.015771539881825447,2.9938056016340853,-0.023086131779882724,-0.01835466981533518,0.023086131779882724,0.01835466981533518,0.004731461964547545,True
38,NH1026,O,0.0003714710252600297,0.041976225854383355,2.97545093181875,2.983215570449829,0.05013912916183472,2.9982573091983795,-0.007764638631079013,-0.022806377379629428,0.007764638631079013,0.022806377379629428,-0.015041738748550415,False
39,NH1027,N,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.69881272315979,-0.0715700089931488,2.6773417204618455,0.08431758744687734,0.10578859014482189,0.08431758744687734,0.10578859014482189,-0.021471002697944552,False
40,NH1027,O,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.8271803855895996,0.006346504203975201,2.829084336850792,-0.04405007498293223,-0.0459540262441247,0.04405007498293223,0.0459540262441247,-0.0019039512611924714,False
41,NH1028,L,0.0007429420505200594,0.038261515601783064,2.8341194166654167,2.7488276958465576,-0.028486542403697968,2.7402817331254483,0.08529172081885905,0.09383768353996835,0.08529172081885905,0.09383768353996835,-0.008545962721109301,False
42,NH1028,O,0.0007429420505200594,0.03714710252600297,2.8341194166654167,2.7828497886657715,0.018290957435965538,2.7883370758965613,0.051269627999645184,0.045782340768855345,0.051269627999645184,0.045782340768855345,0.005487287230789839,True
43,NH1029,N,0.0014858841010401188,0.036404160475482915,3.133830560605,3.1067023277282715,0.03723520785570145,3.117872890084982,0.027128232876728386,0.015957670520017952,0.027128232876728386,0.015957670520017952,0.011170562356710434,True
44,NH1029,O,0.0014858841010401188,0.03677563150074294,3.133830560605,3.1246225833892822,0.048237673938274384,3.1390938855707646,0.009207977215717644,-0.00526332496576476,0.009207977215717644,0.00526332496576476,0.003944652249952885,True
45,NH1030,N,0.0003714710252600297,0.04903417533432392,2.845201545454583,2.8514294624328613,0.016770880669355392,2.856460726633668,-0.006227916978278181,-0.011259181179084976,0.006227916978278181,0.011259181179084976,-0.005031264200806795,False
46,NH1030,O,0.0003714710252600297,0.04940564635958395,2.845201545454583,2.8353452682495117,-0.015077684074640274,2.8308219630271196,0.009856277205071429,0.014379582427463511,0.009856277205071429,0.014379582427463511,-0.004523305222392082,False
47,NH1031,L,0.0,0.038261515601783064,2.8045438106054172,2.75520920753479,0.021146222949028015,2.7615530744194983,0.0493346030706272,0.042990736185918976,0.0493346030706272,0.042990736185918976,0.006343866884708227,True
48,NH1031,O,0.0,0.03714710252600297,2.8045438106054172,2.7681281566619873,-0.0009094522683881223,2.7678553209814707,0.03641565394342994,0.03668848962394655,0.03641565394342994,0.03668848962394655,-0.00027283568051661433,False
49,NH1032,L,0.002228826151560178,0.03974739970282318,3.2915247045458336,3.125415802001953,0.04332061484456062,3.1384119864553215,0.16610890254388044,0.15311271809051208,0.16610890254388044,0.15311271809051208,0.012996184453368365,True
50,NH1032,O,0.002228826151560178,0.038261515601783064,3.2915247045458336,3.223421812057495,0.09584804624319077,3.2521762259304525,0.06810289248833845,0.039348478615381044,0.06810289248833845,0.039348478615381044,0.028754413872957407,True
51,NH1033,N,0.0003714710252600297,0.04606240713224369,2.9680374696983334,2.9274003505706787,0.028685521334409714,2.9360060069710014,0.040637119127654664,0.03203146272733193,0.040637119127654664,0.03203146272733193,0.008605656400322736,True
52,NH1033,O,0.0003714710252600297,0.046433878157503716,2.9680374696983334,2.9616570472717285,0.00427245581522584,2.962938784016296,0.006380422426604859,0.005098685682037196,0.006380422426604859,0.005098685682037196,0.001281736744567663,True
53,NH1034,L,0.0003714710252600297,0.04309063893016345,2.864424124999583,2.8299551010131836,0.002864255802705884,2.8308143777539954,0.034469023986399616,0.03360974724558785,0.034469023986399616,0.03360974724558785,0.0008592767408117652,True
54,NH1034,O,0.0003714710252600297,0.041604754829123326,2.864424124999583,2.8440632820129395,0.04187920317053795,2.8566270429641007,0.020360842986643757,0.007797082035482461,0.020360842986643757,0.007797082035482461,0.012563760951161296,True
55,NH1035,N,0.002600297176820208,0.037518573551263,3.172917340909583,3.137143850326538,0.057571932673454285,3.1544154301285743,0.03577349058304513,0.018501910781008934,0.03577349058304513,0.018501910781008934,0.017271579802036197,True
56,NH1035,O,0.002600297176820208,0.03714710252600297,3.172917340909583,3.1574931144714355,0.05070515349507332,3.1727046605199574,0.01542422643814767,0.00021268038962585223,0.01542422643814767,0.00021268038962585223,0.015211546048521818,True
57,NH1036,N,0.0007429420505200594,0.04717682020802377,2.999257371212083,2.9410390853881836,0.03761787340044975,2.9523244474083183,0.05821828582389932,0.04693292380376457,0.05821828582389932,0.04693292380376457,0.011285362020134748,True
58,NH1036,O,0.0007429420505200594,0.0475482912332838,2.999257371212083,3.000704288482666,0.0017065878491848707,3.0012162648374217,-0.0014469172705831035,-0.0019588936253387423,0.0014469172705831035,0.0019588936253387423,-0.0005119763547556389,False
59,NH1037,L,0.0003714710252600297,0.038261515601783064,3.03760101515125,3.06341814994812,0.025823285803198814,3.0711651356890797,-0.02581713479687009,-0.033564120537829645,0.02581713479687009,0.033564120537829645,-0.0077469857409595555,False
60,NH1038,N,0.0003714710252600297,0.03603268945022288,2.698237117424167,2.8039820194244385,0.0024465310852974653,2.8047159787500275,-0.10574490200027142,-0.10647886132586049,0.10574490200027142,0.10647886132586049,-0.000733959325589062,False
61,NH1039,M,0.0007429420505200594,0.05089153046062407,2.4650328371208334,2.620067596435547,-0.02098657563328743,2.613771623745561,-0.15503475931471344,-0.1487387866247274,0.15503475931471344,0.1487387866247274,0.006295972689986051,True
62,NH1040,L,0.001114413075780089,0.03417533432392273,3.1022917840904163,3.0068650245666504,-0.028331110253930092,2.9983656914904713,0.09542675952376589,0.10392609259994501,0.09542675952376589,0.10392609259994501,-0.008499333076179116,False
63,NH1041,O,0.0007429420505200594,0.03937592867756315,2.7737916401516665,2.770406484603882,0.024558909237384796,2.7777741573750974,0.003385155547784624,-0.003982517223430904,0.003385155547784624,0.003982517223430904,-0.0005973616756462796,False
64,NH1042,L,0.0,0.03528974739970282,2.5935001388886105,2.5956830978393555,-0.07822400331497192,2.572215896844864,-0.00218295895074494,0.02128424204374646,0.00218295895074494,0.02128424204374646,-0.01910128309300152,False
65,NH1043,L,0.0007429420505200594,0.043833580980683504,2.6239309191916664,2.65925669670105,-0.015571484342217445,2.6545852513983847,-0.03532577750938337,-0.030654332206718315,0.03532577750938337,0.030654332206718315,0.004671445302665056,True
66,NH1044,L,0.002228826151560178,0.03603268945022288,2.6159792247480556,2.6844499111175537,-0.037591855973005295,2.673172354325652,-0.06847068636949816,-0.05719312957759648,0.06847068636949816,0.05719312957759648,0.011277556791901677,True
67,NH1045,O,0.0007429420505200594,0.03566121842496285,2.6250939318183333,2.681532621383667,-0.02313237264752388,2.6745929095894097,-0.05643868956533371,-0.04949897777107637,0.05643868956533371,0.04949897777107637,0.006939711794257342,True
68,NH1046,O,0.0007429420505200594,0.03677563150074294,2.701172087120833,2.8787357807159424,0.021950913593173027,2.885321054793894,-0.17756369359510948,-0.18414896767306121,0.17756369359510948,0.18414896767306121,-0.0065852740779517305,False
69,NH1047,O,0.0007429420505200594,0.0412332838038633,2.7164298371212494,2.6989493370056152,0.02106199599802494,2.705267935805023,0.01748050011563418,0.011161901316226519,0.01748050011563418,0.011161901316226519,0.00631859879940766,True
70,NH1048,O,0.001114413075780089,0.03974739970282318,2.7741930568175,2.811628580093384,0.03237101435661316,2.8213398844003676,-0.03743552327588384,-0.0471468275828677,0.03743552327588384,0.0471468275828677,-0.009711304306983859,False
71,NH1049,L,0.0018573551263001485,0.046433878157503716,2.578657691919722,2.6931891441345215,0.03628040477633476,2.704073265567422,-0.11453145221479932,-0.12541557364769984,0.11453145221479932,0.12541557364769984,-0.010884121432900518,False
72,NH1050,N,0.0014858841010401188,0.03863298662704309,2.8985573611116666,2.7213432788848877,0.03138667717576027,2.730759282037616,0.17721408222677892,0.16779807907405075,0.17721408222677892,0.16779807907405075,0.00941600315272817,True
73,NH1051,M,0.0003714710252600297,0.05312035661218425,3.2414208611108335,3.1663076877593994,0.06014614179730415,3.1843515302985907,0.07511317335143408,0.05706933081224275,0.07511317335143408,0.05706933081224275,0.018043842539191335,True
74,NH1052,L,0.030832095096582468,0.03789004457652303,2.987806723485,3.0483932495117188,0.0038340601604431868,3.0495434675598516,-0.06058652602671888,-0.061736744074851746,0.06058652602671888,0.061736744074851746,-0.0011502180481328672,False
75,NH1053,N,0.02897473997028232,0.04049034175334324,2.86922614015125,2.8316454887390137,-0.036417827010154724,2.8207201406359674,0.03758065141223632,0.04850599951528256,0.03758065141223632,0.04850599951528256,-0.01092534810304624,False
76,NH1054,J,0.030460624071322436,0.046805349182763745,2.9176920505052766,2.99688982963562,-0.029486889019608498,2.9880437629297374,-0.07919777913034354,-0.07035171242446081,0.07919777913034354,0.07035171242446081,0.008846066705882727,True
77,NH1055,J,0.029717682020802376,0.05237741456166419,2.6812416590913895,2.733593225479126,0.038198307156562805,2.745052717626095,-0.052351566387736526,-0.06381105853470537,0.052351566387736526,0.06381105853470537,-0.011459492146968842,False
78,NH1056,J,0.029346210995542348,0.043833580980683504,2.8710524797972212,2.928487539291382,0.040773339569568634,2.9407195411622524,-0.05743505949416061,-0.0696670613650312,0.05743505949416061,0.0696670613650312,-0.01223200187087059,False
79,NH1057,J,0.02897473997028232,0.04717682020802377,2.9321518409091665,2.7848012447357178,-0.021924566477537155,2.778223874792457,0.1473505961734487,0.15392796611670967,0.1473505961734487,0.15392796611670967,-0.006577369943260969,False
80,NH1058,J,0.029346210995542348,0.04977711738484398,2.8585481189389994,2.853731155395508,-0.006897781044244766,2.851661821082234,0.0048169635434915925,0.0068862978567652,0.0048169635434915925,0.0068862978567652,-0.0020693343132736075,False
81,NH1059,J,0.029346210995542348,0.04977711738484398,3.1675753939404174,3.0551421642303467,0.04163573309779167,3.0676328841596843,0.11243322971007075,0.09994250978073316,0.11243322971007075,0.09994250978073316,0.01249071992933759,True
82,NH1060,N,0.030089153046062408,0.037518573551263,2.7381041560605417,2.9308273792266846,0.007416736800223589,2.9330524002667517,-0.19272322316614288,-0.19494824420621004,0.19272322316614288,0.19494824420621004,-0.0022250210400671655,False
83,NH1061,L,0.030460624071322436,0.04011887072808321,3.1726480151512497,3.050630569458008,-0.024565286934375763,3.043260983377695,0.12201744569324191,0.12938703177355482,0.12201744569324191,0.12938703177355482,-0.0073695860803129065,False
84,NH1062,N,0.030089153046062408,0.04049034175334324,2.903242549242084,2.822272777557373,0.06745442003011703,2.842509103566408,0.08096977168471087,0.060733445675675846,0.08096977168471087,0.060733445675675846,0.02023632600903502,True
85,NH1063,L,0.029717682020802376,0.0412332838038633,2.9117059848487505,2.978965997695923,0.007038911804556847,2.9810776712372897,-0.06726001284717231,-0.06937168638853919,0.06726001284717231,0.06937168638853919,-0.0021116735413668763,False
86,NH1064,N,0.029346210995542348,0.03528974739970282,2.9427593295454164,2.8453598022460938,0.008253655396401882,2.8478358988650143,0.09739952729932266,0.0949234306804021,0.09739952729932266,0.0949234306804021,0.0024760966189205647,True
87,NH1065,M,0.002600297176820208,0.05237741456166419,2.6342583977283334,2.667410135269165,-0.030212027952075005,2.6583465268835424,-0.03315173754083167,-0.02408812915520908,0.03315173754083167,0.02408812915520908,0.00906360838562259,True
88,NH1068,N,0.029717682020802376,0.04271916790490342,3.315515136364166,3.2715091705322266,0.10150979459285736,3.3019621089100837,0.04400596583193961,0.013553027454082489,0.04400596583193961,0.013553027454082489,0.03045293837785712,True
89,NH1068,O,0.029717682020802376,0.04309063893016345,3.315515136364166,3.2307655811309814,0.09283745288848877,3.2586168169975283,0.08474955523318473,0.05689831936663792,0.08474955523318473,0.05689831936663792,0.02785123586654681,True
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.9623866081237793,0.01654641702771187,2.967350533232093,0.2277561646033046,0.22279223949499105,0.2277561646033046,0.22279223949499105,0.0049639251083135605,True
91,NH1070,N,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.790034770965576,0.05214659124612808,2.8056787483394148,0.058933645702340165,0.04328966832850156,0.058933645702340165,0.04328966832850156,0.015643977373838602,True
92,NH1070,O,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.845789670944214,0.01996518485248089,2.851779226399958,0.0031787457237024697,-0.002810809732041619,0.0031787457237024697,0.002810809732041619,0.00036793599166085045,True
93,NH1071,N,0.02897473997028232,0.045319465081723624,2.968626496211667,2.901374340057373,0.09835883975028992,2.93088199198246,0.06725215615429381,0.03774450422920683,0.06725215615429381,0.03774450422920683,0.029507651925086975,True
94,NH1071,O,0.02897473997028232,0.04569093610698365,2.968626496211667,2.9616880416870117,0.051152750849723816,2.977033866941929,0.0069384545246551355,-0.008407370730262098,0.0069384545246551355,0.008407370730262098,-0.0014689162056069627,False
95,NH1072,N,0.030832095096582468,0.03974739970282318,2.833847981060416,2.8129327297210693,0.0647168979048729,2.832347799092531,0.020915251339346685,0.0015001819678848172,0.020915251339346685,0.0015001819678848172,0.01941506937146187,True
96,NH1072,O,0.030832095096582468,0.03974739970282318,2.833847981060416,2.9009952545166016,0.04428664967417717,2.914281249418855,-0.06714727345618554,-0.08043326835843878,0.06714727345618554,0.08043326835843878,-0.01328599490225324,False
97,NH1073,N,0.04569093610698365,0.037518573551263,2.7974188749995834,2.7663991451263428,-0.03074585273861885,2.757175389304757,0.031019729873240642,0.040243485694826386,0.031019729873240642,0.040243485694826386,-0.009223755821585744,False
98,NH1074,N,0.002600297176820208,0.038261515601783064,2.9144939356058335,2.884155035018921,0.01696874387562275,2.8892456581816077,0.030338900586912576,0.02524827742422575,0.030338900586912576,0.02524827742422575,0.005090623162686825,True
99,NH1075,J,0.0018573551263001485,0.0512630014858841,2.6902861060604986,2.7186801433563232,-0.09305410832166672,2.690763910859823,-0.02839403729582468,-0.0004778047993245771,0.02839403729582468,0.0004778047993245771,0.027916232496500104,True
100,NH1076,J,0.0007429420505200594,0.04606240713224369,2.5707335818185,2.6579439640045166,-0.13146519660949707,2.6185044050216675,-0.0872103821860164,-0.04777082320316728,0.0872103821860164,0.04777082320316728,0.03943955898284912,True
101,NH1077,J,0.0014858841010401188,0.04457652303120357,2.805351297979444,2.854290008544922,-0.011212450452148914,2.8509262734092773,-0.04893871056547772,-0.04557497542983313,0.04893871056547772,0.04557497542983313,0.0033637351356445855,True
102,NH1078,N,0.0007429420505200594,0.03566121842496285,2.4777652575758333,2.6460933685302734,-0.06953591853380203,2.625232592970133,-0.1683281109544401,-0.14746733539429968,0.1683281109544401,0.14746733539429968,0.020860775560140432,True
103,NH1079,N,0.03194650817236255,0.03677563150074294,2.9313184583325,2.892411947250366,0.072372205555439,2.9141236089169977,0.03890651108213383,0.01719484941550231,0.03890651108213383,0.01719484941550231,0.02171166166663152,True
104,NH1079,O,0.03194650817236255,0.03677563150074294,2.9313184583325,2.8882248401641846,0.029527587816119194,2.8970831165090205,0.04309361816831547,0.03423534182347954,0.04309361816831547,0.03423534182347954,0.008858276344835936,True
105,NH1080,N,0.001114413075780089,0.03566121842496285,2.855838647726667,2.930500030517578,0.002493756590411067,2.9312481574947014,-0.07466138279091128,-0.07540950976803451,0.07466138279091128,0.07540950976803451,-0.0007481269771232313,False
106,NH1081,N,0.0018573551263001485,0.04049034175334324,2.523999419192222,2.626922130584717,-0.03198783099651337,2.617325781285763,-0.10292271139249465,-0.09332636209354073,0.10292271139249465,0.09332636209354073,0.009596349298953921,True
107,NH1082,L,0.0014858841010401188,0.04569093610698365,2.487453719696667,2.6522533893585205,-0.04602165147662163,2.638446893915534,-0.16479966966185344,-0.15099317421886704,0.16479966966185344,0.15099317421886704,0.0138064954429864,True
108,NH1083,N,0.0014858841010401188,0.03863298662704309,2.8043310757572226,2.86565899848938,-0.0175130944699049,2.8604050701484085,-0.06132792273215726,-0.05607399439118588,0.06132792273215726,0.05607399439118588,0.005253928340971381,True
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.746413230895996,-0.009876802563667297,2.7434501901268957,0.27194203804233696,0.27490507881143733,0.27194203804233696,0.27490507881143733,-0.002963040769100367,False
110,NH1085,L,0.0003714710252600297,0.04457652303120357,3.1800548977274996,3.0067896842956543,0.007049762178212404,3.008904612949118,0.1732652134318453,0.17115028477838168,0.1732652134318453,0.17115028477838168,0.0021149286534636325,True
111,NH1086,L,0.0014858841010401188,0.04606240713224369,2.814487545454167,2.8087260723114014,0.06008538976311684,2.8267516892403366,0.005761473142765539,-0.01226414378616969,0.005761473142765539,0.01226414378616969,-0.0065026706434041515,False
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.8357298374176025,0.018220309168100357,2.8411959301680327,0.21567619667323035,0.21021010392280015,0.21567619667323035,0.21021010392280015,0.005466092750430196,True
113,NH1088,N,0.0007429420505200594,0.04011887072808321,2.6765812348487494,2.624244451522827,-0.03721814975142479,2.6130790065974,0.05233678332592229,0.06350222825134955,0.05233678332592229,0.06350222825134955,-0.01116544492542726,False
114,NH1089,L,0.0018573551263001485,0.044947994056463596,2.592809897726667,2.689840316772461,0.0053772348910570145,2.691453487239778,-0.09703041904579379,-0.09864358951311081,0.09703041904579379,0.09864358951311081,-0.0016131704673170155,False
115,NH1090,M,0.0003714710252600297,0.05460624071322437,2.9624291401516665,2.8392632007598877,0.00768792862072587,2.8415695793461055,0.12316593939177878,0.12085956080556093,0.12316593939177878,0.12085956080556093,0.00230637858621785,True
116,NH1091,M,0.0014858841010401188,0.05609212481426449,2.7214452386375,2.811389684677124,0.029495075345039368,2.820238207280636,-0.08994444603962393,-0.09879296864313591,0.08994444603962393,0.09879296864313591,-0.008848522603511988,False
117,NH1092,M,0.0003714710252600297,0.04234769687964339,2.9688508787875003,2.945493698120117,0.00828333105891943,2.947978697437793,0.023357180667383126,0.020872181349707475,0.023357180667383126,0.020872181349707475,0.0024849993176756513,True
118,NH1093,L,0.0014858841010401188,0.03268945022288262,2.8608070643945824,2.712277412414551,-0.036619074642658234,2.7012916900217534,0.14852965198003165,0.15951537437282903,0.14852965198003165,0.15951537437282903,-0.010985722392797381,False
119,NH1094,N,0.004086181277860327,0.04234769687964339,2.5178163598487497,2.6662135124206543,-0.03054812178015709,2.657049075886607,-0.14839715257190456,-0.13923271603785725,0.14839715257190456,0.13923271603785725,0.009164436534047304,True
120,NH1095,L,0.0014858841010401188,0.041976225854383355,2.5500920277777785,2.666304588317871,0.005897988565266132,2.668073984887451,-0.11621256054009255,-0.1179819571096723,0.11621256054009255,0.1179819571096723,-0.0017693965695797509,False
121,NH1096,N,0.0014858841010401188,0.04271916790490342,2.552244474747501,2.5840718746185303,-0.05029251053929329,2.5689841214567424,-0.03182739987102945,-0.01673964670924155,0.03182739987102945,0.01673964670924155,0.015087753161787898,True
122,NH1097,M,0.0007429420505200594,0.04977711738484398,2.836407742424167,2.9159698486328125,0.029602058231830597,2.9248504661023618,-0.07956210620864557,-0.08844272367819483,0.07956210620864557,0.08844272367819483,-0.008880617469549268,False
123,NH1098,M,0.0003714710252600297,0.050148588410104014,2.6806118358586115,2.5687787532806396,-0.014788650907576084,2.5643421580083667,0.11183308257797187,0.11626967785024478,0.11183308257797187,0.11626967785024478,-0.004436595272272914,False
