row_index,ID,Tool,missing_rate,zero_rate,y_true,global_pred,residual_pred,pred_alpha_0_0,pred_alpha_0_1,pred_alpha_0_2,pred_alpha_0_3,pred_alpha_0_5,pred_alpha_0_75,pred_alpha_1_0
10,NH1003,N,0.03194650817236255,0.03863298662704309,3.1972194621212506,3.159853458404541,0.046377915889024734,3.159853458404541,3.1644912499934437,3.169129041582346,3.1737668331712485,3.1830424163490534,3.1946368953213096,3.2062313742935658
11,NH1003,O,0.03194650817236255,0.03863298662704309,3.1972194621212506,3.1830921173095703,0.03443760797381401,3.1830921173095703,3.1865358781069517,3.189979638904333,3.1934233997017145,3.2003109212964773,3.208920323289931,3.2175297252833843
12,NH1004,N,0.030089153046062408,0.0412332838038633,3.112323340909583,3.0750129222869873,0.041253380477428436,3.0750129222869873,3.07913826033473,3.083263598382473,3.087388936430216,3.0956396125257015,3.1059529576450586,3.1162663027644157
13,NH1004,O,0.030089153046062408,0.041604754829123326,3.112323340909583,3.1374611854553223,0.014613999985158443,3.1374611854553223,3.1389225854538383,3.140383985452354,3.14184538545087,3.1447681854479015,3.148421685444191,3.1520751854404807
14,NH1005,L,0.0274888558692422,0.03863298662704309,2.756221803030417,2.7028207778930664,-0.05826361104846001,2.7028207778930664,2.6969944167882205,2.6911680556833746,2.6853416945785282,2.6736889723688364,2.6591230696067214,2.6445571668446064
15,NH1006,M,0.02674591381872214,0.04049034175334324,3.122650814393333,3.1795835494995117,0.09797526150941849,3.1795835494995117,3.1893810756504535,3.1991786018013952,3.2089761279523374,3.228571180254221,3.2530649956315756,3.27755881100893
16,NH1007,L,0.02711738484398217,0.03714710252600297,2.9521636515150003,2.9562056064605713,-0.006279555149376392,2.9562056064605713,2.9555776509456337,2.954949695430696,2.954321739915758,2.953065828885883,2.951495940098539,2.949926051311195
17,NH1008,M,0.02711738484398217,0.041976225854383355,3.0680799873733338,2.9609405994415283,0.034621745347976685,2.9609405994415283,2.964402773976326,2.9678649485111235,2.9713271230459215,2.9782514721155167,2.986906908452511,2.995562344789505
18,NH1009,L,0.02786032689450223,0.03603268945022288,2.652616911615555,2.7466483116149902,-0.0746157318353653,2.7466483116149902,2.739186738431454,2.731725165247917,2.7242635920643807,2.7093404456973076,2.6906865127384663,2.672032579779625
19,NH1010,M,0.02711738484398217,0.041604754829123326,2.954648253787917,2.9723217487335205,0.07366608083248138,2.9723217487335205,2.9796883568167685,2.987054964900017,2.994421572983265,3.009154789149761,3.0275713093578815,3.045987829566002
20,NH1011,L,0.02711738484398217,0.03417533432392273,2.739788863636666,2.7459399700164795,-0.006454387679696083,2.7459399700164795,2.74529453124851,2.7446490924805405,2.7440036537125705,2.7427127761766315,2.7410991792567074,2.7394855823367834
21,NH1012,M,0.02823179791976226,0.043462109955423475,2.908289215909583,2.8714382648468018,0.014438417740166187,2.8714382648468018,2.8728821066208186,2.874325948394835,2.8757697901688517,2.878657473716885,2.8822670781519264,2.885876682586968
22,NH1013,M,0.0274888558692422,0.0412332838038633,2.911308340909167,2.919799327850342,0.06057967618107796,2.919799327850342,2.9258572954684494,2.9319152630865575,2.937973230704665,2.9500891659408808,2.9652340849861503,2.9803790040314198
23,NH1014,O,0.0007429420505200594,0.04606240713224369,2.777979219696667,2.7531208992004395,0.045117855072021484,2.7531208992004395,2.757632684707642,2.7621444702148437,2.766656255722046,2.77567982673645,2.7869592905044556,2.798238754272461
24,NH1015,O,0.0007429420505200594,0.04086181277860327,2.5617208522729173,2.710561513900757,0.0007972238818183541,2.710561513900757,2.7106412362889385,2.7107209586771206,2.7108006810653023,2.710960125841666,2.7111594318121206,2.711358737782575
25,NH1016,O,0.0007429420505200594,0.04457652303120357,2.7517345643929176,2.6721889972686768,-0.010905959643423557,2.6721889972686768,2.6710984013043344,2.670007805339992,2.6689172093756497,2.666736017446965,2.664009527536109,2.661283037625253
26,NH1017,O,0.0003714710252600297,0.04234769687964339,3.0183430984837494,2.9844741821289062,0.008905970491468906,2.9844741821289062,2.9853647791780533,2.9862553762272,2.987145973276347,2.9889271673746407,2.991153659997508,2.993380152620375
27,NH1018,O,0.001114413075780089,0.045319465081723624,2.6919653901504166,2.6983041763305664,-0.02465842291712761,2.6983041763305664,2.6958383340388536,2.693372491747141,2.690906649455428,2.6859749648720026,2.6798103591427207,2.673645753413439
28,NH1019,O,0.001114413075780089,0.045319465081723624,2.7220047992416667,2.711331605911255,-0.010308828204870224,2.711331605911255,2.710300723090768,2.709269840270281,2.708238957449794,2.7061771918088198,2.703599984757602,2.7010227777063847
29,NH1020,O,0.0003714710252600297,0.043462109955423475,2.7690984053041667,2.772625207901001,-0.020911773666739464,2.772625207901001,2.770534030534327,2.7684428531676533,2.766351675800979,2.7621693210676312,2.7569413776509464,2.7517134342342615
30,NH1021,M,0.002228826151560178,0.05163447251114413,2.6494786287883336,2.6804587841033936,0.01834290847182274,2.6804587841033936,2.682293074950576,2.684127365797758,2.6859616566449405,2.689630238339305,2.6942159654572606,2.6988016925752163
31,NH1022,L,0.0007429420505200594,0.03528974739970282,2.9623063106049994,2.926325798034668,-0.031422603875398636,2.926325798034668,2.923183537647128,2.920041277259588,2.9168990168720486,2.9106144960969687,2.902758845128119,2.8949031941592693
32,NH1023,M,0.0,0.04234769687964339,2.732028564394167,2.7787787914276123,0.03799841180443764,2.7787787914276123,2.782578632608056,2.7863784737885,2.7901783149689434,2.797777997329831,2.8072776002809405,2.81677720323205
33,NH1024,L,0.0003714710252600297,0.03714710252600297,2.9472456704550005,2.9087600708007812,0.046603504568338394,2.9087600708007812,2.913420421257615,2.918080771714449,2.9227411221712827,2.9320618230849504,2.943712699227035,2.9553635753691196
34,NH1024,O,0.0003714710252600297,0.036404160475482915,2.9472456704550005,2.9123778343200684,0.03052487224340439,2.9123778343200684,2.9154303215444086,2.9184828087687493,2.9215352959930896,2.9276402704417706,2.9352714885026217,2.9429027065634727
35,NH1025,L,0.002228826151560178,0.04309063893016345,2.8777555227262495,2.83143949508667,-0.003631813684478402,2.83143949508667,2.831076313718222,2.830713132349774,2.8303499509813266,2.8296235882444307,2.828715634823311,2.8278076814021915
36,NH1025,O,0.002228826151560178,0.041604754829123326,2.8777555227262495,2.8934109210968018,0.011325647123157978,2.8934109210968018,2.8945434858091175,2.895676050521433,2.8968086152337493,2.8990737446583807,2.9019051564391702,2.9047365682199597
37,NH1026,N,0.0003714710252600297,0.041976225854383355,2.97545093181875,2.998537063598633,-0.015771539881825447,2.998537063598633,2.9969599096104504,2.9953827556222676,2.9938056016340853,2.99065129365772,2.9867084086872637,2.9827655237168074
38,NH1026,O,0.0003714710252600297,0.041976225854383355,2.97545093181875,2.983215570449829,0.05013912916183472,2.983215570449829,2.9882294833660126,2.993243396282196,2.9982573091983795,3.0082851350307465,3.020819917321205,3.033354699611664
39,NH1027,N,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.69881272315979,-0.0715700089931488,2.69881272315979,2.6916557222604753,2.68449872136116,2.6773417204618455,2.6630277186632156,2.6451352164149284,2.6272427141666412
40,NH1027,O,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.8271803855895996,0.006346504203975201,2.8271803855895996,2.827815036009997,2.8284496864303947,2.829084336850792,2.830353637691587,2.831940263742581,2.833526889793575
41,NH1028,L,0.0007429420505200594,0.038261515601783064,2.8341194166654167,2.7488276958465576,-0.028486542403697968,2.7488276958465576,2.745979041606188,2.743130387365818,2.7402817331254483,2.7345844246447086,2.727462789043784,2.7203411534428596
42,NH1028,O,0.0007429420505200594,0.03714710252600297,2.8341194166654167,2.7828497886657715,0.018290957435965538,2.7828497886657715,2.784678884409368,2.7865079801529644,2.7883370758965613,2.7919952673837543,2.7965680067427456,2.801140746101737
43,NH1029,N,0.0014858841010401188,0.036404160475482915,3.133830560605,3.1067023277282715,0.03723520785570145,3.1067023277282715,3.1104258485138416,3.1141493692994118,3.117872890084982,3.125319931656122,3.1346287336200476,3.143937535583973
44,NH1029,O,0.0014858841010401188,0.03677563150074294,3.133830560605,3.1246225833892822,0.048237673938274384,3.1246225833892822,3.12944635078311,3.134270118176937,3.1390938855707646,3.1487414203584194,3.160800838842988,3.1728602573275566
45,NH1030,N,0.0003714710252600297,0.04903417533432392,2.845201545454583,2.8514294624328613,0.016770880669355392,2.8514294624328613,2.853106550499797,2.8547836385667322,2.856460726633668,2.859814902767539,2.864007622934878,2.8682003431022167
46,NH1030,O,0.0003714710252600297,0.04940564635958395,2.845201545454583,2.8353452682495117,-0.015077684074640274,2.8353452682495117,2.8338374998420477,2.8323297314345837,2.8308219630271196,2.8278064262121916,2.8240370051935315,2.8202675841748714
47,NH1031,L,0.0,0.038261515601783064,2.8045438106054172,2.75520920753479,0.021146222949028015,2.75520920753479,2.757323829829693,2.759438452124596,2.7615530744194983,2.765782319009304,2.771068874746561,2.776355430483818
48,NH1031,O,0.0,0.03714710252600297,2.8045438106054172,2.7681281566619873,-0.0009094522683881223,2.7681281566619873,2.7680372114351486,2.76794626620831,2.7678553209814707,2.7676734305277932,2.767446067460696,2.767218704393599
49,NH1032,L,0.002228826151560178,0.03974739970282318,3.2915247045458336,3.125415802001953,0.04332061484456062,3.125415802001953,3.129747863486409,3.134079924970865,3.1384119864553215,3.1470761094242334,3.1579062631353736,3.1687364168465137
50,NH1032,O,0.002228826151560178,0.038261515601783064,3.2915247045458336,3.223421812057495,0.09584804624319077,3.223421812057495,3.233006616681814,3.242591421306133,3.2521762259304525,3.2713458351790905,3.295307846739888,3.319269858300686
51,NH1033,N,0.0003714710252600297,0.04606240713224369,2.9680374696983334,2.9274003505706787,0.028685521334409714,2.9274003505706787,2.9302689027041198,2.933137454837561,2.9360060069710014,2.9417431112378836,2.948914491571486,2.9560858719050884
52,NH1033,O,0.0003714710252600297,0.046433878157503716,2.9680374696983334,2.9616570472717285,0.00427245581522584,2.9616570472717285,2.962084292853251,2.9625115384347738,2.962938784016296,2.9637932751793414,2.964861389133148,2.9659295030869544
53,NH1034,L,0.0003714710252600297,0.04309063893016345,2.864424124999583,2.8299551010131836,0.002864255802705884,2.8299551010131836,2.830241526593454,2.8305279521737248,2.8308143777539954,2.8313872289145365,2.832103292865213,2.8328193568158895
54,NH1034,O,0.0003714710252600297,0.041604754829123326,2.864424124999583,2.8440632820129395,0.04187920317053795,2.8440632820129395,2.848251202329993,2.852439122647047,2.8566270429641007,2.8650028835982084,2.875472684390843,2.8859424851834774
55,NH1035,N,0.002600297176820208,0.037518573551263,3.172917340909583,3.137143850326538,0.057571932673454285,3.137143850326538,3.1429010435938833,3.148658236861229,3.1544154301285743,3.1659298166632652,3.180322799831629,3.1947157829999924
56,NH1035,O,0.002600297176820208,0.03714710252600297,3.172917340909583,3.1574931144714355,0.05070515349507332,3.1574931144714355,3.162563629820943,3.1676341451704504,3.1727046605199574,3.182845691218972,3.1955219795927405,3.208198267966509
57,NH1036,N,0.0007429420505200594,0.04717682020802377,2.999257371212083,2.9410390853881836,0.03761787340044975,2.9410390853881836,2.9448008727282287,2.9485626600682737,2.9523244474083183,2.9598480220884085,2.969252490438521,2.9786569587886333
58,NH1036,O,0.0007429420505200594,0.0475482912332838,2.999257371212083,3.000704288482666,0.0017065878491848707,3.000704288482666,3.0008749472675844,3.001045606052503,3.0012162648374217,3.0015575824072585,3.0019842293695547,3.002410876331851
59,NH1037,L,0.0003714710252600297,0.038261515601783064,3.03760101515125,3.06341814994812,0.025823285803198814,3.06341814994812,3.06600047852844,3.06858280710876,3.0711651356890797,3.0763297928497195,3.0827856143005192,3.089241435751319
60,NH1038,N,0.0003714710252600297,0.03603268945022288,2.698237117424167,2.8039820194244385,0.0024465310852974653,2.8039820194244385,2.8042266725329683,2.804471325641498,2.8047159787500275,2.805205284967087,2.8058169177384116,2.806428550509736
61,NH1039,M,0.0007429420505200594,0.05089153046062407,2.4650328371208334,2.620067596435547,-0.02098657563328743,2.620067596435547,2.617968938872218,2.615870281308889,2.613771623745561,2.609574308618903,2.6043276647105813,2.5990810208022594
62,NH1040,L,0.001114413075780089,0.03417533432392273,3.1022917840904163,3.0068650245666504,-0.028331110253930092,3.0068650245666504,3.004031913541257,3.0011988025158645,2.9983656914904713,2.9926994694396853,2.985616691876203,2.9785339143127203
63,NH1041,O,0.0007429420505200594,0.03937592867756315,2.7737916401516665,2.770406484603882,0.024558909237384796,2.770406484603882,2.7728623755276205,2.7753182664513587,2.7777741573750974,2.7826859392225742,2.7888256665319204,2.7949653938412666
64,NH1042,L,0.0,0.03528974739970282,2.5935001388886105,2.5956830978393555,-0.07822400331497192,2.5956830978393555,2.587860697507858,2.580038297176361,2.572215896844864,2.5565710961818695,2.5370150953531265,2.5174590945243835
65,NH1043,L,0.0007429420505200594,0.043833580980683504,2.6239309191916664,2.65925669670105,-0.015571484342217445,2.65925669670105,2.657699548266828,2.656142399832606,2.6545852513983847,2.651470954529941,2.6475780834443867,2.6436852123588324
66,NH1044,L,0.002228826151560178,0.03603268945022288,2.6159792247480556,2.6844499111175537,-0.037591855973005295,2.6844499111175537,2.680690725520253,2.6769315399229527,2.673172354325652,2.665653983131051,2.6562560191377997,2.6468580551445484
67,NH1045,O,0.0007429420505200594,0.03566121842496285,2.6250939318183333,2.681532621383667,-0.02313237264752388,2.681532621383667,2.6792193841189147,2.6769061468541624,2.6745929095894097,2.669966435059905,2.664183341898024,2.658400248736143
68,NH1046,O,0.0007429420505200594,0.03677563150074294,2.701172087120833,2.8787357807159424,0.021950913593173027,2.8787357807159424,2.8809308720752598,2.883125963434577,2.885321054793894,2.889711237512529,2.895198965910822,2.9006866943091154
69,NH1047,O,0.0007429420505200594,0.0412332838038633,2.7164298371212494,2.6989493370056152,0.02106199599802494,2.6989493370056152,2.7010555366054176,2.70316173620522,2.705267935805023,2.7094803350046277,2.714745834004134,2.72001133300364
70,NH1048,O,0.001114413075780089,0.03974739970282318,2.7741930568175,2.811628580093384,0.03237101435661316,2.811628580093384,2.814865681529045,2.8181027829647065,2.8213398844003676,2.8278140872716904,2.8359068408608437,2.843999594449997
71,NH1049,L,0.0018573551263001485,0.046433878157503716,2.578657691919722,2.6931891441345215,0.03628040477633476,2.6931891441345215,2.696817184612155,2.7004452250897883,2.704073265567422,2.711329346522689,2.7203994477167726,2.7294695489108562
72,NH1050,N,0.0014858841010401188,0.03863298662704309,2.8985573611116666,2.7213432788848877,0.03138667717576027,2.7213432788848877,2.724481946602464,2.7276206143200397,2.730759282037616,2.737036617472768,2.744883286766708,2.752729956060648
73,NH1051,M,0.0003714710252600297,0.05312035661218425,3.2414208611108335,3.1663076877593994,0.06014614179730415,3.1663076877593994,3.17232230193913,3.17833691611886,3.1843515302985907,3.1963807586580515,3.2114172941073775,3.2264538295567036
74,NH1052,L,0.030832095096582468,0.03789004457652303,2.987806723485,3.0483932495117188,0.0038340601604431868,3.0483932495117188,3.048776655527763,3.0491600615438075,3.0495434675598516,3.0503102795919403,3.051268794632051,3.052227309672162
75,NH1053,N,0.02897473997028232,0.04049034175334324,2.86922614015125,2.8316454887390137,-0.036417827010154724,2.8316454887390137,2.828003706037998,2.8243619233369825,2.8207201406359674,2.8134365752339363,2.8043321184813976,2.795227661728859
76,NH1054,J,0.030460624071322436,0.046805349182763745,2.9176920505052766,2.99688982963562,-0.029486889019608498,2.99688982963562,2.9939411407336594,2.9909924518316986,2.9880437629297374,2.982146385125816,2.9747746628709137,2.9674029406160116
77,NH1055,J,0.029717682020802376,0.05237741456166419,2.6812416590913895,2.733593225479126,0.038198307156562805,2.733593225479126,2.7374130561947823,2.7412328869104385,2.745052717626095,2.7526923790574074,2.762241955846548,2.771791532635689
78,NH1056,J,0.029346210995542348,0.043833580980683504,2.8710524797972212,2.928487539291382,0.040773339569568634,2.928487539291382,2.9325648732483387,2.9366422072052956,2.9407195411622524,2.948874209076166,2.9590675439685583,2.9692608788609505
79,NH1057,J,0.02897473997028232,0.04717682020802377,2.9321518409091665,2.7848012447357178,-0.021924566477537155,2.7848012447357178,2.782608788087964,2.78041633144021,2.778223874792457,2.773838961496949,2.768357819877565,2.7628766782581806
80,NH1058,J,0.029346210995542348,0.04977711738484398,2.8585481189389994,2.853731155395508,-0.006897781044244766,2.853731155395508,2.8530413772910834,2.852351599186659,2.851661821082234,2.8502822648733854,2.8485578196123242,2.846833374351263
81,NH1059,J,0.029346210995542348,0.04977711738484398,3.1675753939404174,3.0551421642303467,0.04163573309779167,3.0551421642303467,3.059305737540126,3.063469310849905,3.0676328841596843,3.0759600307792425,3.0863689640536904,3.0967778973281384
82,NH1060,N,0.030089153046062408,0.037518573551263,2.7381041560605417,2.9308273792266846,0.007416736800223589,2.9308273792266846,2.931569052906707,2.932310726586729,2.9330524002667517,2.9345357476267964,2.9363899318268523,2.938244116026908
83,NH1061,L,0.030460624071322436,0.04011887072808321,3.1726480151512497,3.050630569458008,-0.024565286934375763,3.050630569458008,3.0481740407645703,3.045717512071133,3.043260983377695,3.03834792599082,3.032206604257226,3.026065282523632
84,NH1062,N,0.030089153046062408,0.04049034175334324,2.903242549242084,2.822272777557373,0.06745442003011703,2.822272777557373,2.8290182195603846,2.8357636615633965,2.842509103566408,2.8559999875724316,2.872863592579961,2.88972719758749
85,NH1063,L,0.029717682020802376,0.0412332838038633,2.9117059848487505,2.978965997695923,0.007038911804556847,2.978965997695923,2.9796698888763786,2.9803737800568344,2.9810776712372897,2.9824854535982013,2.9842451815493405,2.9860049095004797
86,NH1064,N,0.029346210995542348,0.03528974739970282,2.9427593295454164,2.8453598022460938,0.008253655396401882,2.8453598022460938,2.846185167785734,2.847010533325374,2.8478358988650143,2.8494866299442947,2.851550043793395,2.8536134576424956
87,NH1065,M,0.002600297176820208,0.05237741456166419,2.6342583977283334,2.667410135269165,-0.030212027952075005,2.667410135269165,2.6643889324739574,2.66136772967875,2.6583465268835424,2.6523041212931275,2.644751114305109,2.63719810731709
88,NH1068,N,0.029717682020802376,0.04271916790490342,3.315515136364166,3.2715091705322266,0.10150979459285736,3.2715091705322266,3.281660149991512,3.291811129450798,3.3019621089100837,3.3222640678286552,3.3476415164768696,3.373018965125084
89,NH1068,O,0.029717682020802376,0.04309063893016345,3.315515136364166,3.2307655811309814,0.09283745288848877,3.2307655811309814,3.2400493264198302,3.249333071708679,3.2586168169975283,3.277184307575226,3.300393670797348,3.32360303401947
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.9623866081237793,0.01654641702771187,2.9623866081237793,2.9640412498265505,2.9656958915293217,2.967350533232093,2.9706598166376352,2.974796420894563,2.978933025151491
91,NH1070,N,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.790034770965576,0.05214659124612808,2.790034770965576,2.795249430090189,2.8004640892148016,2.8056787483394148,2.81610806658864,2.8291447144001722,2.8421813622117043
92,NH1070,O,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.845789670944214,0.01996518485248089,2.845789670944214,2.847786189429462,2.8497827079147102,2.851779226399958,2.8557722633704543,2.8607635595835745,2.8657548557966948
93,NH1071,N,0.02897473997028232,0.045319465081723624,2.968626496211667,2.901374340057373,0.09835883975028992,2.901374340057373,2.911210224032402,2.921046108007431,2.93088199198246,2.950553759932518,2.9751434698700905,2.999733179807663
94,NH1071,O,0.02897473997028232,0.04569093610698365,2.968626496211667,2.9616880416870117,0.051152750849723816,2.9616880416870117,2.9668033167719843,2.9719185918569564,2.977033866941929,2.9872644171118736,3.0000526048243046,3.0128407925367355
95,NH1072,N,0.030832095096582468,0.03974739970282318,2.833847981060416,2.8129327297210693,0.0647168979048729,2.8129327297210693,2.8194044195115566,2.825876109302044,2.832347799092531,2.845291178673506,2.861470403149724,2.8776496276259422
96,NH1072,O,0.030832095096582468,0.03974739970282318,2.833847981060416,2.9009952545166016,0.04428664967417717,2.9009952545166016,2.9054239194840195,2.909852584451437,2.914281249418855,2.92313857935369,2.9342102417722344,2.9452819041907787
97,NH1073,N,0.04569093610698365,0.037518573551263,2.7974188749995834,2.7663991451263428,-0.03074585273861885,2.7663991451263428,2.7633245598524807,2.760249974578619,2.757175389304757,2.7510262187570333,2.7433397555723786,2.735653292387724
98,NH1074,N,0.002600297176820208,0.038261515601783064,2.9144939356058335,2.884155035018921,0.01696874387562275,2.884155035018921,2.885851909406483,2.8875487837940454,2.8892456581816077,2.8926394069567323,2.896881592925638,2.9011237788945436
99,NH1075,J,0.0018573551263001485,0.0512630014858841,2.6902861060604986,2.7186801433563232,-0.09305410832166672,2.7186801433563232,2.7093747325241564,2.70006932169199,2.690763910859823,2.67215308919549,2.648889562115073,2.6256260350346565
100,NH1076,J,0.0007429420505200594,0.04606240713224369,2.5707335818185,2.6579439640045166,-0.13146519660949707,2.6579439640045166,2.644797444343567,2.631650924682617,2.6185044050216675,2.592211365699768,2.559345066547394,2.5264787673950195
101,NH1077,J,0.0014858841010401188,0.04457652303120357,2.805351297979444,2.854290008544922,-0.011212450452148914,2.854290008544922,2.853168763499707,2.852047518454492,2.8509262734092773,2.8486837833188474,2.84588067070581,2.843077558092773
102,NH1078,N,0.0007429420505200594,0.03566121842496285,2.4777652575758333,2.6460933685302734,-0.06953591853380203,2.6460933685302734,2.639139776676893,2.632186184823513,2.625232592970133,2.6113254092633724,2.593941429629922,2.5765574499964714
103,NH1079,N,0.03194650817236255,0.03677563150074294,2.9313184583325,2.892411947250366,0.072372205555439,2.892411947250366,2.89964916780591,2.906886388361454,2.9141236089169977,2.9285980500280857,2.9466911014169455,2.964784152805805
104,NH1079,O,0.03194650817236255,0.03677563150074294,2.9313184583325,2.8882248401641846,0.029527587816119194,2.8882248401641846,2.8911775989457964,2.8941303577274082,2.8970831165090205,2.902988634072244,2.910370531026274,2.9177524279803038
105,NH1080,N,0.001114413075780089,0.03566121842496285,2.855838647726667,2.930500030517578,0.002493756590411067,2.930500030517578,2.930749406176619,2.9309987818356604,2.9312481574947014,2.9317469088127837,2.9323703479603864,2.932993787107989
106,NH1081,N,0.0018573551263001485,0.04049034175334324,2.523999419192222,2.626922130584717,-0.03198783099651337,2.626922130584717,2.6237233474850656,2.620524564385414,2.617325781285763,2.61092821508646,2.6029312573373318,2.5949342995882034
107,NH1082,L,0.0014858841010401188,0.04569093610698365,2.487453719696667,2.6522533893585205,-0.04602165147662163,2.6522533893585205,2.6476512242108585,2.643049059063196,2.638446893915534,2.6292425636202097,2.6177371507510543,2.606231737881899
108,NH1083,N,0.0014858841010401188,0.03863298662704309,2.8043310757572226,2.86565899848938,-0.0175130944699049,2.86565899848938,2.8639076890423896,2.862156379595399,2.8604050701484085,2.8569024512544274,2.852524177636951,2.848145904019475
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.746413230895996,-0.009876802563667297,2.746413230895996,2.7454255506396295,2.744437870383263,2.7434501901268957,2.7414748296141624,2.7390056289732456,2.736536428332329
110,NH1085,L,0.0003714710252600297,0.04457652303120357,3.1800548977274996,3.0067896842956543,0.007049762178212404,3.0067896842956543,3.0074946605134754,3.008199636731297,3.008904612949118,3.0103145653847605,3.0120770059293136,3.0138394464738667
111,NH1086,L,0.0014858841010401188,0.04606240713224369,2.814487545454167,2.8087260723114014,0.06008538976311684,2.8087260723114014,2.814734611287713,2.8207431502640246,2.8267516892403366,2.83876876719296,2.853790114633739,2.868811462074518
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.8357298374176025,0.018220309168100357,2.8357298374176025,2.8375518683344128,2.8393738992512225,2.8411959301680327,2.8448399920016527,2.849395069293678,2.853950146585703
113,NH1088,N,0.0007429420505200594,0.04011887072808321,2.6765812348487494,2.624244451522827,-0.03721814975142479,2.624244451522827,2.6205226365476846,2.616800821572542,2.6130790065974,2.6056353766471148,2.5963308392092586,2.5870263017714024
114,NH1089,L,0.0018573551263001485,0.044947994056463596,2.592809897726667,2.689840316772461,0.0053772348910570145,2.689840316772461,2.6903780402615665,2.6909157637506724,2.691453487239778,2.6925289342179894,2.6938732429407537,2.695217551663518
115,NH1090,M,0.0003714710252600297,0.05460624071322437,2.9624291401516665,2.8392632007598877,0.00768792862072587,2.8392632007598877,2.8400319936219605,2.840800786484033,2.8415695793461055,2.8431071650702506,2.845029147225432,2.8469511293806136
116,NH1091,M,0.0014858841010401188,0.05609212481426449,2.7214452386375,2.811389684677124,0.029495075345039368,2.811389684677124,2.814339192211628,2.8172886997461317,2.820238207280636,2.8261372223496437,2.8335109911859035,2.8408847600221634
117,NH1092,M,0.0003714710252600297,0.04234769687964339,2.9688508787875003,2.945493698120117,0.00828333105891943,2.945493698120117,2.946322031226009,2.9471503643319013,2.947978697437793,2.949635363649577,2.9517061964143068,2.9537770291790366
118,NH1093,L,0.0014858841010401188,0.03268945022288262,2.8608070643945824,2.712277412414551,-0.036619074642658234,2.712277412414551,2.708615504950285,2.704953597486019,2.7012916900217534,2.6939678750932217,2.684813106432557,2.6756583377718925
119,NH1094,N,0.004086181277860327,0.04234769687964339,2.5178163598487497,2.6662135124206543,-0.03054812178015709,2.6662135124206543,2.6631587002426387,2.660103888064623,2.657049075886607,2.6509394515305758,2.6433024210855365,2.635665390640497
120,NH1095,L,0.0014858841010401188,0.041976225854383355,2.5500920277777785,2.666304588317871,0.005897988565266132,2.666304588317871,2.6668943871743975,2.6674841860309244,2.668073984887451,2.669253582600504,2.6707280797418207,2.6722025768831372
