row_index,ID,Tool,missing_rate,zero_rate,y_true,y_pred,residual,absolute_residual,squared_error,AN_tool_max_z,AN_tool_top5_mean_z,AN_tool_top10_mean_z,AN_tool_count_z3,AN_tool_count_z5
45,NH1030,N,0.0003714710252600297,0.04903417533432392,2.845201545454583,2.846724510192871,-0.0015229647382879463,0.0015229647382879463,2.319421594068473e-06,3.5005370157300484,3.1445320751607007,2.9112305468459274,3,0
46,NH1030,O,0.0003714710252600297,0.04940564635958395,2.845201545454583,2.829141139984131,0.016060405470452288,0.016060405470452288,0.0002579366238753338,4.986831328832127,3.9736117704411393,3.4798950488017475,8,0
47,NH1031,L,0.0,0.038261515601783064,2.8045438106054172,2.747926950454712,0.05661686015070533,0.05661686015070533,0.003205468853324525,5.285423628723821,3.7501720131581635,3.1680978903818313,3,1
48,NH1031,O,0.0,0.03714710252600297,2.8045438106054172,2.7510905265808105,0.053453284024606695,0.053453284024606695,0.0028572535730152734,3.5499269860075535,3.186584342426516,3.0456696789186086,4,0
49,NH1032,L,0.002228826151560178,0.03974739970282318,3.2915247045458336,3.1234350204467773,0.16808968409905622,0.16808968409905622,0.028254141900520516,12.879416797094736,4.784708160299531,3.705646225592745,1,1
50,NH1032,O,0.002228826151560178,0.038261515601783064,3.2915247045458336,3.2180087566375732,0.07351594790826033,0.07351594790826033,0.0054045945968500455,3.630192084951347,3.430713468123875,3.241765004250002,9,0
51,NH1033,N,0.0003714710252600297,0.04606240713224369,2.9680374696983334,2.9146933555603027,0.05334411413803064,0.05334411413803064,0.0028455945131712406,6.545007350043333,5.5505170187359685,4.305888315998137,8,3
52,NH1033,O,0.0003714710252600297,0.046433878157503716,2.9680374696983334,2.952929973602295,0.015107496096038453,0.015107496096038453,0.0002282364382918171,9.163089569873627,7.573271659893171,5.6047244148646875,23,4
53,NH1034,L,0.0003714710252600297,0.04309063893016345,2.864424124999583,2.8389816284179688,0.02544249658161446,0.02544249658161446,0.0006473206323054635,4.306955222934003,3.070269517990684,2.825954184855928,1,0
54,NH1034,O,0.0003714710252600297,0.041604754829123326,2.864424124999583,2.8411855697631836,0.023238555236399616,0.023238555236399616,0.000540030449475196,8.823766906433635,4.090661538998835,3.4864416304856585,1,1
55,NH1035,N,0.002600297176820208,0.037518573551263,3.172917340909583,3.1311557292938232,0.041761611615759975,0.041761611615759975,0.0017440322047455785,3.9372851305796885,3.041691831435881,2.714222232053181,2,0
56,NH1035,O,0.002600297176820208,0.03714710252600297,3.172917340909583,3.1531660556793213,0.019751285230261928,0.019751285230261928,0.00039011326824716296,3.630192084951347,3.1257991242616945,2.8184780040833606,2,0
57,NH1036,N,0.0007429420505200594,0.04717682020802377,2.999257371212083,2.9390554428100586,0.06020192840202432,0.06020192840202432,0.0036242721833224622,3.057434634663537,2.6962917168056806,2.561254321927648,1,0
58,NH1036,O,0.0007429420505200594,0.0475482912332838,2.999257371212083,3.001835584640503,-0.0025782134284200176,0.0025782134284200176,6.647184482485301e-06,2.740734920961398,2.6176711755805924,2.474252748422776,0,0
59,NH1037,L,0.0003714710252600297,0.038261515601783064,3.03760101515125,3.068726062774658,-0.031125047623408175,0.031125047623408175,0.0009687685895594269,13.266710895223289,7.31775200040116,5.374409001067017,20,3
60,NH1038,N,0.0003714710252600297,0.03603268945022288,2.698237117424167,2.794194459915161,-0.09595734249099408,0.09595734249099408,0.009207811577933938,6.72146858170575,6.085807527457004,5.463121951997744,29,5
61,NH1039,M,0.0007429420505200594,0.05089153046062407,2.4650328371208334,2.6223795413970947,-0.1573467042762613,0.1573467042762613,0.024757985346601223,3.667756783043616,3.598221881826775,3.478741178055529,21,0
62,NH1040,L,0.001114413075780089,0.03417533432392273,3.1022917840904163,3.0044052600860596,0.09788652400435671,0.09788652400435671,0.009581771581655503,9.354443755645125,5.113801489930801,4.177993511402574,14,1
63,NH1041,O,0.0007429420505200594,0.03937592867756315,2.7737916401516665,2.7610702514648438,0.01272138868682271,0.01272138868682271,0.00016183373012122084,3.5793419856669155,3.025937902971416,2.669277950227038,2,0
64,NH1042,L,0.0,0.03528974739970282,2.5935001388886105,2.600088119506836,-0.006587980618225409,0.006587980618225409,4.340148862611364e-05,4.914113028855897,3.9429691566232954,3.665122354569049,10,0
65,NH1043,L,0.0007429420505200594,0.043833580980683504,2.6239309191916664,2.663008451461792,-0.03907753227012556,0.03907753227012556,0.0015270535283227044,3.9373713090441838,3.7830086527563678,3.5255084046295098,11,0
66,NH1044,L,0.002228826151560178,0.03603268945022288,2.6159792247480556,2.694077730178833,-0.07809850543077745,0.07809850543077745,0.006099376550521176,13.266710895226753,5.419574905392887,4.299424021560625,12,1
67,NH1045,O,0.0007429420505200594,0.03566121842496285,2.6250939318183333,2.6695826053619385,-0.044488673543605195,0.044488673543605195,0.0019792420736694767,3.5793419856669155,3.4248008041520444,3.0610154331863395,6,0
68,NH1046,O,0.0007429420505200594,0.03677563150074294,2.701172087120833,2.8998825550079346,-0.19871046788710167,0.19871046788710167,0.039485850047910866,3.104291852738196,2.9338542455163426,2.7602603597209483,2,0
69,NH1047,O,0.0007429420505200594,0.0412332838038633,2.7164298371212494,2.7206122875213623,-0.0041824504001128915,0.0041824504001128915,1.7492891349404488e-05,4.501291804246504,3.6116727342899657,3.226512256804015,4,0
70,NH1048,O,0.001114413075780089,0.03974739970282318,2.7741930568175,2.8293521404266357,-0.055159083609135795,0.055159083609135795,0.003042524504599633,8.333003410219845,4.968563982576934,3.7735529083994352,2,2
71,NH1049,L,0.0018573551263001485,0.046433878157503716,2.578657691919722,2.6932554244995117,-0.11459773257978956,0.11459773257978956,0.01313264031242896,5.195851196858594,3.6532575085481853,3.380339732503142,11,1
72,NH1050,N,0.0014858841010401188,0.03863298662704309,2.8985573611116666,2.712900400161743,0.18565696094992346,0.18565696094992346,0.0344685071491614,13.353729289029015,8.762420325866579,7.153348414032538,25,9
73,NH1051,M,0.0003714710252600297,0.05312035661218425,3.2414208611108335,3.165771961212158,0.07564889989867529,0.07564889989867529,0.0057227560558797946,7.942631571950867,4.366233583151456,3.8422708730732773,22,1
74,NH1052,L,0.030832095096582468,0.03789004457652303,2.987806723485,3.038418769836426,-0.05061204635142591,0.05061204635142591,0.0025615792358788846,4.9141130288560255,4.527032582161962,4.015142145868361,31,0
75,NH1053,N,0.02897473997028232,0.04049034175334324,2.86922614015125,2.818814277648926,0.05041186250232421,0.05041186250232421,0.002541355880953242,4.050299285795124,3.712386011435008,3.5608049129814328,33,0
76,NH1054,J,0.030460624071322436,0.046805349182763745,2.9176920505052766,3.0066978931427,-0.08900584263742362,0.08900584263742362,0.007922040023597816,8.337088355866484,7.290804032031457,6.559606526687498,113,13
77,NH1055,J,0.029717682020802376,0.05237741456166419,2.6812416590913895,2.7256040573120117,-0.04436239822062227,0.04436239822062227,0.00196802237588507,11.832457151982847,6.458164752860668,5.601571609779472,109,3
78,NH1056,J,0.029346210995542348,0.043833580980683504,2.8710524797972212,2.9502694606781006,-0.07921698088087936,0.07921698088087936,0.006275330059881607,8.337088355866282,5.467883663741187,5.105278620634028,97,1
79,NH1057,J,0.02897473997028232,0.04717682020802377,2.9321518409091665,2.7764039039611816,0.15574793694798483,0.15574793694798483,0.02425741986355346,8.297399169106255,6.336449583133134,5.95181493250999,104,12
80,NH1058,J,0.029346210995542348,0.04977711738484398,2.8585481189389994,2.872331142425537,-0.013783023486537704,0.013783023486537704,0.00018997173643044997,5.852951584757998,5.82840902134354,5.554643811086935,97,8
81,NH1059,J,0.029346210995542348,0.04977711738484398,3.1675753939404174,3.066761016845703,0.1008143770947143,0.1008143770947143,0.010163538628995257,5.9439723460738625,5.636810798441227,5.202929185390945,106,5
82,NH1060,N,0.030089153046062408,0.037518573551263,2.7381041560605417,2.9218201637268066,-0.18371600766626495,0.18371600766626495,0.03375157147283112,6.300093252549746,4.088329682008274,3.7494185092838643,33,1
83,NH1061,L,0.030460624071322436,0.04011887072808321,3.1726480151512497,3.0433669090270996,0.1292811061241501,0.1292811061241501,0.016713604400683764,11.361641091496901,6.222890083921573,5.069061994649603,31,2
84,NH1062,N,0.030089153046062408,0.04049034175334324,2.903242549242084,2.8270795345306396,0.07616301471144427,0.07616301471144427,0.0058008048099356755,4.309014276100361,3.6161003906517157,3.512662102589786,33,0
85,NH1063,L,0.029717682020802376,0.0412332838038633,2.9117059848487505,2.9663219451904297,-0.05461596034167915,0.05461596034167915,0.0029829031240438697,5.243580483675941,3.9163587320778297,3.6106786556002546,26,1
86,NH1064,N,0.029346210995542348,0.03528974739970282,2.9427593295454164,2.842217206954956,0.10054212259046036,0.10054212259046036,0.010108718414995159,5.690316895234509,4.105027320543675,3.7822297512404957,37,1
87,NH1065,M,0.002600297176820208,0.05237741456166419,2.6342583977283334,2.649181365966797,-0.014922968238463508,0.014922968238463508,0.00022269498104619063,10.496959982606496,6.379797881065286,5.6055046164529845,194,3
88,NH1068,N,0.029717682020802376,0.04271916790490342,3.315515136364166,3.2710883617401123,0.044426774624053866,0.044426774624053866,0.0019737383034964767,6.592289835178344,4.425339438278671,3.9298390307276407,39,1
89,NH1068,O,0.029717682020802376,0.04309063893016345,3.315515136364166,3.255938768386841,0.05957636797732535,0.05957636797732535,0.0035493436213696774,5.2292409812811345,4.010003283511463,3.5267489576041706,7,1
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.953381299972534,0.23676147275454973,0.23676147275454973,0.05605599498090339,4.380278333435022,3.8081009190646347,3.5116462212269504,8,0
91,NH1070,N,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.7861125469207764,0.06285586974713997,0.06285586974713997,0.003950860361669426,6.592289835178344,4.10377648587122,3.756731712439536,35,1
92,NH1070,O,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.8480472564697266,0.0009211601981897743,0.0009211601981897743,8.485361107290243e-07,4.122359722221664,3.312530688153764,3.0679537955330254,3,0
93,NH1071,N,0.02897473997028232,0.045319465081723624,2.968626496211667,2.8930490016937256,0.07557749451794127,0.07557749451794127,0.005711957677609443,4.954176308063845,3.8272077409968466,3.622691710784351,35,0
94,NH1071,O,0.02897473997028232,0.04569093610698365,2.968626496211667,2.9636051654815674,0.005021330730099471,0.005021330730099471,2.521376230104129e-05,9.165785722292267,4.485073686384675,3.6926252970476034,2,1
95,NH1072,N,0.030832095096582468,0.03974739970282318,2.833847981060416,2.79254150390625,0.04130647715416602,0.04130647715416602,0.0017062250548876394,5.646130345536477,4.0346440974798075,3.7258631069960275,33,1
96,NH1072,O,0.030832095096582468,0.03974739970282318,2.833847981060416,2.899355173110962,-0.06550719205054589,0.06550719205054589,0.004291192210347103,9.160288371025375,6.436226960851151,5.199611085358073,13,3
97,NH1073,N,0.04569093610698365,0.037518573551263,2.7974188749995834,2.767132043838501,0.03028683116108244,0.03028683116108244,0.0009172921417799143,12.528371471127365,9.190479088803604,7.846919891276743,32,11
98,NH1074,N,0.002600297176820208,0.038261515601783064,2.9144939356058335,2.878000497817993,0.03649343778784031,0.03649343778784031,0.001331771001574971,4.824188933798702,4.664435664409357,4.27094980767652,22,0
99,NH1075,J,0.0018573551263001485,0.0512630014858841,2.6902861060604986,2.7135651111602783,-0.02327900509977976,0.02327900509977976,0.000541912078435572,7.98167677992137,6.701216472521236,6.195194073862045,127,11
100,NH1076,J,0.0007429420505200594,0.04606240713224369,2.5707335818185,2.6105823516845703,-0.03984876986607011,0.03984876986607011,0.0015879244598390172,6.056024983146224,5.1101525908215155,4.630869273025513,111,3
101,NH1077,J,0.0014858841010401188,0.04457652303120357,2.805351297979444,2.868929624557495,-0.06357832657805096,0.06357832657805096,0.004042203610465301,8.337088355866484,7.25682590279892,5.740116779559035,101,5
102,NH1078,N,0.0007429420505200594,0.03566121842496285,2.4777652575758333,2.648219585418701,-0.17045432784286785,0.17045432784286785,0.029054677880363873,5.646130345536477,4.828823946756912,4.356705371665172,21,1
103,NH1079,N,0.03194650817236255,0.03677563150074294,2.9313184583325,2.8951330184936523,0.0361854398388477,0.0361854398388477,0.0013093860563308662,12.789747827200987,5.5058331411008785,4.465846936042945,38,1
104,NH1079,O,0.03194650817236255,0.03677563150074294,2.9313184583325,2.9136757850646973,0.017642673267802778,0.017642673267802778,0.0003112639200344427,5.720836121405525,4.608722964347262,3.931303790408768,9,1
105,NH1080,N,0.001114413075780089,0.03566121842496285,2.855838647726667,2.9396250247955322,-0.08378637706886538,0.08378637706886538,0.007020156982326091,6.545007350043333,5.974258647865518,5.277250585415771,28,4
106,NH1081,N,0.0018573551263001485,0.04049034175334324,2.523999419192222,2.6310219764709473,-0.10702255727872512,0.10702255727872512,0.011453827766477999,10.414943312818348,10.345932609712898,10.224888004084116,81,54
107,NH1082,L,0.0014858841010401188,0.04569093610698365,2.487453719696667,2.6541824340820312,-0.16672871438536419,0.16672871438536419,0.027798464200596347,13.266710895226751,7.930016033934997,5.953005438112044,12,4
108,NH1083,N,0.0014858841010401188,0.03863298662704309,2.8043310757572226,2.8800506591796875,-0.07571958342246488,0.07571958342246488,0.0057334553136716175,15.39494021100515,7.118978926446852,5.350052184045653,16,3
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.756821393966675,0.26153387497165825,0.26153387497165825,0.06839996775769097,7.3648822678799535,4.48443794152453,3.7651754507500774,9,2
110,NH1085,L,0.0003714710252600297,0.04457652303120357,3.1800548977274996,3.009364128112793,0.17069076961470664,0.17069076961470664,0.02913533883166086,3.299872083978184,3.207689068801802,3.076418113752124,7,0
111,NH1086,L,0.0014858841010401188,0.04606240713224369,2.814487545454167,2.814352512359619,0.00013503309454776513,0.00013503309454776513,1.8233936623145678e-08,13.26671089522674,5.588684663972849,4.3703347535812975,9,1
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.826930522918701,0.22447551117213171,0.22447551117213171,0.05038925511598983,4.124060379740825,3.2840652381711934,3.092279969300978,5,0
113,NH1088,N,0.0007429420505200594,0.04011887072808321,2.6765812348487494,2.6267926692962646,0.04978856555248479,0.04978856555248479,0.0024789012597740746,11.467508857570861,5.120051597531919,3.992850977441357,5,1
114,NH1089,L,0.0018573551263001485,0.044947994056463596,2.592809897726667,2.701524019241333,-0.10871412151466586,0.10871412151466586,0.011818760216705535,6.745785200962552,3.891206013351993,3.263132778021391,2,1
115,NH1090,M,0.0003714710252600297,0.05460624071322437,2.9624291401516665,2.847745180130005,0.11468396002166159,0.11468396002166159,0.013152410686250074,9.252018442265111,6.87807294563892,4.8554802004492235,6,4
116,NH1091,M,0.0014858841010401188,0.05609212481426449,2.7214452386375,2.8116955757141113,-0.09025033707661123,0.09025033707661123,0.008145123342441949,10.85303529536921,4.423440770630567,3.5033649816401136,1,1
117,NH1092,M,0.0003714710252600297,0.04234769687964339,2.9688508787875003,2.9484798908233643,0.020370987964136056,0.020370987964136056,0.00041497715063497603,11.123076266663396,6.318298248347504,5.616389896780278,194,2
118,NH1093,L,0.0014858841010401188,0.03268945022288262,2.8608070643945824,2.7107436656951904,0.150063398699392,0.150063398699392,0.022519023629212685,9.322221041518963,5.045543076194287,3.897667407362936,6,2
119,NH1094,N,0.004086181277860327,0.04234769687964339,2.5178163598487497,2.668358325958252,-0.1505419661095022,0.1505419661095022,0.022662883560114512,3.9455865068709133,3.5759078062285354,3.144036701173685,5,0
120,NH1095,L,0.0014858841010401188,0.041976225854383355,2.5500920277777785,2.661985397338867,-0.11189336956108864,0.11189336956108864,0.012520126151734357,13.153704588609017,5.5738481961823965,4.347262401797432,9,1
121,NH1096,N,0.0014858841010401188,0.04271916790490342,2.552244474747501,2.593188762664795,-0.0409442879172941,0.0409442879172941,0.0016764347130542754,6.349335033858786,5.508167529835781,4.780488237542078,19,4
122,NH1097,M,0.0007429420505200594,0.04977711738484398,2.836407742424167,2.903918981552124,-0.06751123912795709,0.06751123912795709,0.004557767408592204,8.836329034805491,5.222963051066032,4.2956560918935365,13,2
123,NH1098,M,0.0003714710252600297,0.050148588410104014,2.6806118358586115,2.5723884105682373,0.10822342529037421,0.10822342529037421,0.011712309781581208,7.784880078394594,5.340063452061088,4.535868487735034,21,2
124,NH1099,L,0.002600297176820208,0.038261515601783064,2.7470737393934996,2.7234714031219482,0.023602336271551394,0.023602336271551394,0.0005570702774753905,12.680108063055053,8.582156686941705,6.258855059355577,15,6
125,NH1100,N,0.0029717682020802376,0.036404160475482915,2.613716775253056,2.5658013820648193,0.04791539318823679,0.04791539318823679,0.0022958849043833284,10.23558166497252,6.674173696317877,5.5214372583274365,18,5
126,NH1101,N,0.001114413075780089,0.034546805349182766,2.633580800505278,2.5073673725128174,0.1262134279924605,0.1262134279924605,0.01592982940560801,10.23558166497252,5.101350147272052,4.018030694265329,6,1
127,NH1102,M,0.0007429420505200594,0.0412332838038633,2.7202946388888884,2.8384997844696045,-0.11820514558071604,0.11820514558071604,0.013972456441758273,7.87450785863777,7.404177946893758,5.759852890352653,21,5
128,NH1103,L,0.0018573551263001485,0.037518573551263,2.8136469898988885,2.78067684173584,0.03297014816304866,0.03297014816304866,0.0010870306698933811,8.623887671815254,6.022559129658598,4.4429126672345856,6,3
129,NH1113,M,0.0003714710252600297,0.04903417533432392,2.652038446969444,2.545623540878296,0.1064149060911479,0.1064149060911479,0.011324132238387826,11.225320151336444,5.180367466631477,4.310465841752221,31,1
130,NH1114,L,0.002600297176820208,0.04086181277860327,2.733161914140833,2.912135601043701,-0.17897368690286797,0.17897368690286797,0.032031580603605815,13.266710895226757,8.51349025042246,6.014184915452014,14,3
131,NH1115,M,0.0003714710252600297,0.04606240713224369,2.526530335858333,2.5448122024536133,-0.018281866595280416,0.018281866595280416,0.00033422664620762996,11.204835964202363,7.043275727008987,5.274446131937436,11,3
132,NH1116,L,0.0014858841010401188,0.0475482912332838,2.9667710909095826,2.96977162361145,-0.0030005327018676198,0.0030005327018676198,9.003196494976999e-06,12.6888192898049,12.687258128155484,12.681860910674386,35,28
133,NH1117,N,0.0003714710252600297,0.034918276374442794,2.7098851704545828,2.621020555496216,0.08886461495836695,0.08886461495836695,0.007896919791698815,5.49408321726138,4.409803966498953,3.596235755788867,5,3
134,NH1118,M,0.0003714710252600297,0.04457652303120357,2.7538493560604165,2.6516735553741455,0.10217580068627097,0.10217580068627097,0.010439894245880571,11.225320151336437,8.354237961671902,5.460905789168438,6,4
