row_index,ID,Tool,missing_rate,zero_rate,y_true,pred_E0_global_only,pred_E1_tool_o_expert_25,pred_E2_tool_o_expert_50,pred_E3_tool_o_expert_75,pred_E4_tool_o_expert_100,best_pred,best_residual,best_abs_error
17,NH1008,M,0.02711738484398217,0.041976225854383355,3.0680799873733338,2.9480457305908203,2.9480457305908203,2.9480457305908203,2.9480457305908203,2.9480457305908203,2.9480457305908203,0.12003425678251345,0.12003425678251345
18,NH1009,L,0.02786032689450223,0.03603268945022288,2.652616911615555,2.7387940883636475,2.7387940883636475,2.7387940883636475,2.7387940883636475,2.7387940883636475,2.7387940883636475,-0.08617717674809233,0.08617717674809233
19,NH1010,M,0.02711738484398217,0.041604754829123326,2.954648253787917,2.959472179412842,2.959472179412842,2.959472179412842,2.959472179412842,2.959472179412842,2.959472179412842,-0.00482392562492473,0.00482392562492473
20,NH1011,L,0.02711738484398217,0.03417533432392273,2.739788863636666,2.757795572280884,2.757795572280884,2.757795572280884,2.757795572280884,2.757795572280884,2.757795572280884,-0.018006708644217717,0.018006708644217717
21,NH1012,M,0.02823179791976226,0.043462109955423475,2.908289215909583,2.8978209495544434,2.8978209495544434,2.8978209495544434,2.8978209495544434,2.8978209495544434,2.8978209495544434,0.010468266355139644,0.010468266355139644
22,NH1013,M,0.0274888558692422,0.0412332838038633,2.911308340909167,2.9160869121551514,2.9160869121551514,2.9160869121551514,2.9160869121551514,2.9160869121551514,2.9160869121551514,-0.004778571245984242,0.004778571245984242
23,NH1014,O,0.0007429420505200594,0.04606240713224369,2.777979219696667,2.7578797340393066,2.7517902851104736,2.7457005977630615,2.7396111488342285,2.7335214614868164,2.7578797340393066,0.020099485657360194,0.020099485657360194
24,NH1015,O,0.0007429420505200594,0.04086181277860327,2.5617208522729173,2.7041409015655518,2.7260842323303223,2.7480273246765137,2.769970417022705,2.7919137477874756,2.7041409015655518,-0.1424200492926344,0.1424200492926344
25,NH1016,O,0.0007429420505200594,0.04457652303120357,2.7517345643929176,2.6675822734832764,2.6681594848632812,2.6687369346618652,2.66931414604187,2.669891357421875,2.6675822734832764,0.08415229090964127,0.08415229090964127
26,NH1017,O,0.0003714710252600297,0.04234769687964339,3.0183430984837494,2.9781901836395264,2.985445022583008,2.9926998615264893,2.9999547004699707,3.007209539413452,2.9781901836395264,0.04015291484422301,0.04015291484422301
27,NH1018,O,0.001114413075780089,0.045319465081723624,2.6919653901504166,2.7141706943511963,2.7133140563964844,2.7124576568603516,2.7116010189056396,2.7107443809509277,2.7141706943511963,-0.022205304200779707,0.022205304200779707
28,NH1019,O,0.001114413075780089,0.045319465081723624,2.7220047992416667,2.714466094970703,2.7288572788238525,2.743248462677002,2.7576398849487305,2.77203106880188,2.714466094970703,0.007538704270963592,0.007538704270963592
29,NH1020,O,0.0003714710252600297,0.043462109955423475,2.7690984053041667,2.7660889625549316,2.7814745903015137,2.7968597412109375,2.8122451305389404,2.8276305198669434,2.7660889625549316,0.0030094427492350917,0.0030094427492350917
30,NH1021,M,0.002228826151560178,0.05163447251114413,2.6494786287883336,2.6928372383117676,2.6928372383117676,2.6928372383117676,2.6928372383117676,2.6928372383117676,2.6928372383117676,-0.043358609523433955,0.043358609523433955
31,NH1022,L,0.0007429420505200594,0.03528974739970282,2.9623063106049994,2.917940378189087,2.917940378189087,2.917940378189087,2.917940378189087,2.917940378189087,2.917940378189087,0.04436593241591247,0.04436593241591247
32,NH1023,M,0.0,0.04234769687964339,2.732028564394167,2.7548329830169678,2.7548329830169678,2.7548329830169678,2.7548329830169678,2.7548329830169678,2.7548329830169678,-0.022804418622800693,0.022804418622800693
33,NH1024,L,0.0003714710252600297,0.03714710252600297,2.9472456704550005,2.9100122451782227,2.9100122451782227,2.9100122451782227,2.9100122451782227,2.9100122451782227,2.9100122451782227,0.037233425276777865,0.037233425276777865
34,NH1024,O,0.0003714710252600297,0.036404160475482915,2.9472456704550005,2.9103195667266846,2.90140962600708,2.8924994468688965,2.883589267730713,2.8746793270111084,2.9103195667266846,0.03692610372831595,0.03692610372831595
35,NH1025,L,0.002228826151560178,0.04309063893016345,2.8777555227262495,2.811438798904419,2.811438798904419,2.811438798904419,2.811438798904419,2.811438798904419,2.811438798904419,0.06631672382183051,0.06631672382183051
36,NH1025,O,0.002228826151560178,0.041604754829123326,2.8777555227262495,2.878150463104248,2.897329807281494,2.9165096282958984,2.9356889724731445,2.9548685550689697,2.878150463104248,-0.00039494037799858717,0.00039494037799858717
37,NH1026,N,0.0003714710252600297,0.041976225854383355,2.97545093181875,3.0007526874542236,3.0007526874542236,3.0007526874542236,3.0007526874542236,3.0007526874542236,3.0007526874542236,-0.025301755635473544,0.025301755635473544
38,NH1026,O,0.0003714710252600297,0.041976225854383355,2.97545093181875,3.010413646697998,3.043555736541748,3.076698064804077,3.1098403930664062,3.1429824829101562,3.010413646697998,-0.03496271487924796,0.03496271487924796
39,NH1027,N,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.6912431716918945,2.6912431716918945,2.6912431716918945,2.6912431716918945,2.6912431716918945,2.6912431716918945,0.09188713891477285,0.09188713891477285
40,NH1027,O,0.0018573551263001485,0.046433878157503716,2.7831303106066674,2.850604295730591,2.8505196571350098,2.8504350185394287,2.8503503799438477,2.8502657413482666,2.850604295730591,-0.06747398512392344,0.06747398512392344
41,NH1028,L,0.0007429420505200594,0.038261515601783064,2.8341194166654167,2.7472634315490723,2.7472634315490723,2.7472634315490723,2.7472634315490723,2.7472634315490723,2.7472634315490723,0.0868559851163444,0.0868559851163444
42,NH1028,O,0.0007429420505200594,0.03714710252600297,2.8341194166654167,2.788586378097534,2.8386952877044678,2.8888041973114014,2.938913106918335,2.9890220165252686,2.788586378097534,0.04553303856788249,0.04553303856788249
43,NH1029,N,0.0014858841010401188,0.036404160475482915,3.133830560605,3.104581356048584,3.104581356048584,3.104581356048584,3.104581356048584,3.104581356048584,3.104581356048584,0.029249204556415886,0.029249204556415886
44,NH1029,O,0.0014858841010401188,0.03677563150074294,3.133830560605,3.124765634536743,3.0926895141601562,3.0606133937835693,3.0285372734069824,2.9964611530303955,3.124765634536743,0.009064926068256707,0.009064926068256707
45,NH1030,N,0.0003714710252600297,0.04903417533432392,2.845201545454583,2.846724510192871,2.846724510192871,2.846724510192871,2.846724510192871,2.846724510192871,2.846724510192871,-0.0015229647382879463,0.0015229647382879463
46,NH1030,O,0.0003714710252600297,0.04940564635958395,2.845201545454583,2.829141139984131,2.844364881515503,2.859589099884033,2.8748128414154053,2.8900368213653564,2.829141139984131,0.016060405470452288,0.016060405470452288
47,NH1031,L,0.0,0.038261515601783064,2.8045438106054172,2.747926950454712,2.747926950454712,2.747926950454712,2.747926950454712,2.747926950454712,2.747926950454712,0.05661686015070533,0.05661686015070533
48,NH1031,O,0.0,0.03714710252600297,2.8045438106054172,2.7510905265808105,2.774303913116455,2.7975175380706787,2.8207311630249023,2.843944549560547,2.7510905265808105,0.053453284024606695,0.053453284024606695
49,NH1032,L,0.002228826151560178,0.03974739970282318,3.2915247045458336,3.1234350204467773,3.1234350204467773,3.1234350204467773,3.1234350204467773,3.1234350204467773,3.1234350204467773,0.16808968409905622,0.16808968409905622
50,NH1032,O,0.002228826151560178,0.038261515601783064,3.2915247045458336,3.2180087566375732,3.2089579105377197,3.199907064437866,3.1908562183380127,3.181805372238159,3.2180087566375732,0.07351594790826033,0.07351594790826033
51,NH1033,N,0.0003714710252600297,0.04606240713224369,2.9680374696983334,2.9146933555603027,2.9146933555603027,2.9146933555603027,2.9146933555603027,2.9146933555603027,2.9146933555603027,0.05334411413803064,0.05334411413803064
52,NH1033,O,0.0003714710252600297,0.046433878157503716,2.9680374696983334,2.952929973602295,2.9528090953826904,2.952688455581665,2.9525675773620605,2.952446937561035,2.952929973602295,0.015107496096038453,0.015107496096038453
53,NH1034,L,0.0003714710252600297,0.04309063893016345,2.864424124999583,2.8389816284179688,2.8389816284179688,2.8389816284179688,2.8389816284179688,2.8389816284179688,2.8389816284179688,0.02544249658161446,0.02544249658161446
54,NH1034,O,0.0003714710252600297,0.041604754829123326,2.864424124999583,2.8411855697631836,2.8438684940338135,2.8465514183044434,2.849234104156494,2.851917028427124,2.8411855697631836,0.023238555236399616,0.023238555236399616
55,NH1035,N,0.002600297176820208,0.037518573551263,3.172917340909583,3.1311557292938232,3.1311557292938232,3.1311557292938232,3.1311557292938232,3.1311557292938232,3.1311557292938232,0.041761611615759975,0.041761611615759975
56,NH1035,O,0.002600297176820208,0.03714710252600297,3.172917340909583,3.1531660556793213,3.1114842891693115,3.0698025226593018,3.028120756149292,2.9864389896392822,3.1531660556793213,0.019751285230261928,0.019751285230261928
57,NH1036,N,0.0007429420505200594,0.04717682020802377,2.999257371212083,2.9390554428100586,2.9390554428100586,2.9390554428100586,2.9390554428100586,2.9390554428100586,2.9390554428100586,0.06020192840202432,0.06020192840202432
58,NH1036,O,0.0007429420505200594,0.0475482912332838,2.999257371212083,3.001835584640503,2.9847142696380615,2.967593193054199,2.950471878051758,2.9333505630493164,3.001835584640503,-0.0025782134284200176,0.0025782134284200176
59,NH1037,L,0.0003714710252600297,0.038261515601783064,3.03760101515125,3.068726062774658,3.068726062774658,3.068726062774658,3.068726062774658,3.068726062774658,3.068726062774658,-0.031125047623408175,0.031125047623408175
60,NH1038,N,0.0003714710252600297,0.03603268945022288,2.698237117424167,2.794194459915161,2.794194459915161,2.794194459915161,2.794194459915161,2.794194459915161,2.794194459915161,-0.09595734249099408,0.09595734249099408
61,NH1039,M,0.0007429420505200594,0.05089153046062407,2.4650328371208334,2.6223795413970947,2.6223795413970947,2.6223795413970947,2.6223795413970947,2.6223795413970947,2.6223795413970947,-0.1573467042762613,0.1573467042762613
62,NH1040,L,0.001114413075780089,0.03417533432392273,3.1022917840904163,3.0044052600860596,3.0044052600860596,3.0044052600860596,3.0044052600860596,3.0044052600860596,3.0044052600860596,0.09788652400435671,0.09788652400435671
63,NH1041,O,0.0007429420505200594,0.03937592867756315,2.7737916401516665,2.7610702514648438,2.7398805618286133,2.718691110610962,2.6975016593933105,2.67631196975708,2.7610702514648438,0.01272138868682271,0.01272138868682271
64,NH1042,L,0.0,0.03528974739970282,2.5935001388886105,2.600088119506836,2.600088119506836,2.600088119506836,2.600088119506836,2.600088119506836,2.600088119506836,-0.006587980618225409,0.006587980618225409
65,NH1043,L,0.0007429420505200594,0.043833580980683504,2.6239309191916664,2.663008451461792,2.663008451461792,2.663008451461792,2.663008451461792,2.663008451461792,2.663008451461792,-0.03907753227012556,0.03907753227012556
66,NH1044,L,0.002228826151560178,0.03603268945022288,2.6159792247480556,2.694077730178833,2.694077730178833,2.694077730178833,2.694077730178833,2.694077730178833,2.694077730178833,-0.07809850543077745,0.07809850543077745
67,NH1045,O,0.0007429420505200594,0.03566121842496285,2.6250939318183333,2.6695826053619385,2.689235210418701,2.708887815475464,2.7285404205322266,2.7481930255889893,2.6695826053619385,-0.044488673543605195,0.044488673543605195
68,NH1046,O,0.0007429420505200594,0.03677563150074294,2.701172087120833,2.8998825550079346,2.8985915184020996,2.8973002433776855,2.8960092067718506,2.8947181701660156,2.8998825550079346,-0.19871046788710167,0.19871046788710167
69,NH1047,O,0.0007429420505200594,0.0412332838038633,2.7164298371212494,2.7206122875213623,2.719998598098755,2.7193851470947266,2.718771457672119,2.718158006668091,2.7206122875213623,-0.0041824504001128915,0.0041824504001128915
70,NH1048,O,0.001114413075780089,0.03974739970282318,2.7741930568175,2.8293521404266357,2.816779613494873,2.8042073249816895,2.791635036468506,2.7790627479553223,2.8293521404266357,-0.055159083609135795,0.055159083609135795
71,NH1049,L,0.0018573551263001485,0.046433878157503716,2.578657691919722,2.6932554244995117,2.6932554244995117,2.6932554244995117,2.6932554244995117,2.6932554244995117,2.6932554244995117,-0.11459773257978956,0.11459773257978956
72,NH1050,N,0.0014858841010401188,0.03863298662704309,2.8985573611116666,2.712900400161743,2.712900400161743,2.712900400161743,2.712900400161743,2.712900400161743,2.712900400161743,0.18565696094992346,0.18565696094992346
73,NH1051,M,0.0003714710252600297,0.05312035661218425,3.2414208611108335,3.165771961212158,3.165771961212158,3.165771961212158,3.165771961212158,3.165771961212158,3.165771961212158,0.07564889989867529,0.07564889989867529
74,NH1052,L,0.030832095096582468,0.03789004457652303,2.987806723485,3.038418769836426,3.038418769836426,3.038418769836426,3.038418769836426,3.038418769836426,3.038418769836426,-0.05061204635142591,0.05061204635142591
75,NH1053,N,0.02897473997028232,0.04049034175334324,2.86922614015125,2.818814277648926,2.818814277648926,2.818814277648926,2.818814277648926,2.818814277648926,2.818814277648926,0.05041186250232421,0.05041186250232421
76,NH1054,J,0.030460624071322436,0.046805349182763745,2.9176920505052766,3.0066978931427,3.0066978931427,3.0066978931427,3.0066978931427,3.0066978931427,3.0066978931427,-0.08900584263742362,0.08900584263742362
77,NH1055,J,0.029717682020802376,0.05237741456166419,2.6812416590913895,2.7256040573120117,2.7256040573120117,2.7256040573120117,2.7256040573120117,2.7256040573120117,2.7256040573120117,-0.04436239822062227,0.04436239822062227
78,NH1056,J,0.029346210995542348,0.043833580980683504,2.8710524797972212,2.9502694606781006,2.9502694606781006,2.9502694606781006,2.9502694606781006,2.9502694606781006,2.9502694606781006,-0.07921698088087936,0.07921698088087936
79,NH1057,J,0.02897473997028232,0.04717682020802377,2.9321518409091665,2.7764039039611816,2.7764039039611816,2.7764039039611816,2.7764039039611816,2.7764039039611816,2.7764039039611816,0.15574793694798483,0.15574793694798483
80,NH1058,J,0.029346210995542348,0.04977711738484398,2.8585481189389994,2.872331142425537,2.872331142425537,2.872331142425537,2.872331142425537,2.872331142425537,2.872331142425537,-0.013783023486537704,0.013783023486537704
81,NH1059,J,0.029346210995542348,0.04977711738484398,3.1675753939404174,3.066761016845703,3.066761016845703,3.066761016845703,3.066761016845703,3.066761016845703,3.066761016845703,0.1008143770947143,0.1008143770947143
82,NH1060,N,0.030089153046062408,0.037518573551263,2.7381041560605417,2.9218201637268066,2.9218201637268066,2.9218201637268066,2.9218201637268066,2.9218201637268066,2.9218201637268066,-0.18371600766626495,0.18371600766626495
83,NH1061,L,0.030460624071322436,0.04011887072808321,3.1726480151512497,3.0433669090270996,3.0433669090270996,3.0433669090270996,3.0433669090270996,3.0433669090270996,3.0433669090270996,0.1292811061241501,0.1292811061241501
84,NH1062,N,0.030089153046062408,0.04049034175334324,2.903242549242084,2.8270795345306396,2.8270795345306396,2.8270795345306396,2.8270795345306396,2.8270795345306396,2.8270795345306396,0.07616301471144427,0.07616301471144427
85,NH1063,L,0.029717682020802376,0.0412332838038633,2.9117059848487505,2.9663219451904297,2.9663219451904297,2.9663219451904297,2.9663219451904297,2.9663219451904297,2.9663219451904297,-0.05461596034167915,0.05461596034167915
86,NH1064,N,0.029346210995542348,0.03528974739970282,2.9427593295454164,2.842217206954956,2.842217206954956,2.842217206954956,2.842217206954956,2.842217206954956,2.842217206954956,0.10054212259046036,0.10054212259046036
87,NH1065,M,0.002600297176820208,0.05237741456166419,2.6342583977283334,2.649181365966797,2.649181365966797,2.649181365966797,2.649181365966797,2.649181365966797,2.649181365966797,-0.014922968238463508,0.014922968238463508
88,NH1068,N,0.029717682020802376,0.04271916790490342,3.315515136364166,3.2710883617401123,3.2710883617401123,3.2710883617401123,3.2710883617401123,3.2710883617401123,3.2710883617401123,0.044426774624053866,0.044426774624053866
89,NH1068,O,0.029717682020802376,0.04309063893016345,3.315515136364166,3.255938768386841,3.219456911087036,3.1829748153686523,3.1464929580688477,3.110010862350464,3.255938768386841,0.05957636797732535,0.05957636797732535
90,NH1069,O,0.030089153046062408,0.04271916790490342,3.190142772727084,2.953381299972534,2.9368979930877686,2.920414924621582,2.9039316177368164,2.88744854927063,2.953381299972534,0.23676147275454973,0.23676147275454973
91,NH1070,N,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.7861125469207764,2.7861125469207764,2.7861125469207764,2.7861125469207764,2.7861125469207764,2.7861125469207764,0.06285586974713997,0.06285586974713997
92,NH1070,O,0.029346210995542348,0.045319465081723624,2.8489684166679163,2.8480472564697266,2.8570451736450195,2.8660430908203125,2.8750410079956055,2.8840389251708984,2.8480472564697266,0.0009211601981897743,0.0009211601981897743
93,NH1071,N,0.02897473997028232,0.045319465081723624,2.968626496211667,2.8930490016937256,2.8930490016937256,2.8930490016937256,2.8930490016937256,2.8930490016937256,2.8930490016937256,0.07557749451794127,0.07557749451794127
94,NH1071,O,0.02897473997028232,0.04569093610698365,2.968626496211667,2.9636051654815674,2.9478695392608643,2.932133674621582,2.916398048400879,2.900662422180176,2.9636051654815674,0.005021330730099471,0.005021330730099471
95,NH1072,N,0.030832095096582468,0.03974739970282318,2.833847981060416,2.79254150390625,2.79254150390625,2.79254150390625,2.79254150390625,2.79254150390625,2.79254150390625,0.04130647715416602,0.04130647715416602
96,NH1072,O,0.030832095096582468,0.03974739970282318,2.833847981060416,2.899355173110962,2.873758316040039,2.848161458969116,2.8225646018981934,2.7969677448272705,2.899355173110962,-0.06550719205054589,0.06550719205054589
97,NH1073,N,0.04569093610698365,0.037518573551263,2.7974188749995834,2.767132043838501,2.767132043838501,2.767132043838501,2.767132043838501,2.767132043838501,2.767132043838501,0.03028683116108244,0.03028683116108244
98,NH1074,N,0.002600297176820208,0.038261515601783064,2.9144939356058335,2.878000497817993,2.878000497817993,2.878000497817993,2.878000497817993,2.878000497817993,2.878000497817993,0.03649343778784031,0.03649343778784031
99,NH1075,J,0.0018573551263001485,0.0512630014858841,2.6902861060604986,2.7135651111602783,2.7135651111602783,2.7135651111602783,2.7135651111602783,2.7135651111602783,2.7135651111602783,-0.02327900509977976,0.02327900509977976
100,NH1076,J,0.0007429420505200594,0.04606240713224369,2.5707335818185,2.6105823516845703,2.6105823516845703,2.6105823516845703,2.6105823516845703,2.6105823516845703,2.6105823516845703,-0.03984876986607011,0.03984876986607011
101,NH1077,J,0.0014858841010401188,0.04457652303120357,2.805351297979444,2.868929624557495,2.868929624557495,2.868929624557495,2.868929624557495,2.868929624557495,2.868929624557495,-0.06357832657805096,0.06357832657805096
102,NH1078,N,0.0007429420505200594,0.03566121842496285,2.4777652575758333,2.648219585418701,2.648219585418701,2.648219585418701,2.648219585418701,2.648219585418701,2.648219585418701,-0.17045432784286785,0.17045432784286785
103,NH1079,N,0.03194650817236255,0.03677563150074294,2.9313184583325,2.8951330184936523,2.8951330184936523,2.8951330184936523,2.8951330184936523,2.8951330184936523,2.8951330184936523,0.0361854398388477,0.0361854398388477
104,NH1079,O,0.03194650817236255,0.03677563150074294,2.9313184583325,2.9136757850646973,2.913931369781494,2.914186716079712,2.9144420623779297,2.9146976470947266,2.9136757850646973,0.017642673267802778,0.017642673267802778
105,NH1080,N,0.001114413075780089,0.03566121842496285,2.855838647726667,2.9396250247955322,2.9396250247955322,2.9396250247955322,2.9396250247955322,2.9396250247955322,2.9396250247955322,-0.08378637706886538,0.08378637706886538
106,NH1081,N,0.0018573551263001485,0.04049034175334324,2.523999419192222,2.6310219764709473,2.6310219764709473,2.6310219764709473,2.6310219764709473,2.6310219764709473,2.6310219764709473,-0.10702255727872512,0.10702255727872512
107,NH1082,L,0.0014858841010401188,0.04569093610698365,2.487453719696667,2.6541824340820312,2.6541824340820312,2.6541824340820312,2.6541824340820312,2.6541824340820312,2.6541824340820312,-0.16672871438536419,0.16672871438536419
108,NH1083,N,0.0014858841010401188,0.03863298662704309,2.8043310757572226,2.8800506591796875,2.8800506591796875,2.8800506591796875,2.8800506591796875,2.8800506591796875,2.8800506591796875,-0.07571958342246488,0.07571958342246488
109,NH1084,L,0.0018573551263001485,0.04569093610698365,3.018355268938333,2.756821393966675,2.756821393966675,2.756821393966675,2.756821393966675,2.756821393966675,2.756821393966675,0.26153387497165825,0.26153387497165825
110,NH1085,L,0.0003714710252600297,0.04457652303120357,3.1800548977274996,3.009364128112793,3.009364128112793,3.009364128112793,3.009364128112793,3.009364128112793,3.009364128112793,0.17069076961470664,0.17069076961470664
111,NH1086,L,0.0014858841010401188,0.04606240713224369,2.814487545454167,2.814352512359619,2.814352512359619,2.814352512359619,2.814352512359619,2.814352512359619,2.814352512359619,0.00013503309454776513,0.00013503309454776513
112,NH1087,M,0.002600297176820208,0.04940564635958395,3.051406034090833,2.826930522918701,2.826930522918701,2.826930522918701,2.826930522918701,2.826930522918701,2.826930522918701,0.22447551117213171,0.22447551117213171
113,NH1088,N,0.0007429420505200594,0.04011887072808321,2.6765812348487494,2.6267926692962646,2.6267926692962646,2.6267926692962646,2.6267926692962646,2.6267926692962646,2.6267926692962646,0.04978856555248479,0.04978856555248479
114,NH1089,L,0.0018573551263001485,0.044947994056463596,2.592809897726667,2.701524019241333,2.701524019241333,2.701524019241333,2.701524019241333,2.701524019241333,2.701524019241333,-0.10871412151466586,0.10871412151466586
115,NH1090,M,0.0003714710252600297,0.05460624071322437,2.9624291401516665,2.847745180130005,2.847745180130005,2.847745180130005,2.847745180130005,2.847745180130005,2.847745180130005,0.11468396002166159,0.11468396002166159
116,NH1091,M,0.0014858841010401188,0.05609212481426449,2.7214452386375,2.8116955757141113,2.8116955757141113,2.8116955757141113,2.8116955757141113,2.8116955757141113,2.8116955757141113,-0.09025033707661123,0.09025033707661123
117,NH1092,M,0.0003714710252600297,0.04234769687964339,2.9688508787875003,2.9484798908233643,2.9484798908233643,2.9484798908233643,2.9484798908233643,2.9484798908233643,2.9484798908233643,0.020370987964136056,0.020370987964136056
118,NH1093,L,0.0014858841010401188,0.03268945022288262,2.8608070643945824,2.7107436656951904,2.7107436656951904,2.7107436656951904,2.7107436656951904,2.7107436656951904,2.7107436656951904,0.150063398699392,0.150063398699392
119,NH1094,N,0.004086181277860327,0.04234769687964339,2.5178163598487497,2.668358325958252,2.668358325958252,2.668358325958252,2.668358325958252,2.668358325958252,2.668358325958252,-0.1505419661095022,0.1505419661095022
120,NH1095,L,0.0014858841010401188,0.041976225854383355,2.5500920277777785,2.661985397338867,2.661985397338867,2.661985397338867,2.661985397338867,2.661985397338867,2.661985397338867,-0.11189336956108864,0.11189336956108864
121,NH1096,N,0.0014858841010401188,0.04271916790490342,2.552244474747501,2.593188762664795,2.593188762664795,2.593188762664795,2.593188762664795,2.593188762664795,2.593188762664795,-0.0409442879172941,0.0409442879172941
122,NH1097,M,0.0007429420505200594,0.04977711738484398,2.836407742424167,2.903918981552124,2.903918981552124,2.903918981552124,2.903918981552124,2.903918981552124,2.903918981552124,-0.06751123912795709,0.06751123912795709
123,NH1098,M,0.0003714710252600297,0.050148588410104014,2.6806118358586115,2.5723884105682373,2.5723884105682373,2.5723884105682373,2.5723884105682373,2.5723884105682373,2.5723884105682373,0.10822342529037421,0.10822342529037421
124,NH1099,L,0.002600297176820208,0.038261515601783064,2.7470737393934996,2.7234714031219482,2.7234714031219482,2.7234714031219482,2.7234714031219482,2.7234714031219482,2.7234714031219482,0.023602336271551394,0.023602336271551394
125,NH1100,N,0.0029717682020802376,0.036404160475482915,2.613716775253056,2.5658013820648193,2.5658013820648193,2.5658013820648193,2.5658013820648193,2.5658013820648193,2.5658013820648193,0.04791539318823679,0.04791539318823679
126,NH1101,N,0.001114413075780089,0.034546805349182766,2.633580800505278,2.5073673725128174,2.5073673725128174,2.5073673725128174,2.5073673725128174,2.5073673725128174,2.5073673725128174,0.1262134279924605,0.1262134279924605
127,NH1102,M,0.0007429420505200594,0.0412332838038633,2.7202946388888884,2.8384997844696045,2.8384997844696045,2.8384997844696045,2.8384997844696045,2.8384997844696045,2.8384997844696045,-0.11820514558071604,0.11820514558071604
128,NH1103,L,0.0018573551263001485,0.037518573551263,2.8136469898988885,2.78067684173584,2.78067684173584,2.78067684173584,2.78067684173584,2.78067684173584,2.78067684173584,0.03297014816304866,0.03297014816304866
129,NH1113,M,0.0003714710252600297,0.04903417533432392,2.652038446969444,2.545623540878296,2.545623540878296,2.545623540878296,2.545623540878296,2.545623540878296,2.545623540878296,0.1064149060911479,0.1064149060911479
