Tool,feature,shift_z,abs_shift_z,n,operation
J,210X42,0.2559858078482535,0.2559858078482535,142,210
J,210X43,0.5374640706532288,0.5374640706532288,142,210
J,210X44,0.2207098966298075,0.2207098966298075,142,210
J,210X45,0.4756624978066404,0.4756624978066404,142,210
J,210X46,0.21964134332736665,0.21964134332736665,142,210
J,210X47,0.4795462415823916,0.4795462415823916,142,210
J,210X48,0.12731706842217547,0.12731706842217547,142,210
J,210X49,0.2813120240973585,0.2813120240973585,142,210
J,210X50,0.12769819360834284,0.12769819360834284,142,210
J,210X51,0.28283907245436063,0.28283907245436063,142,210
J,210X52,-0.5054856368062298,0.5054856368062298,142,210
J,210X53,0.1932467638247365,0.1932467638247365,142,210
J,210X54,0.5606632578780065,0.5606632578780065,142,210
J,210X55,0.1906406283987509,0.1906406283987509,142,210
J,210X56,0.5604376759213939,0.5604376759213939,142,210
J,210X57,-0.2205628950941079,0.2205628950941079,142,210
J,210X58,-0.39498409839276194,0.39498409839276194,142,210
J,210X59,-0.055914055603170296,0.055914055603170296,142,210
J,210X60,0.04745792951568651,0.04745792951568651,142,210
J,210X61,0.07429430908364436,0.07429430908364436,142,210
J,210X62,0.4057358452086776,0.4057358452086776,142,210
J,210X63,0.0790542815856422,0.0790542815856422,142,210
J,210X64,0.4060014820511726,0.4060014820511726,142,210
J,210X65,0.9769446889689695,0.9769446889689695,142,210
J,210X66,0.7369622058356426,0.7369622058356426,142,210
J,210X67,-0.0716397488511855,0.0716397488511855,142,210
J,210X68,-0.011778563005089872,0.011778563005089872,142,210
J,210X69,-0.12217169882658414,0.12217169882658414,142,210
J,210X70,-0.028916163909902762,0.028916163909902762,142,210
J,210X71,-0.12578268688683514,0.12578268688683514,142,210
J,210X72,-0.02025193047737285,0.02025193047737285,142,210
J,210X73,0.3601219017047407,0.3601219017047407,142,210
J,210X74,1.442239517489975,1.442239517489975,142,210
J,210X75,0.45867150674609486,0.45867150674609486,142,210
J,210X76,1.3638017748220768,1.3638017748220768,142,210
J,210X77,0.07084380157152502,0.07084380157152502,142,210
J,210X80,-0.12982510921864532,0.12982510921864532,142,210
J,210X81,-1.478472684317742,1.478472684317742,142,210
J,210X82,-1.6439876396664288,1.6439876396664288,142,210
J,210X83,-1.495687237292621,1.495687237292621,142,210
J,210X84,-1.6618815603334938,1.6618815603334938,142,210
J,210X85,-0.20353482268290607,0.20353482268290607,142,210
J,210X86,-0.160414147392503,0.160414147392503,142,210
J,210X87,-0.4830440552284772,0.4830440552284772,142,210
J,210X88,-0.31141822945135633,0.31141822945135633,142,210
J,210X89,-0.8359225976070797,0.8359225976070797,142,210
J,210X90,0.8145198028845015,0.8145198028845015,142,210
J,210X91,-0.17624645987879303,0.17624645987879303,142,210
J,210X92,0.07116008896311046,0.07116008896311046,142,210
J,210X93,0.06555151637873186,0.06555151637873186,142,210
J,210X94,0.4214165857119655,0.4214165857119655,142,210
J,210X95,0.10423995173242345,0.10423995173242345,142,210
J,210X96,0.09062087074239344,0.09062087074239344,142,210
J,210X97,-0.5496758576449985,0.5496758576449985,142,210
J,210X98,-0.17078783720833776,0.17078783720833776,142,210
J,210X99,-0.29241585150623883,0.29241585150623883,142,210
J,210X100,0.0507138892751992,0.0507138892751992,142,210
J,210X101,0.07136349989916047,0.07136349989916047,142,210
J,210X102,0.08197262181626376,0.08197262181626376,142,210
J,210X104,0.07190480022296421,0.07190480022296421,142,210
J,210X105,0.26582486922582754,0.26582486922582754,142,210
J,210X106,0.06755835528549654,0.06755835528549654,142,210
J,210X107,0.101270390437218,0.101270390437218,142,210
J,210X108,0.07066054117591658,0.07066054117591658,142,210
J,210X109,-0.29967625583390267,0.29967625583390267,142,210
J,210X110,0.07193974283375823,0.07193974283375823,142,210
J,210X111,0.59080447622028,0.59080447622028,142,210
J,210X112,-0.2054861104842953,0.2054861104842953,142,210
J,210X113,-0.19531277892606724,0.19531277892606724,142,210
J,210X114,-0.2465817221444077,0.2465817221444077,142,210
J,210X115,-0.2781978147030195,0.2781978147030195,142,210
J,210X116,0.19381917349818337,0.19381917349818337,142,210
J,210X117,0.5612393506656062,0.5612393506656062,142,210
J,210X118,-1.4657294046759606,1.4657294046759606,142,210
J,210X119,-1.6560444168360655,1.6560444168360655,142,210
J,210X120,-1.4784467513589268,1.4784467513589268,142,210
J,210X121,-1.6749802779582137,1.6749802779582137,142,210
J,210X122,0.1906660218615686,0.1906660218615686,142,210
J,210X123,0.5604763366639844,0.5604763366639844,142,210
J,210X124,-0.07378463569023119,0.07378463569023119,142,210
J,210X125,-0.37934750908409437,0.37934750908409437,142,210
J,210X126,-0.043322380973153815,0.043322380973153815,142,210
J,210X127,0.07084380157152155,0.07084380157152155,142,210
J,210X128,0.1273823192201474,0.1273823192201474,142,210
J,210X129,0.4789384118346731,0.4789384118346731,142,210
J,210X130,0.0977550984772233,0.0977550984772233,142,210
J,210X131,0.4057094454613502,0.4057094454613502,142,210
J,210X132,-1.468503681172532,1.468503681172532,142,210
J,210X133,-1.6662478090076287,1.6662478090076287,142,210
J,210X134,-1.478492035381891,1.478492035381891,142,210
J,210X135,-1.6749937220175128,1.6749937220175128,142,210
J,210X136,0.07896963433620377,0.07896963433620377,142,210
J,210X137,0.40631656411554995,0.40631656411554995,142,210
J,210X138,0.16670784083125734,0.16670784083125734,142,210
J,210X139,0.7687346741400646,0.7687346741400646,142,210
J,210X140,-0.05114355967934737,0.05114355967934737,142,210
J,210X141,-0.02886149375063613,0.02886149375063613,142,210
J,210X142,-1.1707266565180663,1.1707266565180663,142,210
J,210X143,-1.4796519190114121,1.4796519190114121,142,210
J,210X144,-1.5046488816563852,1.5046488816563852,142,210
J,210X145,-1.6517510699305258,1.6517510699305258,142,210
J,210X146,-0.12640685957186087,0.12640685957186087,142,210
J,210X147,-0.017274557414038143,0.017274557414038143,142,210
J,210X148,-1.4300626239230962,1.4300626239230962,142,210
J,210X149,-1.6431777256880797,1.6431777256880797,142,210
J,210X150,-1.441225182029831,1.441225182029831,142,210
J,210X151,-1.6611071022881938,1.6611071022881938,142,210
J,210X152,0.7369570730637757,0.7369570730637757,142,210
J,210X153,-0.15205066849903484,0.15205066849903484,142,210
J,210X154,-1.406517375905466,1.406517375905466,142,210
J,210X155,-0.3787908603579629,0.3787908603579629,142,210
J,210X156,-1.4616019763445047,1.4616019763445047,142,210
J,210X157,-1.6623714705111032,1.6623714705111032,142,210
J,210X158,-1.5011316186634998,1.5011316186634998,142,210
J,210X159,-1.8363123888026969,1.8363123888026969,142,210
J,210X160,-1.1644958979555633,1.1644958979555633,142,210
J,210X161,-1.493545640772268,1.493545640772268,142,210
J,210X162,-1.4652187482062076,1.4652187482062076,142,210
J,210X163,-1.6701406939530477,1.6701406939530477,142,210
J,210X164,-1.411895214869383,1.411895214869383,142,210
J,210X165,-0.42778093860204947,0.42778093860204947,142,210
J,210X166,-1.4741443175138853,1.4741443175138853,142,210
J,210X167,-1.638951957438475,1.638951957438475,142,210
J,210X168,-1.4783620982977626,1.4783620982977626,142,210
J,210X169,-1.6749639644930312,1.6749639644930312,142,210
J,210X170,-0.21448168498020126,0.21448168498020126,142,210
J,210X171,-0.20072283003131358,0.20072283003131358,142,210
J,210X172,-0.4464423294518872,0.4464423294518872,142,210
J,210X173,-0.2547294407238043,0.2547294407238043,142,210
J,210X174,-1.5376067220884457,1.5376067220884457,142,210
J,210X175,-0.49456777561198667,0.49456777561198667,142,210
J,210X176,-1.485185938110874,1.485185938110874,142,210
J,210X177,-1.8317342929746525,1.8317342929746525,142,210
J,210X178,-1.1646600979499062,1.1646600979499062,142,210
J,210X179,-1.493422359061873,1.493422359061873,142,210
J,210X180,0.24613706662389295,0.24613706662389295,142,210
J,210X181,-0.007142779313612521,0.007142779313612521,142,210
J,210X182,0.2611257756528666,0.2611257756528666,142,210
J,210X183,0.01722304944113291,0.01722304944113291,142,210
J,210X184,0.1658387306825923,0.1658387306825923,142,210
J,210X185,0.16336952141285632,0.16336952141285632,142,210
J,210X186,-1.373969740552477,1.373969740552477,142,210
J,210X187,-1.709716314130876,1.709716314130876,142,210
J,210X188,0.39597256273955217,0.39597256273955217,142,210
J,210X189,-0.6589930145444646,0.6589930145444646,142,210
J,210X190,-1.3204500688986904,1.3204500688986904,142,210
J,210X191,1.4200279454272007,1.4200279454272007,142,210
J,210X192,0.7490013187886935,0.7490013187886935,142,210
J,210X193,1.9229220465283758,1.9229220465283758,142,210
J,210X194,-0.4164271274413164,0.4164271274413164,142,210
J,210X195,-0.029034044128407925,0.029034044128407925,142,210
J,210X199,0.07084380157152449,0.07084380157152449,142,210
J,210X200,0.1959953071338591,0.1959953071338591,142,210
J,210X201,0.5129836667803876,0.5129836667803876,142,210
J,210X202,0.20174835778313166,0.20174835778313166,142,210
J,210X203,0.5121212043570476,0.5121212043570476,142,210
J,210X204,0.5770198200215605,0.5770198200215605,142,210
J,210X205,0.575852020835035,0.575852020835035,142,210
J,210X206,-0.927256506489904,0.927256506489904,142,210
J,210X207,-0.8602866231167104,0.8602866231167104,142,210
J,210X209,0.2681583493507253,0.2681583493507253,142,210
J,210X210,-0.2721746266385925,0.2721746266385925,142,210
J,210X211,0.20371438563403266,0.20371438563403266,142,210
J,210X212,0.511440089583329,0.511440089583329,142,210
J,210X213,0.5824543559895106,0.5824543559895106,142,210
J,210X214,0.019041564501204415,0.019041564501204415,142,210
J,210X215,0.5823936333514746,0.5823936333514746,142,210
J,ERROR:#N/A_4,-1.9630479027377334,1.9630479027377334,142,UNKNOWN
J,210X217,-1.9742929869951695,1.9742929869951695,142,210
J,210X218,0.15214211571700528,0.15214211571700528,142,210
J,210X219,0.14875052933273836,0.14875052933273836,142,210
J,210X220,0.15579578727793103,0.15579578727793103,142,210
J,210X221,0.15214211571700528,0.15214211571700528,142,210
J,210X222,0.15214211571700537,0.15214211571700537,142,210
J,210X224,0.15214211571700495,0.15214211571700495,142,210
J,210X225,0.07084380157152538,0.07084380157152538,142,210
J,210X226,-0.2800752028449426,0.2800752028449426,142,210
J,210X228,-0.564572838723217,0.564572838723217,142,210
J,210X229,-0.7092134037905917,0.7092134037905917,142,210
J,210X230,-0.6858363841431496,0.6858363841431496,142,210
J,210X231,-0.27081887711760005,0.27081887711760005,142,210
J,220X2,0.3475346157179893,0.3475346157179893,142,220
J,220X3,0.11317958458402337,0.11317958458402337,142,220
J,220X4,-0.3983301025453895,0.3983301025453895,142,220
J,220X5,-0.1547024706499383,0.1547024706499383,142,220
J,220X6,0.06663538897071829,0.06663538897071829,142,220
J,220X8,0.27067864575212697,0.27067864575212697,142,220
J,220X9,-0.27179932975018917,0.27179932975018917,142,220
J,220X10,0.34816711425263114,0.34816711425263114,142,220
J,220X11,-0.3998488478564528,0.3998488478564528,142,220
J,220X12,-0.13147141386373468,0.13147141386373468,142,220
J,220X13,-0.3127893650454978,0.3127893650454978,142,220
J,220X14,0.1692856189736895,0.1692856189736895,142,220
J,220X15,-0.2760720697828476,0.2760720697828476,142,220
J,220X18,0.36476255439387417,0.36476255439387417,142,220
J,220X19,-0.41132268804544786,0.41132268804544786,142,220
J,220X20,0.3977383231858178,0.3977383231858178,142,220
J,220X21,-0.4053106131832886,0.4053106131832886,142,220
J,220X26,0.026992159957107735,0.026992159957107735,142,220
J,220X27,0.0519033873077433,0.0519033873077433,142,220
J,220X28,0.2094982651639535,0.2094982651639535,142,220
J,220X29,0.031032508484470766,0.031032508484470766,142,220
J,220X30,0.28641598151912673,0.28641598151912673,142,220
J,220X31,0.38506983833015623,0.38506983833015623,142,220
J,220X32,0.3809327118294698,0.3809327118294698,142,220
J,220X33,0.7409120295914494,0.7409120295914494,142,220
J,220X53,-0.295966139663703,0.295966139663703,142,220
J,220X54,-0.4638615354341542,0.4638615354341542,142,220
J,220X55,-0.2196907365652869,0.2196907365652869,142,220
J,220X67,0.7986812280532213,0.7986812280532213,142,220
J,220X70,0.11338667679198461,0.11338667679198461,142,220
J,220X71,0.7975416104319254,0.7975416104319254,142,220
J,220X75,0.7986815428674938,0.7986815428674938,142,220
J,220X79,0.7986802875099129,0.7986802875099129,142,220
J,220X83,0.7986814933873954,0.7986814933873954,142,220
J,220X87,0.7986803820970318,0.7986803820970318,142,220
J,220X91,0.79868157076842,0.79868157076842,142,220
J,220X95,0.7986798245194691,0.7986798245194691,142,220
J,220X107,0.1015478033133223,0.1015478033133223,142,220
J,220X108,-0.05003131851230988,0.05003131851230988,142,220
J,220X110,-0.4065908230910148,0.4065908230910148,142,220
J,220X112,0.42021562549134517,0.42021562549134517,142,220
J,220X114,-0.40707596331086127,0.40707596331086127,142,220
J,220X116,0.4202305339698018,0.4202305339698018,142,220
J,220X118,-0.39913868983622525,0.39913868983622525,142,220
J,220X120,0.4210963710694989,0.4210963710694989,142,220
J,220X122,0.36126808432488283,0.36126808432488283,142,220
J,220X124,0.42251230677216284,0.42251230677216284,142,220
J,220X126,0.38880709107629186,0.38880709107629186,142,220
J,220X128,0.4195476418641803,0.4195476418641803,142,220
J,220X130,0.39544786002917487,0.39544786002917487,142,220
J,220X132,0.4216184104444483,0.4216184104444483,142,220
J,220X141,0.19889186205448453,0.19889186205448453,142,220
J,220X142,0.316086283572839,0.316086283572839,142,220
J,220X143,-0.02335950867261314,0.02335950867261314,142,220
J,220X155,-0.0353553390593329,0.0353553390593329,142,220
J,220X163,0.24266817421024464,0.24266817421024464,142,220
J,220X164,-0.20163796238524484,0.20163796238524484,142,220
J,220X165,-0.3094671627780298,0.3094671627780298,142,220
J,220X166,-0.27740995390992657,0.27740995390992657,142,220
J,220X167,-0.34418556818243307,0.34418556818243307,142,220
J,220X168,-0.277730112860546,0.277730112860546,142,220
J,220X169,-0.2960744794673758,0.2960744794673758,142,220
J,220X170,0.32385923347838014,0.32385923347838014,142,220
J,220X171,-0.2729720388798973,0.2729720388798973,142,220
J,220X172,-0.10487439850615798,0.10487439850615798,142,220
J,220X173,-0.2892503169766817,0.2892503169766817,142,220
J,220X174,0.26550393558847,0.26550393558847,142,220
J,220X175,0.122757948421601,0.122757948421601,142,220
J,220X176,-0.16392767047863357,0.16392767047863357,142,220
J,220X177,-0.19505372736737492,0.19505372736737492,142,220
J,220X178,-0.25688502901937593,0.25688502901937593,142,220
J,220X179,-0.27729243446993246,0.27729243446993246,142,220
J,220X180,0.24666938980659797,0.24666938980659797,142,220
J,220X181,0.27729243447028257,0.27729243447028257,142,220
J,220X182,-0.2772924344699129,0.2772924344699129,142,220
J,220X183,-0.2786231654040413,0.2786231654040413,142,220
J,220X184,0.10033862904083,0.10033862904083,142,220
J,220X185,-0.1437693729231515,0.1437693729231515,142,220
J,220X186,0.19024161779346177,0.19024161779346177,142,220
J,220X187,-0.3124729256400521,0.3124729256400521,142,220
J,220X188,0.1804074368148161,0.1804074368148161,142,220
J,220X189,-0.20718208372520067,0.20718208372520067,142,220
J,220X190,0.2112308375075327,0.2112308375075327,142,220
J,220X191,-0.13105222313589437,0.13105222313589437,142,220
J,220X192,0.16634293442993728,0.16634293442993728,142,220
J,220X193,0.10817177203333112,0.10817177203333112,142,220
J,220X194,0.24350897071611502,0.24350897071611502,142,220
J,220X195,0.29297229118836227,0.29297229118836227,142,220
J,220X196,0.3358093858654502,0.3358093858654502,142,220
J,220X197,0.284034442009714,0.284034442009714,142,220
J,220X204,0.08695229502845975,0.08695229502845975,142,220
J,220X216,0.09243402776251153,0.09243402776251153,142,220
J,220X217,0.05119493023343068,0.05119493023343068,142,220
J,220X218,0.14611175042951474,0.14611175042951474,142,220
J,220X223,0.12450044870758524,0.12450044870758524,142,220
J,220X224,0.26838081047930873,0.26838081047930873,142,220
J,300X1,-0.24324178022022244,0.24324178022022244,142,300
J,300X2,0.7748229349752284,0.7748229349752284,142,300
J,300X3,0.7387694918955753,0.7387694918955753,142,300
J,300X4,0.7024476726640122,0.7024476726640122,142,300
J,300X5,-0.21394171902037898,0.21394171902037898,142,300
J,300X6,0.7621229783184947,0.7621229783184947,142,300
J,300X7,0.7554217155042954,0.7554217155042954,142,300
J,300X8,-0.23906607317774717,0.23906607317774717,142,300
J,300X9,0.7646684835652491,0.7646684835652491,142,300
J,300X10,0.7840320405087702,0.7840320405087702,142,300
J,300X11,-0.20980294503466004,0.20980294503466004,142,300
J,300X12,-0.21448637121515904,0.21448637121515904,142,300
J,300X13,0.7573183820432987,0.7573183820432987,142,300
J,300X14,0.7727915431231902,0.7727915431231902,142,300
J,300X20,0.774858609796918,0.774858609796918,142,300
J,310X2,0.44163850907620933,0.44163850907620933,142,310
J,310X4,0.33475534648444355,0.33475534648444355,142,310
J,310X5,0.09971137489971943,0.09971137489971943,142,310
J,310X6,0.030948544767311004,0.030948544767311004,142,310
J,310X8,0.08810971783467227,0.08810971783467227,142,310
J,310X9,-0.3722958212108715,0.3722958212108715,142,310
J,310X10,0.48398613316032807,0.48398613316032807,142,310
J,310X11,0.34126249197894104,0.34126249197894104,142,310
J,310X12,0.028097083018419323,0.028097083018419323,142,310
J,310X13,-0.07859494367236583,0.07859494367236583,142,310
J,310X14,0.6091424503157262,0.6091424503157262,142,310
J,310X15,-0.6356360519111603,0.6356360519111603,142,310
J,310X19,0.6526261774878481,0.6526261774878481,142,310
J,310X20,0.6433038869986726,0.6433038869986726,142,310
J,310X21,-0.5308612310961565,0.5308612310961565,142,310
J,310X22,-0.678633533628006,0.678633533628006,142,310
J,310X23,-0.01533351925784765,0.01533351925784765,142,310
J,310X24,-0.6887764918086169,0.6887764918086169,142,310
J,310X27,0.585282006152049,0.585282006152049,142,310
J,310X28,0.5811030749697887,0.5811030749697887,142,310
J,310X29,-0.5304927333019548,0.5304927333019548,142,310
J,310X30,0.3597862769718328,0.3597862769718328,142,310
J,310X31,-0.4304478391979104,0.4304478391979104,142,310
J,310X32,-0.43631320212650065,0.43631320212650065,142,310
J,310X33,0.5749503702629385,0.5749503702629385,142,310
J,310X34,0.4346661826200353,0.4346661826200353,142,310
J,310X36,-0.08687475002105717,0.08687475002105717,142,310
J,310X37,-0.08687456121801652,0.08687456121801652,142,310
J,310X38,-0.0868747904696384,0.0868747904696384,142,310
J,310X42,-0.3978860944771768,0.3978860944771768,142,310
J,310X43,0.2010186097161481,0.2010186097161481,142,310
J,310X44,-0.09575948599542172,0.09575948599542172,142,310
J,310X56,0.8518746124832564,0.8518746124832564,142,310
J,310X60,0.851875406515471,0.851875406515471,142,310
J,310X64,0.8518746148688293,0.8518746148688293,142,310
J,310X68,0.8518756230556482,0.8518756230556482,142,310
J,310X72,0.8518746123791829,0.8518746123791829,142,310
J,310X76,0.8518756319745672,0.8518756319745672,142,310
J,310X80,0.8518746101265736,0.8518746101265736,142,310
J,310X84,0.8518756624841132,0.8518756624841132,142,310
J,310X96,0.6239552723040602,0.6239552723040602,142,310
J,310X97,0.09207097038238479,0.09207097038238479,142,310
J,310X99,0.335707336516222,0.335707336516222,142,310
J,310X101,-0.3510291732156851,0.3510291732156851,142,310
J,310X103,0.3194639037818039,0.3194639037818039,142,310
J,310X105,-0.35814266867300704,0.35814266867300704,142,310
J,310X107,0.25894771597624566,0.25894771597624566,142,310
J,310X109,-0.35392025869899274,0.35392025869899274,142,310
J,310X111,-0.33339860500985585,0.33339860500985585,142,310
J,310X113,-0.3368309852422934,0.3368309852422934,142,310
J,310X115,-0.353564036562193,0.353564036562193,142,310
J,310X117,-0.3477775359947145,0.3477775359947145,142,310
J,310X119,-0.34545204502468657,0.34545204502468657,142,310
J,310X121,-0.3371980955782401,0.3371980955782401,142,310
J,310X130,0.3321888749064191,0.3321888749064191,142,310
J,310X131,0.5234205183221391,0.5234205183221391,142,310
J,310X132,-0.1476236379166471,0.1476236379166471,142,310
J,310X138,-0.035355339059320326,0.035355339059320326,142,310
J,310X139,-0.03535533905933289,0.03535533905933289,142,310
J,310X140,-0.035355339059320326,0.035355339059320326,142,310
J,310X147,-0.26115648013258413,0.26115648013258413,142,310
J,310X148,-0.3989902203330857,0.3989902203330857,142,310
J,310X149,-0.4580940842816506,0.4580940842816506,142,310
J,310X150,-0.23913102896461058,0.23913102896461058,142,310
J,310X151,-0.1925861827209741,0.1925861827209741,142,310
J,310X152,-0.11459877666556008,0.11459877666556008,142,310
J,310X153,-0.16202635699780593,0.16202635699780593,142,310
J,310X154,0.1768345024446635,0.1768345024446635,142,310
J,310X155,-0.39030814574334877,0.39030814574334877,142,310
J,310X156,-0.6236687052374978,0.6236687052374978,142,310
J,310X157,-0.5162012543013521,0.5162012543013521,142,310
J,310X158,0.5340170906527635,0.5340170906527635,142,310
J,310X159,-0.6467176315929876,0.6467176315929876,142,310
J,310X160,-0.4984445726509797,0.4984445726509797,142,310
J,310X161,0.5033753333808665,0.5033753333808665,142,310
J,310X162,0.06034786746326874,0.06034786746326874,142,310
J,310X163,0.0699773036239269,0.0699773036239269,142,310
J,310X164,0.544362571377005,0.544362571377005,142,310
J,310X165,-0.15591258338169042,0.15591258338169042,142,310
J,310X166,-0.13728680063299958,0.13728680063299958,142,310
J,310X167,-0.5686911349276554,0.5686911349276554,142,310
J,310X168,0.5782887250719707,0.5782887250719707,142,310
J,310X169,0.5444658393795054,0.5444658393795054,142,310
J,310X170,0.5707198389382301,0.5707198389382301,142,310
J,310X171,0.36730535632761013,0.36730535632761013,142,310
J,310X172,0.49708689492805186,0.49708689492805186,142,310
J,310X173,0.44497331788058797,0.44497331788058797,142,310
J,310X174,0.1441170551368422,0.1441170551368422,142,310
J,310X175,0.09924971486931654,0.09924971486931654,142,310
J,310X176,0.41830213838008823,0.41830213838008823,142,310
J,310X177,0.37921037382818207,0.37921037382818207,142,310
J,310X178,0.25611708795828075,0.25611708795828075,142,310
J,310X179,0.5585886084347128,0.5585886084347128,142,310
J,310X180,0.29971527587969604,0.29971527587969604,142,310
J,310X181,0.3595410341994797,0.3595410341994797,142,310
J,310X188,0.09403981531160081,0.09403981531160081,142,310
J,310X200,-0.14801396453268023,0.14801396453268023,142,310
J,310X201,-0.05161641383449594,0.05161641383449594,142,310
J,310X202,0.13041115748169155,0.13041115748169155,142,310
J,310X206,-0.3743710461961447,0.3743710461961447,142,310
J,310X207,0.2238416253687011,0.2238416253687011,142,310
J,311X1,-0.02696062677389132,0.02696062677389132,142,311
J,311X4,0.19069563197110675,0.19069563197110675,142,311
J,311X5,0.7482112185809632,0.7482112185809632,142,311
J,311X6,0.7991646257790972,0.7991646257790972,142,311
J,311X7,0.8458312263743448,0.8458312263743448,142,311
J,311X8,-0.10330691315631964,0.10330691315631964,142,311
J,311X9,-0.11151306346056133,0.11151306346056133,142,311
J,311X10,-0.11213164830919596,0.11213164830919596,142,311
J,311X11,-0.11685103106096606,0.11685103106096606,142,311
J,311X12,-0.11492921051774051,0.11492921051774051,142,311
J,311X14,-0.038152182178480716,0.038152182178480716,142,311
J,311X15,-0.05250448047808319,0.05250448047808319,142,311
J,311X16,-0.05292210191650336,0.05292210191650336,142,311
J,311X17,0.0015332778610347324,0.0015332778610347324,142,311
J,311X18,-0.043821734975363305,0.043821734975363305,142,311
J,311X20,0.7993491473390754,0.7993491473390754,142,311
J,311X21,-0.056077284726724526,0.056077284726724526,142,311
J,311X22,0.8224698495073146,0.8224698495073146,142,311
J,311X24,0.00818572901460456,0.00818572901460456,142,311
J,311X25,0.29409603037231985,0.29409603037231985,142,311
J,311X26,0.29436170832419756,0.29436170832419756,142,311
J,311X27,0.19071774739161063,0.19071774739161063,142,311
J,311X28,0.1363690326068394,0.1363690326068394,142,311
J,311X29,-0.017114959744650354,0.017114959744650354,142,311
J,311X30,-0.17330321149375702,0.17330321149375702,142,311
J,311X31,-0.009768796388237591,0.009768796388237591,142,311
J,311X32,-0.11268482591643168,0.11268482591643168,142,311
J,311X33,-0.08998655415676456,0.08998655415676456,142,311
J,311X51,-0.05841072611325216,0.05841072611325216,142,311
J,311X52,-0.2177492614364615,0.2177492614364615,142,311
J,311X53,-0.06571047023724351,0.06571047023724351,142,311
J,311X54,0.7978838859759562,0.7978838859759562,142,311
J,311X55,0.7873250617153169,0.7873250617153169,142,311
J,311X56,0.8040222349136162,0.8040222349136162,142,311
J,311X58,0.7538740814850635,0.7538740814850635,142,311
J,311X59,0.8306885200551128,0.8306885200551128,142,311
J,311X60,0.7965614538906941,0.7965614538906941,142,311
J,311X61,-0.07947742389212438,0.07947742389212438,142,311
J,311X62,-0.08614411382079792,0.08614411382079792,142,311
J,311X63,-0.08129263914137326,0.08129263914137326,142,311
J,311X65,-0.08157917702659633,0.08157917702659633,142,311
J,311X66,-0.08657236598582703,0.08657236598582703,142,311
J,311X67,-0.23981170579237904,0.23981170579237904,142,311
J,311X68,-0.2760184434984698,0.2760184434984698,142,311
J,311X69,-0.23761855490637324,0.23761855490637324,142,311
J,311X70,-0.26292380162858037,0.26292380162858037,142,311
J,311X71,-0.254266649800805,0.254266649800805,142,311
J,311X72,-0.21351732852736727,0.21351732852736727,142,311
J,311X73,-0.2326255604718172,0.2326255604718172,142,311
J,311X74,-0.21201595964888034,0.21201595964888034,142,311
J,311X75,-0.2181210394965311,0.2181210394965311,142,311
J,311X76,-0.2200624111168659,0.2200624111168659,142,311
J,311X77,0.7693063981717201,0.7693063981717201,142,311
J,311X80,0.037651453684442525,0.037651453684442525,142,311
J,311X81,0.030908880459016838,0.030908880459016838,142,311
J,311X82,0.021784944427271594,0.021784944427271594,142,311
J,311X83,0.030705669051750886,0.030705669051750886,142,311
J,311X84,0.03562167973796825,0.03562167973796825,142,311
J,311X85,0.025508629718026702,0.025508629718026702,142,311
J,311X86,-0.01454305038370066,0.01454305038370066,142,311
J,311X87,0.012272950775185608,0.012272950775185608,142,311
J,311X88,0.01963440422474314,0.01963440422474314,142,311
J,311X89,0.006133359440597657,0.006133359440597657,142,311
