feature,operation,variance,log10_variance,iqr,median,coefficient_of_variation,missing_rate,skewness,kurtosis,variance_percentile,selection_rate,mean_importance,mean_abs_correlation,mean_temporal_drift,variance_interpretation
210X186,210,363822371.460826,8.56088940034393,26151.450000000004,81895.75,0.232907425937006,0.0,-0.8734304074286221,1.8165106856948938,0.9915934275888422,0.0,0.0002451916488682,0.0932674507150413,0.3296776053254977,高方差候选，检查量纲和异常值
210X81,210,359462202.6065094,8.55565323112385,24056.517500000016,55048.932499999995,0.34441155527331674,0.0,0.02310484328553871,-0.4159962231109562,0.9912113106610623,0.6,0.0008309310828335,0.106640709665232,0.4106189403321028,高方差候选，检查量纲和异常值
210X83,210,356879817.6622784,8.552521988343047,24006.067499999997,55056.62,0.3431242782079755,0.0,0.012787632899512964,-0.3936672444688556,0.9908291937332824,0.6,0.0009237944111235,0.1126035180638755,0.408465516041806,高方差候选，检查量纲和异常值
210X82,210,353355899.42767555,8.548212346443151,21522.48625,63249.08,0.29720215929748134,0.0,-0.39066728719771504,-0.25273618766106454,0.9904470768055025,1.0,0.0009229880820647,0.1475850690807865,0.0992844997996708,高方差候选，检查量纲和异常值
210X84,210,348856921.7975466,8.542647344396018,21469.496249999997,63204.947499999995,0.29551028263119666,0.0,-0.4044390456566088,-0.20202107625024102,0.9900649598777226,0.8,0.00082295922524,0.1496807064808081,0.0953333553605338,高方差候选，检查量纲和异常值
520X1,520,340679231.12538165,8.532345658420903,37267.5,19623.5,0.9405813420098166,0.015,0.3455021769270043,-1.8616393943858458,0.9896828429499427,1.0,0.0006225924996172,0.1681671482627213,0.0526002540319445,高方差候选，检查量纲和异常值
210X145,210,269398016.2641288,8.430394393433312,18686.74625000001,54829.369999999995,0.29935322477390836,0.0,-0.3862859828046858,-0.26602202763827476,0.9893007260221628,1.0,0.0010271205145932,0.1522382861440966,0.127230241994112,高方差候选，检查量纲和异常值
210X144,210,260351432.64825183,8.415559971831255,19669.908750000002,47701.955,0.33825467489685085,0.0,-0.030228133060441444,-0.3784114712974467,0.9889186090943829,0.4,0.0008571793689459,0.1138899635479134,0.4073680305714816,高方差候选，检查量纲和异常值
300X11,300,228710887.1894938,8.359286838562939,30411.75,35807.0,0.42235290243101703,0.0275,-0.39850627369482305,-1.811390005746158,0.988536492166603,0.0,0.0002109956129048,0.0433803185321235,0.9758489960704416,高方差候选，检查量纲和异常值
312X425,312,205383702.72910535,8.312565979204658,19580.25,25719.5,0.5572120095509306,0.0,-0.5437550448158543,-0.5873043867218586,0.9881543752388231,0.0,0.0001155393712093,0.0251312227373072,0.9106352077959488,高方差候选，检查量纲和异常值
312X423,312,173504566.79063782,8.239310910284658,12548.75,30352.5,0.4339712782861631,0.0,-1.3434576028641128,0.848724648298,0.9877722583110432,0.0,0.0001326303824791,0.0261929989308328,0.8870627194465929,高方差候选，检查量纲和异常值
312X424,312,66545390.11874837,7.823117975433033,11104.75,16083.0,0.5072148098711107,0.0,-0.7757072034567646,-0.4255046594164078,0.9873901413832633,0.0,0.0001970080257262,0.0145279545067248,0.9685418674460864,高方差候选，检查量纲和异常值
210X188,210,62243813.08511888,7.794096189879792,13920.225000000002,6794.25,1.1611987827188623,0.0,0.5350609397443564,-1.072155459913082,0.9870080244554834,0.2,0.0002506838704471,0.1304429089879666,0.1050186939413213,高方差候选，检查量纲和异常值
420X33,420,54891265.31879998,7.739503241979265,15415.25,16205.0,0.45719617213924796,0.005,-0.3795882686970852,-1.6461385121050311,0.9866259075277035,0.4,0.0003877419502111,0.1133997610889927,0.1335490408500295,高方差候选，检查量纲和异常值
344X146,344,50827863.66808364,7.706101856374738,1620.0,43862.0,0.1625408391768009,0.0,-1.9028440647018465,1.8214105128527835,0.9862437905999236,0.0,0.000424316551999,0.1186290588610695,0.8462921956175679,高方差候选，检查量纲和异常值
400X33,400,38521603.82534262,7.585704360435782,13356.25,7980.0,0.7777665995866755,0.0,0.5308713107075593,-1.4215195499656392,0.9858616736721437,0.0,0.000303643360237,0.0444925081680212,0.3121772676995912,高方差候选，检查量纲和异常值
420X31,420,32257233.81467556,7.508627122180945,7282.75,5753.5,0.9871461218315886,0.005,0.7468303517323996,-0.6580832846129505,0.9854795567443638,1.0,0.0017499897101193,0.2509768683747345,0.4000369332785696,高方差候选，检查量纲和异常值
420X32,420,31091081.90708737,7.492635834880203,11520.25,16205.0,0.344087489067029,0.005,-0.3485706764655527,-1.6230320472517628,0.9850974398165838,0.0,0.0002577238122304,0.0447401973931709,0.1409630665873152,高方差候选，检查量纲和异常值
340X108,340,21751814.825017225,7.337495497410654,2039.5,24492.0,0.1904247955312262,0.0,3.544510239414936,11.693556720614795,0.9847153228888039,0.0,0.0004673619322832,0.0370109305084562,0.8080427483654665,高方差候选，检查量纲和异常值
400X32,400,20982272.256368916,7.321852517936029,7045.25,9320.5,0.4914587233691799,0.0,0.337577982651177,-1.063765427301107,0.984333205961024,0.0,0.0003201351979007,0.0196475345186708,0.2753754264077251,高方差候选，检查量纲和异常值
520X143,520,19384811.03436443,7.287461571805298,8617.0,5675.0,0.775827054269849,0.01125,0.22006177910146554,-1.5799350642513534,0.9839510890332441,0.4,0.0004263913775518,0.1768495418042618,0.1223536156792873,高方差候选，检查量纲和异常值
520X178,520,17106275.10379747,7.233155452090419,3316.5,3976.0,1.0402347323509589,0.01125,0.9876923137034265,-0.41769483499880655,0.9835689721054642,0.2,0.0003188304764979,0.1423356586931671,0.1458691468171629,高方差候选，检查量纲和异常值
311X4,311,16816838.883877493,7.225744363381595,5796.0,14411.0,0.2845627593796565,0.00625,0.3633591206743175,-1.1469614796257122,0.9831868551776843,1.0,0.0022106497280616,0.1949007714295294,0.2540653625302225,高方差候选，检查量纲和异常值
311X27,311,16813409.77514695,7.22565579769659,5795.0,14412.0,0.2845140025779078,0.00625,0.36343764669742146,-1.1468285813132781,0.9828047382499044,1.0,0.0021006401609054,0.1948728524248112,0.2540741517110707,高方差候选，检查量纲和异常值
340X109,340,15574863.546833549,7.192424250444092,2083.0,47144.5,0.08371072265697432,0.0,-3.3570950449083976,10.869997156409767,0.9824226213221245,0.0,0.0004334305866084,0.0531050550134374,0.9124293672495688,高方差候选，检查量纲和异常值
311X25,311,14569741.743399397,7.163451853732201,7980.5,5555.0,0.6871346728089881,0.00625,0.5394633018257481,-1.2609281327200983,0.9820405043943446,1.0,0.0080911769442172,0.4925151260003062,0.1142477047831435,高方差候选，检查量纲和异常值
311X26,311,14525815.7099219,7.162140529934718,7953.5,5582.0,0.6827794364518702,0.00625,0.53990739136561,-1.2589560508740787,0.9816583874665648,1.0,0.007589584981656,0.4921344842355696,0.1141074162572917,高方差候选，检查量纲和异常值
400X4,400,14089262.244666755,7.148888252764523,6064.25,13899.5,0.2700504768661545,0.0,-0.34939028846950093,-1.3473634798394984,0.9812762705387849,0.0,0.0002137947977484,0.053352066245811,0.2781041062007748,高方差候选，检查量纲和异常值
311X28,311,12761929.629469465,7.105916345550645,6776.0,12270.0,0.2911478651964158,0.00625,0.03877134516141963,-0.961172474310886,0.980894153611005,0.8,0.0025773030331151,0.0921683325531592,0.1201260472691276,高方差候选，检查量纲和异常值
420X4,420,11948074.559734212,7.077297924074383,6736.75,16745.0,0.20642572099755102,0.005,-0.6963557782562596,-1.2551841322690094,0.9805120366832251,0.4,0.0004524537594525,0.1335496857175154,0.084552967276021,高方差候选，检查量纲和异常值
420X30,420,7516255.880294555,6.87600155662119,4265.75,4694.5,0.5839981010074902,0.005,0.12149383204423775,-0.9015663990575629,0.9801299197554452,0.8,0.0004609712639651,0.1627791515912536,0.0401282507812777,高方差候选，检查量纲和异常值
210X187,210,7251653.648179065,6.860437053245216,2406.3949999999986,8611.515,0.3127079800496152,0.0,-0.5800293202985128,-0.11079223632875967,0.9797478028276653,1.0,0.0007329659431873,0.250296458018885,0.1336285491841156,高方差候选，检查量纲和异常值
400X218,400,7144030.162389786,6.853943279493563,4465.25,67159.0,0.0397985655232388,0.015,0.32862644147773745,-0.20372491326334652,0.9793656858998854,0.0,0.0007068258354565,0.1796219664169475,0.9786258050428488,高方差候选，检查量纲和异常值
400X167,400,7116444.692405434,6.852263078453993,4459.0,67170.0,0.039715148514399376,0.01875,0.3292403835446076,-0.1912192986272765,0.9789835689721055,0.0,0.0008035862615632,0.1799135315099946,0.9773990822907288,高方差候选，检查量纲和异常值
400X5,400,7092855.115463463,6.850821088680142,4458.0,67163.0,0.039653402434897705,0.00625,0.3326390237677803,-0.18533534421796416,0.9786014520443256,0.2,0.0009108583948506,0.1825539829526025,0.9660883730143256,高方差候选，检查量纲和异常值
400X82,400,7084148.8186466945,6.850287675956518,4457.5,67160.5,0.03963053335988193,0.005,0.33366478515685605,-0.18158760939089857,0.9782193351165457,0.0,0.0008245418723682,0.1805249157445905,0.9660883730143256,高方差候选，检查量纲和异常值
400X63,400,7076482.224678798,6.849817420108402,4457.0,67159.0,0.03960996778596556,0.00625,0.33621322876516807,-0.17409536010447413,0.9778372181887658,0.2,0.0008877840081579,0.1827320339337044,0.9660883730143256,高方差候选，检查量纲和异常值
400X170,400,7070169.233932236,6.84942980933909,4432.25,67146.0,0.03959996103053981,0.01,0.3444094900779181,-0.159366857266388,0.9774551012609859,0.2,0.0008464050204575,0.1822690970674267,0.9660883730143256,高方差候选，检查量纲和异常值
400X59,400,7067552.367730158,6.8492690351215115,4456.5,67161.5,0.03958349436494029,0.005,0.33673030030249224,-0.17041085521877442,0.977072984333206,0.0,0.0008208392099173,0.1827355682251505,0.9660883730143256,高方差候选，检查量纲和异常值
311X169,311,6881057.554085689,6.837655190358715,4198.0,76202.0,0.03442399144815175,0.08375,0.20349303151787485,-0.987374323892142,0.9766908674054261,0.6,0.0010712450496952,0.1955241799164048,1.001618751691994,高方差候选，检查量纲和异常值
311X165,311,6845699.6868741615,6.835417843210544,4118.25,76092.5,0.034384844815066484,0.075,0.21728458130908151,-0.9608487282044287,0.9763087504776462,0.0,0.0008724724593569,0.1729432372889606,1.0018783288250446,高方差候选，检查量纲和异常值
311X54,311,6832655.312344928,6.8345895123775415,4063.25,76112.5,0.034343042643778646,0.11,0.2420935745476579,-0.9434791846445392,0.9759266335498663,0.0,0.000632544799868,0.1833331741247138,1.0024342126441776,高方差候选，检查量纲和异常值
311X5,311,6829721.26990419,6.8344029799022294,4197.75,76252.0,0.034272852410123886,0.1,0.1801777921914128,-1.0127356075242373,0.9755445166220864,0.2,0.0011258225506614,0.1906204871125447,0.99738157622482,高方差候选，检查量纲和异常值
311X162,311,6696744.1980110165,6.825863710088334,4187.0,76255.0,0.03393622492511705,0.08375,0.1654121536845363,-1.0040821895360699,0.9751623996943064,0.4,0.0011574299588008,0.1934502195863289,1.0006086744786042,高方差候选，检查量纲和异常值
311X58,311,6691276.487471946,6.8255089755531,4114.5,76194.0,0.03394952593104913,0.045,0.1858230754715866,-0.9785863531612722,0.9747802827665265,0.2,0.0008836126491147,0.1949805682440464,1.001262796894942,高方差候选，检查量纲和异常值
311X77,311,6652456.130723277,6.822982019300446,4066.0,76157.5,0.033867124984436794,0.0825,0.21396275628209177,-0.9472049955048019,0.9743981658387466,0.4,0.001157761542118,0.1942296722212259,0.999062480106796,高方差候选，检查量纲和异常值
420X48,420,6558676.347778473,6.8168162002202335,4421.75,10414.5,0.2459063116091516,0.0,0.2472974889841046,-0.2011927382597496,0.9738249904470768,0.0,0.0004448165519751,0.1380804419179858,0.9909374828586928,高方差候选，检查量纲和异常值
420X164,420,6558676.347778473,6.8168162002202335,4421.75,35040.5,0.07308660784673476,0.0,0.2472974889841046,-0.2011927382597496,0.9738249904470768,0.0,0.0006906272846553,0.1380804419179858,0.9909374828586928,高方差候选，检查量纲和异常值
420X8,420,6558624.289461832,6.816812753072031,4422.0,10409.5,0.24602345151342117,0.0,0.2473031599038499,-0.20112224343895146,0.9732518150554069,0.0,0.0006434898618861,0.1380775702865694,0.9909374828586928,高方差候选，检查量纲和异常值
420X50,420,6558433.471212451,6.816800117416342,4421.75,10411.5,0.2459726132974662,0.0,0.24725322360193516,-0.2016445115493517,0.972869698127627,0.0,0.0006337811834475,0.1380850259476275,0.9909374828586928,高方差候选，检查量纲和异常值
210X86,210,6261134.45240411,6.796653029980647,231.23750000000007,645.2674999999999,3.8778117595494215,0.0,12.717564563648159,171.2300786025346,0.9724875811998471,0.0,0.0002142763673375,0.0257932478564832,0.4947953355557809,高方差候选，检查量纲和异常值
210X85,210,5430826.070336305,6.734865894138098,262.10249999999996,659.7425000000001,3.5323073519769594,0.0,12.853182878960538,175.47050632097148,0.9721054642720672,0.0,0.0003416662383703,0.0295029935414283,0.583212848854105,高方差候选，检查量纲和异常值
520X177,520,5113695.045499214,6.708734825370827,3831.5,3875.0,0.5835736927339549,0.01125,-0.015096340161990731,-0.966091662982596,0.9717233473442873,0.4,0.0003540413523089,0.1528643785932966,0.1074623794335159,高方差候选，检查量纲和异常值
400X31,400,4852287.2381085735,6.685946501640788,2895.0,4579.5,0.48101119860411495,0.0,1.199505198668093,2.20495156724645,0.9713412304165074,0.0,0.0002384962339705,0.0113525102526052,0.6293200229119398,高方差候选，检查量纲和异常值
400X30,400,4319439.653239986,6.635427410868153,2902.75,4560.0,0.45577328206817747,0.0,0.6713099178869991,-0.6332439159243672,0.9709591134887275,0.0,0.0002300086461391,0.0113525102526052,0.6293200229119398,高方差候选，检查量纲和异常值
312X579,312,4247612.838366261,6.628144924781553,1.0,18002.0,0.11448582156133429,0.00125,-2.1225344073953916,2.511433657789777,0.9705769965609476,0.0,0.0001288760321416,0.0158382691109364,0.0,高方差候选，检查量纲和异常值
312X464,312,4247163.266940804,6.628098956203439,1.0,18003.0,0.11447340382931723,0.00125,-2.122534660791155,2.5114342921645334,0.9701948796331678,0.0,0.0001330724681704,0.0158410132918468,0.7,高方差候选，检查量纲和异常值
312X584,312,4247089.070714981,6.628091369188085,1.0,17998.0,0.11450420534636953,0.00125,-2.1225345451381363,2.511434026656262,0.9698127627053879,0.0,0.0001131811724246,0.0158353399585548,0.0,高方差候选，检查量纲和异常值
312X463,312,4247034.483229351,6.628085787201046,2.0,18005.0,0.11445895272619426,0.00125,-2.122534037715012,2.511432956805496,0.969430645777608,0.0,0.0001816807938044,0.0158278507945517,0.0,高方差候选，检查量纲和异常值
312X577,312,4246617.097847866,6.628043103988432,0.0,18002.0,0.11447240168793762,0.00125,-2.122534923813012,2.5114348264397397,0.9690485288498281,0.0,0.0001006017118815,0.0158374226994363,0.0,高方差候选，检查量纲和异常值
312X511,312,4246473.5054155905,6.628028418780444,0.0,18000.0,0.1144831852634823,0.00125,-2.1225349590433216,2.511434843720157,0.9686664119220482,0.0,6.622333999631241e-05,0.0158341309029605,0.0,高方差候选，检查量纲和异常值
312X578,312,4246137.279663451,6.627994031006743,0.0,18002.0,0.11446593448236396,0.00125,-2.122534880013987,2.511434726748526,0.9682842949942683,0.0,0.0001194753062627,0.0158385214922853,0.0,高方差候选，检查量纲和异常值
312X458,312,4245277.715452579,6.62790610596831,0.0,17999.0,0.11447342475961904,0.00125,-2.1225348421891326,2.5114345744204827,0.9679021780664884,0.0,0.0001112125165767,0.0158309261615166,0.0,高方差候选，检查量纲和异常值
312X457,312,4245058.132204736,6.627883641888069,0.0,17999.0,0.11447046420283881,0.00125,-2.1225349590433225,2.5114348437201603,0.9675200611387085,0.0,3.210839924233992e-05,0.0158341309029605,0.0,高方差候选，检查量纲和异常值
312X583,312,4245047.805816174,6.627882585436335,2.0,17997.0,0.11448304601938544,0.00125,-2.1225343929252594,2.5114336547973797,0.9671379442109286,0.0,0.0002088770173042,0.0158330785713254,0.0,高方差候选，检查量纲和异常值
312X585,312,4243978.11616966,6.627773135820429,0.5,17998.0,0.11446226101372704,0.00125,-2.1225346734648696,2.5114343004947197,0.9667558272831487,0.0,0.0001285565113088,0.015841392484263,0.0,高方差候选，检查量纲和异常值
312X469,312,4243443.749059779,6.62771844955854,1.0,17996.0,0.11446777476469215,0.00125,-2.1225345302982883,2.5114339167475834,0.9663737103553688,0.0,0.000116776078234,0.0158368075736807,0.0,高方差候选，检查量纲和异常值
312X470,312,4241198.336259942,6.627488582369914,3.0,17994.0,0.1144502050354243,0.00125,-2.122533096088744,2.511430804079731,0.9659915934275889,0.0,0.0001613061394114,0.0158287668295812,0.0,高方差候选，检查量纲和异常值
420X28,420,3903557.0896057584,6.591460535313221,873.25,1091.5,1.81011650180665,0.0,3.243168500955374,10.114967909876496,0.965609476499809,0.0,0.0002502034291578,0.0711796827183836,0.544206043006979,高方差候选，检查量纲和异常值
520X179,520,3243872.3249339894,6.51106375254657,2677.0,3451.0,0.5218995434987415,0.01125,-0.16051183823102047,-0.9257378996077401,0.965227359572029,0.0,0.0002516993438225,0.1241900254192423,0.1335976373727201,高方差候选，检查量纲和异常值
ERROR:#N/A_8,META,2994478.179718396,6.476321152797612,11.0,16009.0,0.108092701679846,0.0,-2.3374332234876776,4.04712668546107,0.9648452426442491,0.6,0.0005152843613307,0.2094985663147147,0.22,高方差候选，检查量纲和异常值
344X190,344,2988607.8187968805,6.4754689283188975,0.0,16000.0,0.10804744000750464,0.0,-2.3392863982005907,4.056876100410597,0.9644631257164692,0.8,0.0006197453311348,0.209459034959112,0.0,高方差候选，检查量纲和异常值
ERROR:#N/A_9,META,2988233.7296620775,6.475414563535799,0.0,16000.0,0.10804067755476401,0.0,-2.339616667744816,4.058641721039232,0.9640810087886893,1.0,0.0005396473930371,0.2094604715213794,0.0,高方差候选，检查量纲和异常值
344X194,344,2983257.5274030045,6.474690745116188,12.0,15990.0,0.10801819324179529,0.0,-2.3410300976419065,4.066304498813578,0.9636988918609094,0.6,0.0005129341020152,0.2093649917705204,0.1416666666666666,高方差候选，检查量纲和异常值
312X154,312,2854831.6657538083,6.455580505300063,0.0,4002.0,0.42219508033796416,0.00125,-1.2504317970463432,-0.43750825547393557,0.9633167749331295,0.0,0.0004360906636044,0.0880463317512315,1.0,高方差候选，检查量纲和异常值
312X155,312,2849857.1990615455,6.454823098881019,0.0,4003.0,0.4217217104910793,0.00125,-1.2504413529441334,-0.4374709482417103,0.9629346580053496,0.0,0.0005008444630688,0.0881097814854902,1.0,高方差候选，检查量纲和异常值
312X153,312,2849839.379999973,6.454820383396078,0.0,4001.0,0.42193119955130104,0.0,-1.2523528622518638,-0.4327003204372297,0.9625525410775697,0.0,0.0004795182250956,0.08972112777233,1.0,高方差候选，检查量纲和异常值
520X176,520,2487187.8749347874,6.3957085918504495,2578.0,1621.0,0.9729068946062425,0.01125,0.6524654478613234,-0.3699110109710233,0.9621704241497898,0.2,0.0003198986849068,0.1657491792172301,0.2606883334231009,高方差候选，检查量纲和异常值
344X192,344,2295638.6031992366,6.360903519183237,2.0,15005.0,0.10097544129004142,0.07625,-3.5535843639902334,15.765833333529223,0.9617883072220099,0.0,0.0001666397219755,0.0923642841673771,0.0,高方差候选，检查量纲和异常值
344X191,344,2294814.8079804927,6.360747643634784,0.0,15000.0,0.10099097446978986,0.07625,-3.5529298061118877,15.752271151358187,0.96140619029423,0.0,9.468071441922374e-05,0.0922032497629363,0.0,高方差候选，检查量纲和异常值
ERROR:#N/A_10,META,2008225.4273151767,6.302812461632348,0.0,15000.0,0.09447458040988066,0.07625,-2.9155035750199283,6.517793321084945,0.9610240733664501,0.0,8.116464248653618e-05,0.0629899593853652,0.0,高方差候选，检查量纲和异常值
340X107,340,1632234.1724593237,6.212782466005614,2133.0,48497.0,0.026343674935101723,0.0,0.19872518053058413,-0.25645737036036964,0.9606419564386702,0.4,0.0008473043265202,0.186113831318969,0.9705328160638504,高方差候选，检查量纲和异常值
344X145,344,1038382.2912875457,6.016357273002442,1258.75,48443.0,0.021035246518473424,0.0,-0.04798482028041525,0.4563564002016389,0.9602598395108903,0.0,0.000350957604248,0.134309231905335,0.978061355668858,高方差候选，检查量纲和异常值
310X36,310,652309.8300625683,5.814453923225481,0.0,0.0,,0.0,11.438167410967733,129.1546806967747,0.9598777225831104,0.0,2.4503445247360844e-05,0.061027155762922,0.0,高方差候选，检查量纲和异常值
220X224,220,652158.5682102657,5.814353204514076,1289.0,-1613.0,0.500659238960817,0.0,0.2938179835229516,-1.4137551199922,0.9594956056553305,0.0,0.0003595070717813,0.0669505097624757,0.0078272372135521,高方差候选，检查量纲和异常值
344X160,344,590855.6238636406,5.7714813735727395,41.0,5932.0,0.12958046808827697,0.07625,-4.168247613986362,21.726706044838068,0.9591134887275506,0.0,0.0001565238191094,0.0573451531804352,0.0954630601078117,高方差候选，检查量纲和异常值
440AX2,440A,528770.82377816,5.723267483879777,15.0,952.0,0.7638301441137477,0.0,13.934036584464726,193.84375042132424,0.9587313717997707,0.0,0.0001694039485356,0.0321342181015615,0.2408521303258145,高方差候选，检查量纲和异常值
344X156,344,368155.2773212221,5.566031030250882,0.0,6000.0,0.10112633426138345,0.07625,-3.5302678523187154,15.599316107923087,0.9583492548719909,0.0,8.884831389148216e-05,0.0913847063456324,0.0,高方差候选，检查量纲和异常值
344X173,344,321316.06837043026,5.506932444288275,0.0,6000.0,0.09447458040988095,0.07625,-2.9155035750199305,6.517793321084955,0.957967137944211,0.0,0.000110246034231,0.085686886446046,0.0,高方差候选，检查量纲和异常值
344X158,344,297276.11228878895,5.473160012743558,1.0,2002.0,0.2723428219656837,0.0,3.200780649285624,8.270919528174318,0.9575850210164311,1.0,0.0005948325035837,0.1926907524346262,0.0,高方差候选，检查量纲和异常值
344X172,344,282096.37046307884,5.45039749842762,0.0,2000.0,0.2655637260918172,0.0,3.1993227111771403,8.25630036791505,0.9572029040886512,0.8,0.000721601080167,0.1930488048028741,0.0,高方差候选，检查量纲和异常值
344X159,344,269168.9098232229,5.430024895552042,0.0,1998.0,0.25966712163249606,0.0,3.2005838564569786,8.270056372594983,0.9568207871608713,1.0,0.0008357680012223,0.1923290856835998,0.0,高方差候选，检查量纲和异常值
220X32,220,263508.92575719696,5.4207953305217895,1141.25,11583.5,0.04431572536257999,0.0,-0.9454968618477245,-0.9786945307779096,0.9564386702330914,0.0,0.0004216700669811,0.0120760873174152,0.1401648711623377,高方差候选，检查量纲和异常值
