row_index,ID,missing_count,missing_rate,all_missing_operations,partial_missing_operations,Y,Tool,highest_missing_operation,highest_operation_missing_rate
32,NH1023,0,0.0,0,0,2.732028564394167,M,210,0.0
33,NH1024,0,0.0,0,0,2.9472456704550005,L,210,0.0
34,NH1024,0,0.0,0,0,2.9472456704550005,O,210,0.0
35,NH1025,2,0.0007642338555598013,0,1,2.8777555227262495,L,311,0.015267175572519083
36,NH1025,2,0.0007642338555598013,0,1,2.8777555227262495,O,311,0.015267175572519083
37,NH1026,1,0.00038211692777990065,0,1,2.97545093181875,N,311,0.007633587786259542
38,NH1026,1,0.00038211692777990065,0,1,2.97545093181875,O,311,0.007633587786259542
39,NH1027,4,0.0015284677111196026,0,1,2.7831303106066674,N,311,0.030534351145038167
40,NH1027,4,0.0015284677111196026,0,1,2.7831303106066674,O,311,0.030534351145038167
41,NH1028,0,0.0,0,0,2.8341194166654167,L,210,0.0
42,NH1028,0,0.0,0,0,2.8341194166654167,O,210,0.0
43,NH1029,1,0.00038211692777990065,0,1,3.133830560605,N,311,0.007633587786259542
44,NH1029,1,0.00038211692777990065,0,1,3.133830560605,O,311,0.007633587786259542
45,NH1030,1,0.00038211692777990065,0,1,2.845201545454583,N,311,0.007633587786259542
46,NH1030,1,0.00038211692777990065,0,1,2.845201545454583,O,311,0.007633587786259542
47,NH1031,0,0.0,0,0,2.8045438106054172,L,210,0.0
48,NH1031,0,0.0,0,0,2.8045438106054172,O,210,0.0
49,NH1032,3,0.0011463507833397019,0,2,3.2915247045458336,L,300,0.2
50,NH1032,3,0.0011463507833397019,0,2,3.2915247045458336,O,300,0.2
51,NH1033,1,0.00038211692777990065,0,1,2.9680374696983334,N,300,0.2
52,NH1033,1,0.00038211692777990065,0,1,2.9680374696983334,O,300,0.2
53,NH1034,0,0.0,0,0,2.864424124999583,L,210,0.0
54,NH1034,0,0.0,0,0,2.864424124999583,O,210,0.0
55,NH1035,4,0.0015284677111196026,0,1,3.172917340909583,N,311,0.030534351145038167
56,NH1035,4,0.0015284677111196026,0,1,3.172917340909583,O,311,0.030534351145038167
57,NH1036,1,0.00038211692777990065,0,1,2.999257371212083,N,311,0.007633587786259542
58,NH1036,1,0.00038211692777990065,0,1,2.999257371212083,O,311,0.007633587786259542
59,NH1037,1,0.00038211692777990065,0,1,3.03760101515125,L,311,0.007633587786259542
60,NH1038,0,0.0,0,0,2.698237117424167,N,210,0.0
61,NH1039,1,0.00038211692777990065,0,1,2.4650328371208334,M,311,0.007633587786259542
62,NH1040,1,0.00038211692777990065,0,1,3.1022917840904163,L,311,0.007633587786259542
63,NH1041,1,0.00038211692777990065,0,1,2.7737916401516665,O,311,0.007633587786259542
64,NH1042,0,0.0,0,0,2.5935001388886105,L,210,0.0
65,NH1043,1,0.00038211692777990065,0,1,2.6239309191916664,L,311,0.007633587786259542
66,NH1044,6,0.0022927015666794038,0,1,2.6159792247480556,L,311,0.04580152671755725
67,NH1045,1,0.00038211692777990065,0,1,2.6250939318183333,O,311,0.007633587786259542
68,NH1046,0,0.0,0,0,2.701172087120833,O,210,0.0
69,NH1047,0,0.0,0,0,2.7164298371212494,O,210,0.0
70,NH1048,1,0.00038211692777990065,0,1,2.7741930568175,O,311,0.007633587786259542
71,NH1049,2,0.0007642338555598013,0,2,2.578657691919722,L,300,0.2
72,NH1050,1,0.00038211692777990065,0,1,2.8985573611116666,N,311,0.007633587786259542
73,NH1051,0,0.0,0,0,3.2414208611108335,M,210,0.0
74,NH1052,79,0.030187237294612153,0,2,2.987806723485,L,344,0.4755244755244755
75,NH1053,78,0.02980512036683225,0,1,2.86922614015125,N,344,0.4755244755244755
76,NH1054,81,0.030951471150171952,0,2,2.9176920505052766,J,300,0.6
77,NH1055,78,0.02980512036683225,0,1,2.6812416590913895,J,344,0.4755244755244755
78,NH1056,78,0.02980512036683225,0,1,2.8710524797972212,J,344,0.4755244755244755
79,NH1057,78,0.02980512036683225,0,1,2.9321518409091665,J,344,0.4755244755244755
80,NH1058,79,0.030187237294612153,0,2,2.8585481189389994,J,344,0.4755244755244755
81,NH1059,79,0.030187237294612153,0,2,3.1675753939404174,J,344,0.4755244755244755
82,NH1060,78,0.02980512036683225,0,1,2.7381041560605417,N,344,0.4755244755244755
83,NH1061,79,0.030187237294612153,0,2,3.1726480151512497,L,344,0.4755244755244755
84,NH1062,78,0.02980512036683225,0,1,2.903242549242084,N,344,0.4755244755244755
85,NH1063,79,0.030187237294612153,0,2,2.9117059848487505,L,344,0.4755244755244755
86,NH1064,79,0.030187237294612153,0,2,2.9427593295454164,N,344,0.4755244755244755
87,NH1065,4,0.0015284677111196026,0,2,2.6342583977283334,M,311,0.022900763358778626
88,NH1068,79,0.030187237294612153,0,2,3.315515136364166,N,344,0.4755244755244755
89,NH1068,79,0.030187237294612153,0,2,3.315515136364166,O,344,0.4755244755244755
90,NH1069,79,0.030187237294612153,0,2,3.190142772727084,O,344,0.4755244755244755
91,NH1070,78,0.02980512036683225,0,1,2.8489684166679163,N,344,0.4755244755244755
92,NH1070,78,0.02980512036683225,0,1,2.8489684166679163,O,344,0.4755244755244755
93,NH1071,78,0.02980512036683225,0,1,2.968626496211667,N,344,0.4755244755244755
94,NH1071,78,0.02980512036683225,0,1,2.968626496211667,O,344,0.4755244755244755
95,NH1072,79,0.030187237294612153,0,2,2.833847981060416,N,344,0.4755244755244755
96,NH1072,79,0.030187237294612153,0,2,2.833847981060416,O,344,0.4755244755244755
97,NH1073,121,0.04623614826136798,0,1,2.7974188749995834,N,311,0.9236641221374046
98,NH1074,5,0.0019105846388995033,0,1,2.9144939356058335,N,311,0.03816793893129771
99,NH1075,1,0.00038211692777990065,0,1,2.6902861060604986,J,311,0.007633587786259542
100,NH1076,2,0.0007642338555598013,0,2,2.5707335818185,J,300,0.2
101,NH1077,2,0.0007642338555598013,0,1,2.805351297979444,J,311,0.015267175572519083
102,NH1078,2,0.0007642338555598013,0,1,2.4777652575758333,N,311,0.015267175572519083
103,NH1079,83,0.03171570500573175,0,2,2.9313184583325,N,344,0.4755244755244755
104,NH1079,83,0.03171570500573175,0,2,2.9313184583325,O,344,0.4755244755244755
105,NH1080,2,0.0007642338555598013,0,2,2.855838647726667,N,300,0.2
106,NH1081,3,0.0011463507833397019,0,2,2.523999419192222,N,300,0.2
107,NH1082,3,0.0011463507833397019,0,2,2.487453719696667,L,300,0.4
108,NH1083,2,0.0007642338555598013,0,2,2.8043310757572226,N,300,0.2
109,NH1084,2,0.0007642338555598013,0,2,3.018355268938333,L,300,0.2
110,NH1085,1,0.00038211692777990065,0,1,3.1800548977274996,L,311,0.007633587786259542
111,NH1086,2,0.0007642338555598013,0,2,2.814487545454167,L,300,0.2
112,NH1087,1,0.00038211692777990065,0,1,3.051406034090833,M,300,0.2
113,NH1088,0,0.0,0,0,2.6765812348487494,N,210,0.0
114,NH1089,4,0.0015284677111196026,0,1,2.592809897726667,L,311,0.030534351145038167
115,NH1090,0,0.0,0,0,2.9624291401516665,M,210,0.0
116,NH1091,2,0.0007642338555598013,0,1,2.7214452386375,M,300,0.4
117,NH1092,1,0.00038211692777990065,0,1,2.9688508787875003,M,440A,0.005025125628140704
118,NH1093,2,0.0007642338555598013,0,2,2.8608070643945824,L,311,0.007633587786259542
119,NH1094,6,0.0022927015666794038,0,2,2.5178163598487497,N,311,0.03816793893129771
120,NH1095,2,0.0007642338555598013,0,1,2.5500920277777785,L,311,0.015267175572519083
121,NH1096,2,0.0007642338555598013,0,1,2.552244474747501,N,311,0.015267175572519083
122,NH1097,0,0.0,0,0,2.836407742424167,M,210,0.0
123,NH1098,0,0.0,0,0,2.6806118358586115,M,210,0.0
124,NH1099,4,0.0015284677111196026,0,2,2.7470737393934996,L,300,0.4
125,NH1100,5,0.0019105846388995033,0,2,2.613716775253056,N,300,0.2
126,NH1101,2,0.0007642338555598013,0,2,2.633580800505278,N,300,0.2
127,NH1102,1,0.00038211692777990065,0,1,2.7202946388888884,M,300,0.2
128,NH1103,5,0.0019105846388995033,0,2,2.8136469898988885,L,300,0.2
129,NH1113,1,0.00038211692777990065,0,1,2.652038446969444,M,300,0.2
130,NH1114,2,0.0007642338555598013,0,2,2.733161914140833,L,300,0.2
131,NH1115,0,0.0,0,0,2.526530335858333,M,210,0.0
132,NH1116,1,0.00038211692777990065,0,1,2.9667710909095826,L,311,0.007633587786259542
133,NH1117,0,0.0,0,0,2.7098851704545828,N,210,0.0
134,NH1118,0,0.0,0,0,2.7538493560604165,M,210,0.0
135,NH1119,1,0.00038211692777990065,0,1,3.29365796590875,M,311,0.007633587786259542
136,NH1120,0,0.0,0,0,2.7279106325754165,L,210,0.0
137,NH1121,1,0.00038211692777990065,0,1,3.2124454507579174,M,300,0.2
138,NH1122,2,0.0007642338555598013,0,1,2.3921322121216675,L,311,0.015267175572519083
139,NH1123,0,0.0,0,0,3.264484170454166,M,210,0.0
140,NH1124,1,0.00038211692777990065,0,1,2.7818008939391663,L,520,0.004424778761061947
141,NH1125,82,0.031333588077951856,0,4,3.2393273674245835,M,344,0.4755244755244755
142,NH1126,81,0.030951471150171952,0,4,2.618883136363333,L,344,0.4755244755244755
143,NH1127,80,0.030569354222392053,0,3,3.1488693787883326,M,344,0.4755244755244755
144,NH1128,2,0.0007642338555598013,0,2,2.5942918219704163,N,300,0.2
145,NH1130,0,0.0,0,0,2.7431731477270835,N,210,0.0
146,NH1132,1,0.00038211692777990065,0,1,3.1591416590908334,M,311,0.007633587786259542
147,NH1133,0,0.0,0,0,2.74665581060625,N,210,0.0
148,NH1134,4,0.0015284677111196026,0,2,2.6965673181816667,N,300,0.4
149,NH1135,10,0.0038211692777990066,0,1,2.9741608068174994,M,311,0.07633587786259542
150,NH1137,1,0.00038211692777990065,0,1,2.8555435560605003,M,311,0.007633587786259542
151,NH1138,1,0.00038211692777990065,0,1,2.5095889116158334,M,300,0.2
152,NH1138,1,0.00038211692777990065,0,1,2.5095889116158334,N,300,0.2
153,NH1139,1,0.00038211692777990065,0,1,2.617799515150833,L,300,0.2
154,NH1141,1,0.00038211692777990065,0,1,2.668283753787917,N,300,0.2
155,NH1142,1,0.00038211692777990065,0,1,2.627527598485417,L,311,0.007633587786259542
156,NH1143,1,0.00038211692777990065,0,1,2.8601576022733335,L,311,0.007633587786259542
157,NH1144,0,0.0,0,0,2.9515814280295825,M,210,0.0
158,NH1145,1,0.00038211692777990065,0,1,2.5928440404038886,M,300,0.2
159,NH1146,1,0.00038211692777990065,0,1,2.5724187297988883,M,300,0.2
160,NH1148,81,0.030951471150171952,0,2,2.865092530302916,N,344,0.4755244755244755
161,NH1149,79,0.030187237294612153,0,2,2.739402219697084,N,344,0.4755244755244755
162,NH1150,78,0.02980512036683225,0,1,2.634898049242916,N,344,0.4755244755244755
163,NH1151,78,0.02980512036683225,0,1,2.836436151515833,N,344,0.4755244755244755
164,NH1152,78,0.02980512036683225,0,1,2.9519707462124996,N,344,0.4755244755244755
165,NH1153,78,0.02980512036683225,0,1,2.7456383219699996,N,344,0.4755244755244755
166,NH1156,3,0.0011463507833397019,0,2,2.598219439394167,N,300,0.2
167,NH1157,2,0.0007642338555598013,0,2,2.775934757576249,N,300,0.2
168,NH1158,78,0.02980512036683225,0,1,2.71284021212125,N,344,0.4755244755244755
169,NH1159,3,0.0011463507833397019,0,1,2.3614148964647224,N,311,0.022900763358778626
170,NH1160,0,0.0,0,0,2.563641179292777,L,210,0.0
171,NH1161,1,0.00038211692777990065,0,1,3.0850511969702774,M,311,0.007633587786259542
172,NH1162,0,0.0,0,0,2.377519378788334,N,210,0.0
173,NH1163,0,0.0,0,0,2.9036894772724997,M,210,0.0
174,NH1164,1,0.00038211692777990065,0,1,2.7416257196975,M,300,0.2
175,NH1165,5,0.0019105846388995033,0,1,2.902701965909583,M,311,0.03816793893129771
176,NH1166,78,0.02980512036683225,0,1,2.8122027689391667,L,344,0.4755244755244755
177,NH1167,80,0.030569354222392053,0,3,2.7599964242424995,N,344,0.4755244755244755
178,NH1168,79,0.030187237294612153,0,2,2.6533689318191667,L,344,0.4755244755244755
179,NH1169,79,0.030187237294612153,0,2,3.2295151969700013,M,344,0.4755244755244755
180,NH1170,78,0.02980512036683225,0,1,2.942394416667917,L,344,0.4755244755244755
181,NH1171,79,0.030187237294612153,0,2,3.0900070151504173,L,344,0.4755244755244755
182,NH1172,79,0.030187237294612153,0,2,2.7757624659091675,L,344,0.4755244755244755
183,NH1173,79,0.030187237294612153,0,2,2.8191184810608334,L,344,0.4755244755244755
184,NH1174,80,0.030569354222392053,0,3,2.7429639583337497,L,344,0.4755244755244755
185,NH1176,1,0.00038211692777990065,0,1,2.963629511363333,L,311,0.007633587786259542
186,NH1177,3,0.0011463507833397019,0,2,3.127391098485834,M,300,0.2
187,NH1178,124,0.047382499044707684,0,3,2.9360859280312503,L,420,0.9516129032258065
188,NH1179,119,0.045471914405808174,0,2,2.7739959431808336,N,420,0.9516129032258065
189,NH1182,79,0.030187237294612153,0,2,2.8417227840908326,M,344,0.4755244755244755
190,NH1183,80,0.030569354222392053,0,2,3.3534207499999997,M,344,0.4755244755244755
191,NH1184,80,0.030569354222392053,0,3,3.0837863863637507,M,344,0.4755244755244755
192,NH1185,78,0.02980512036683225,0,1,3.0111420492420833,M,344,0.4755244755244755
193,NH1186,78,0.02980512036683225,0,1,3.1685883068179166,L,344,0.4755244755244755
194,NH1187,0,0.0,0,0,2.7213495416662496,N,210,0.0
195,NH1188,1,0.00038211692777990065,0,1,2.6928653446966666,N,300,0.2
196,NH1189,1,0.00038211692777990065,0,1,2.6151665757570832,N,311,0.007633587786259542
197,NH1190,1,0.00038211692777990065,0,1,2.93180026515125,M,311,0.007633587786259542
198,NH1193,79,0.030187237294612153,0,2,2.980213986741667,M,344,0.4755244755244755
199,NH1194,81,0.030951471150171952,0,3,2.8314966515154163,L,344,0.4755244755244755
200,NH1195,78,0.02980512036683225,0,1,2.7425498750008326,M,344,0.4755244755244755
201,NH1200,121,0.04623614826136798,0,1,2.57877350000125,L,311,0.9236641221374046
202,NH1201,121,0.04623614826136798,0,1,2.749707674242501,N,311,0.9236641221374046
203,NH1202,1,0.00038211692777990065,0,1,2.629675180343189,N,311,0.007633587786259542
204,NH1203,1,0.00038211692777990065,0,1,2.5988320479797227,M,311,0.007633587786259542
205,NH1204,1,0.00038211692777990065,0,1,2.3574198009824325,L,311,0.007633587786259542
206,NH1205,0,0.0,0,0,2.572338515151667,N,210,0.0
207,NH1206,1,0.00038211692777990065,0,1,2.687268465907917,L,311,0.007633587786259542
208,NH1207,0,0.0,0,0,2.6291659810591668,M,210,0.0
209,NH1219,122,0.04661826518914788,0,2,2.9587360151520823,M,311,0.9236641221374046
210,NH1220,1,0.00038211692777990065,0,1,2.9672830025250003,L,300,0.2
211,NH1221,2,0.0007642338555598013,0,1,2.643035222221944,N,311,0.015267175572519083
212,NH1222,0,0.0,0,0,3.0194293863636106,M,210,0.0
213,NH1223,0,0.0,0,0,3.0404031515145826,L,210,0.0
214,NH1225,2,0.0007642338555598013,0,2,2.8717347196962506,L,300,0.2
215,NH1226,0,0.0,0,0,2.5619430681829165,N,210,0.0
216,NH1227,1,0.00038211692777990065,0,1,2.976135439395,L,311,0.007633587786259542
217,NH1228,0,0.0,0,0,2.5142494621208336,N,210,0.0
218,NH1229,1,0.00038211692777990065,0,1,3.0191763598487498,N,311,0.007633587786259542
219,NH1231,1,0.00038211692777990065,0,1,2.6904530774407402,M,311,0.007633587786259542
220,NH1236,0,0.0,0,0,2.8226209318179167,N,210,0.0
221,NH1237,0,0.0,0,0,2.6849211477270836,M,210,0.0
222,NH1239,2,0.0007642338555598013,0,1,2.676292512626111,N,311,0.015267175572519083
223,NH1240,0,0.0,0,0,3.0709346388886116,M,210,0.0
224,NH1241,1,0.00038211692777990065,0,1,2.9817649848483327,N,300,0.2
225,NH1242,0,0.0,0,0,3.08223808712125,M,210,0.0
226,NH1243,2,0.0007642338555598013,0,1,2.6136988535347228,L,311,0.015267175572519083
227,NH1244,1,0.00038211692777990065,0,1,2.6863285833333332,L,311,0.007633587786259542
228,NH1245,0,0.0,0,0,2.769121068182084,M,210,0.0
229,NH1246,0,0.0,0,0,2.3859403901512497,N,210,0.0
230,NH1247,0,0.0,0,0,2.536356874999166,N,210,0.0
231,NH1248,0,0.0,0,0,2.837624732323611,L,210,0.0
232,NH1249,1,0.00038211692777990065,0,1,2.5249590732322225,N,311,0.007633587786259542
233,NH1250,5,0.0019105846388995033,0,1,2.5162415555561113,M,311,0.03816793893129771
234,NH1252,79,0.030187237294612153,0,2,3.126440696969666,L,344,0.4755244755244755
235,NH1253,297,0.1134887275506305,0,3,2.8340224621213883,N,520,0.9601769911504425
236,NH1254,3,0.0011463507833397019,0,2,3.004899825757777,M,311,0.015267175572519083
237,NH1255,1,0.00038211692777990065,0,1,2.7242681792936114,L,311,0.007633587786259542
238,NH1256,0,0.0,0,0,2.8328890353527774,M,210,0.0
239,NH1257,1,0.00038211692777990065,0,1,2.831951083332778,M,400,0.007692307692307693
240,NH1258,1,0.00038211692777990065,0,1,2.654602325757222,L,311,0.007633587786259542
241,NH1259,1,0.00038211692777990065,0,1,3.1357789444447226,N,311,0.007633587786259542
242,NH1260,1,0.00038211692777990065,0,1,2.6399200227275,N,440A,0.005025125628140704
243,NH1261,2,0.0007642338555598013,0,2,2.472241170454583,N,300,0.2
244,NH1262,2,0.0007642338555598013,0,2,2.4691630643929168,N,311,0.007633587786259542
245,NH1263,1,0.00038211692777990065,0,1,2.296183890152083,N,440A,0.005025125628140704
246,NH1264,3,0.0011463507833397019,0,3,2.4585983143933334,N,300,0.2
247,NH1265,5,0.0019105846388995033,0,2,2.7016733560620825,N,311,0.030534351145038167
248,NH1266,1,0.00038211692777990065,0,1,2.468450204545833,N,440A,0.005025125628140704
249,NH1267,1,0.00038211692777990065,0,1,2.5241426553024997,N,311,0.007633587786259542
250,NH1268,1,0.00038211692777990065,0,1,2.5759929696966672,N,311,0.007633587786259542
251,NH1269,0,0.0,0,0,2.5378497500000003,N,210,0.0
252,NH1271,0,0.0,0,0,2.506554670455417,N,210,0.0
253,NH1272,0,0.0,0,0,2.941386454545417,M,210,0.0
254,NH1273,0,0.0,0,0,2.850796257575001,M,210,0.0
255,NH1277,0,0.0,0,0,2.7712728068183337,M,210,0.0
256,NH1278,0,0.0,0,0,2.7603419734845835,N,210,0.0
257,NH1279,0,0.0,0,0,2.854402593433611,L,210,0.0
258,NH1280,6,0.0022927015666794038,0,1,2.643564111111388,N,311,0.04580152671755725
259,NH1281,1,0.00038211692777990065,0,1,2.4853121843427775,M,311,0.007633587786259542
260,NH1282,1,0.00038211692777990065,0,1,2.623553575758333,N,300,0.2
261,NH1283,0,0.0,0,0,2.453483984847917,N,210,0.0
262,NH1284,1,0.00038211692777990065,0,1,2.4937691704554164,N,300,0.2
263,NH1285,0,0.0,0,0,2.531765268939167,N,210,0.0
264,NH1286,1,0.00038211692777990065,0,1,2.569353840909167,N,311,0.007633587786259542
265,NH1287,1,0.00038211692777990065,0,1,2.4672966704549997,N,311,0.007633587786259542
266,NH1288,73,0.027894535727932747,0,2,2.745617397727917,M,312,0.16400911161731208
267,NH1289,73,0.027894535727932747,0,2,2.8609133787891667,L,312,0.16400911161731208
268,NH1290,73,0.027894535727932747,0,2,2.6928882613641667,L,312,0.16400911161731208
269,NH1291,76,0.02904088651127245,0,2,2.8228221780299996,M,312,0.16400911161731208
270,NH1292,1,0.00038211692777990065,0,1,2.6127516944444453,N,311,0.007633587786259542
271,NH1293,0,0.0,0,0,2.493363959596666,M,210,0.0
272,NH1294,0,0.0,0,0,2.7839180277775006,L,210,0.0
273,NH1295,1,0.00038211692777990065,0,1,2.5581307499999992,N,311,0.007633587786259542
274,NH1296,0,0.0,0,0,2.6449486590916664,N,210,0.0
275,NH1297,1,0.00038211692777990065,0,1,2.486670829545,M,400,0.007692307692307693
276,NH1298,6,0.0022927015666794038,0,1,2.6032306893933335,N,311,0.04580152671755725
277,NH1299,0,0.0,0,0,2.55315451894,M,210,0.0
278,NH1300,1,0.00038211692777990065,0,1,2.615341871212083,M,311,0.007633587786259542
279,NH1301,2,0.0007642338555598013,0,2,2.7468906780295828,L,300,0.2
280,NH1302,0,0.0,0,0,3.014583128788751,N,210,0.0
281,NH1303,73,0.027894535727932747,0,2,2.4516604166666665,N,312,0.16400911161731208
282,NH1306,0,0.0,0,0,2.5635624797980565,N,210,0.0
283,NH1309,0,0.0,0,0,2.57859885606,N,210,0.0
284,NH1310,1,0.00038211692777990065,0,1,2.8150244583333346,N,311,0.007633587786259542
285,NH1311,118,0.04508979747802828,0,1,2.6374902689395836,N,420,0.9516129032258065
286,NH1312,2,0.0007642338555598013,0,1,2.9368905568179167,N,311,0.015267175572519083
287,NH1314,121,0.04623614826136798,0,1,2.688623280302917,N,311,0.9236641221374046
288,NH1316,0,0.0,0,0,2.5534413068183337,M,210,0.0
289,NH1317,0,0.0,0,0,2.550327037878333,M,210,0.0
290,NH1318,0,0.0,0,0,2.7490894924241664,M,210,0.0
291,NH1319,1,0.00038211692777990065,0,1,2.64879105681875,N,311,0.007633587786259542
292,NH1321,0,0.0,0,0,2.472396916666667,M,210,0.0
293,NH1322,0,0.0,0,0,2.8165363030316675,L,210,0.0
294,NH1322,0,0.0,0,0,2.8165363030316675,L,210,0.0
295,NH1323,1,0.00038211692777990065,0,1,2.5266099848475,N,311,0.007633587786259542
296,NH1323,1,0.00038211692777990065,0,1,2.5266099848475,N,311,0.007633587786259542
297,NH1324,1,0.00038211692777990065,0,1,2.9338776060612504,M,400,0.007692307692307693
298,NH1324,2,0.0007642338555598013,0,2,2.9338776060612504,M,300,0.2
299,NH1325,0,0.0,0,0,2.6817118977270833,L,210,0.0
300,NH1326,0,0.0,0,0,2.5767791515150003,M,210,0.0
301,NH1327,1,0.00038211692777990065,0,1,2.477386280302916,L,400,0.007692307692307693
302,NH1328,4,0.0015284677111196026,0,2,2.4199650151525,M,300,0.4
303,NH1329,72,0.027512418800152847,0,1,2.662665681819167,L,312,0.16400911161731208
304,NH1330,74,0.028276652655712647,0,2,2.744171212121249,N,312,0.16400911161731208
305,NH1331,3,0.0011463507833397019,0,1,2.491312761364167,N,311,0.022900763358778626
306,NH1334,1,0.00038211692777990065,0,1,2.5767567424237505,N,311,0.007633587786259542
307,NH1335,6,0.0022927015666794038,0,2,3.0797070101005546,N,300,0.2
308,NH1336,0,0.0,0,0,2.6871744873736114,M,210,0.0
309,NH1337,0,0.0,0,0,2.9226101060613896,L,210,0.0
310,NH1338,119,0.045471914405808174,0,2,2.9221314431825003,M,420,0.9516129032258065
311,NH1339,5,0.0019105846388995033,0,1,2.6399382676763885,N,311,0.03816793893129771
312,NH1340,0,0.0,0,0,2.7187097020208335,M,210,0.0
313,NH1341,1,0.00038211692777990065,0,1,2.8546977247477785,L,311,0.007633587786259542
314,NH1342,72,0.027512418800152847,0,1,2.991576204545834,N,312,0.16400911161731208
315,NH1343,77,0.02942300343905235,0,3,2.693697265150833,M,300,0.2
316,NH1344,72,0.027512418800152847,0,1,2.6682699621208332,N,312,0.16400911161731208
317,NH1345,72,0.027512418800152847,0,1,2.617128162878333,M,312,0.16400911161731208
318,NH1346,73,0.027894535727932747,0,2,2.8472591401512504,M,312,0.16400911161731208
319,NH1347,73,0.027894535727932747,0,2,2.7911444242425,N,312,0.16400911161731208
320,NH1348,1,0.00038211692777990065,0,1,2.6559603181822227,N,311,0.007633587786259542
321,NH1349,1,0.00038211692777990065,0,1,2.7990816994947227,M,311,0.007633587786259542
322,NH1350,0,0.0,0,0,2.7984811085850003,L,210,0.0
323,NH1352,1,0.00038211692777990065,0,1,2.7900420984851406,N,311,0.007633587786259542
324,NH1353,1,0.00038211692777990065,0,1,2.6507707045455557,L,311,0.007633587786259542
325,NH1354,1,0.00038211692777990065,0,1,2.5145562550505547,N,311,0.007633587786259542
326,NH1356,72,0.027512418800152847,0,1,2.6516924090904164,N,312,0.16400911161731208
327,NH1357,75,0.02865876958349255,0,2,2.849412655302917,L,312,0.16400911161731208
328,NH1358,74,0.028276652655712647,0,2,2.738566556817916,N,312,0.16400911161731208
329,NH1359,72,0.027512418800152847,0,1,2.7056219431808333,L,312,0.16400911161731208
330,NH1360,0,0.0,0,0,2.920682946969167,L,210,0.0
331,NH1361,1,0.00038211692777990065,0,1,2.670264651515,N,220,0.011363636363636364
332,NH1362,1,0.00038211692777990065,0,1,2.5204641931825,M,311,0.007633587786259542
333,NH1363,3,0.0011463507833397019,0,2,2.8111716136362497,L,311,0.015267175572519083
334,NH1364,2,0.0007642338555598013,0,2,2.7324893257579177,N,311,0.007633587786259542
335,NH1365,1,0.00038211692777990065,0,1,2.4130399090912498,N,440A,0.005025125628140704
336,NH1366,5,0.0019105846388995033,0,2,2.8110285681816665,L,311,0.030534351145038167
337,NH1367,5,0.0019105846388995033,0,2,2.5282417234850003,L,311,0.030534351145038167
