feature,operation,robust_median_shift,missing_rate_shift,combined_shift
311X146,311,0.0,0.000772471910112359,0.001544943820224718
311X116,311,0.0,0.000772471910112359,0.001544943820224718
311X208,311,0.0,0.000772471910112359,0.001544943820224718
311X117,311,0.0,0.000772471910112359,0.001544943820224718
311X152,311,0.0,0.000772471910112359,0.001544943820224718
311X129,311,0.0,0.000772471910112359,0.001544943820224718
311X192,311,0.0,0.000772471910112359,0.001544943820224718
311X155,311,0.0,0.000772471910112359,0.001544943820224718
360X829,360,0.0,0.0,0.0
360X475,360,0.0,0.0,0.0
344X1,344,0.0,0.0,0.0
210X76,210,0.0,0.0,0.0
210X18,210,0.0,0.0,0.0
340X11,340,0.0,0.0,0.0
340X13,340,0.0,0.0,0.0
210X16,210,0.0,0.0,0.0
210X193,210,0.0,0.0,0.0
210X36,210,0.0,0.0,0.0
340X15,340,0.0,0.0,0.0
360X984,360,0.0,0.0,0.0
210X139,210,0.0,0.0,0.0
750X1146,750,0.0,0.0,0.0
210X66,210,0.0,0.0,0.0
