row_index,ID,rank,feature,operation,original_value,training_median,robust_z,was_missing,stable_selection_score
721,NH1856,6,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
721,NH1856,7,210X174,210,0.563,0.716,-3.9230769230769202,False,0.9342906949855738
721,NH1856,8,750X1364,750,2.07,1.65,3.9069767441860486,False,0.888205162213138
721,NH1856,9,210X149,210,67.83,134.9925,-3.9022441716900307,False,0.8206627998341658
721,NH1856,10,420X134,420,0.0,0.1,-3.6027397260273957,False,0.8509743981658388
721,NH1856,11,210X164,210,0.564,0.715,-2.8490566037735827,False,0.90011047887516
721,NH1856,12,520X432,520,19.0,5.0,2.8,False,0.8321150982010671
762,NH1897,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
762,NH1897,2,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
762,NH1897,3,750X1364,750,2.07,1.65,3.9069767441860486,False,0.888205162213138
762,NH1897,4,ERROR:#N/A_4,META,13368893453.0,9447472312.5,3.8690918693238077,False,0.8746734080546301
762,NH1897,5,210X217,210,13257758784.0,9448217850.0,3.8104160989383558,False,0.8760925892504211
762,NH1897,6,750X1105,750,9.72,9.62,2.499999999999978,False,0.8848484255423233
762,NH1897,7,750X1061,750,10.26,10.19,2.3333333333332544,False,0.8379390154353962
762,NH1897,8,210X149,210,169.98,134.9925,2.0328273658217735,False,0.8206627998341658
762,NH1897,9,360X14,360,78.2,78.0,2.000000000000142,False,0.8133740924722965
762,NH1897,10,750X1190,750,7.98,8.01,-2.0,False,0.9643484906381352
762,NH1897,11,344X87,344,1204.0,1202.0,2.0,False,0.9043943446694689
762,NH1897,12,210X139,210,0.007,0.005,2.0,False,0.8337791364157432
795,NH1938,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
795,NH1938,2,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
795,NH1938,3,750X1364,750,2.06,1.65,3.8139534883720967,False,0.888205162213138
795,NH1938,4,750X1105,750,9.75,9.62,3.2499999999999445,False,0.8848484255423233
795,NH1938,5,360X14,360,77.7,78.0,-3.000000000000142,False,0.8133740924722965
795,NH1938,6,750X368,750,64.33,76.06,-2.836759371221289,False,0.8194933349881947
795,NH1938,7,750X1061,750,10.27,10.19,2.666666666666568,False,0.8379390154353962
795,NH1938,8,210X179,210,0.134,0.056,2.2127659574468086,False,0.8425556386239506
795,NH1938,9,210X161,210,0.134,0.056,2.166666666666667,False,0.8413965667652946
795,NH1938,10,420X212,420,49.4,51.05,-2.0625000000000058,False,0.8131646101242558
795,NH1938,11,311X169,311,80986.0,75353.5,2.0001299165286275,False,0.8098775332897634
795,NH1938,12,420X210,420,49.6,51.2,-2.000000000000009,False,0.8254446519712995
715,NH1848,1,312X478,312,29.0,50.0,-20.0,False,0.8349254871990829
715,NH1848,2,750X1364,750,1.07,1.65,-5.395348837209305,False,0.888205162213138
715,NH1848,3,750X1356,750,-8.4,-12.7,4.299999999999999,False,0.9259839510890332
715,NH1848,4,360X14,360,77.6,78.0,-4.000000000000284,False,0.8133740924722965
715,NH1848,5,ERROR:#N/A_4,META,13297015358.0,9447472312.5,3.7981729491204232,False,0.8746734080546301
715,NH1848,6,210X217,210,13185880683.0,9448217850.0,3.738521485399202,False,0.8760925892504211
715,NH1848,7,311X8,311,39.8,38.5,2.0799999999999956,False,0.9276019794368268
715,NH1848,8,311X12,311,39.7,38.5,2.0000000000000235,False,0.931678750885769
715,NH1848,9,311X9,311,39.7,38.5,2.0,False,0.93517162702366
715,NH1848,10,210X149,210,169.2,134.9925,1.9875081705279976,False,0.8206627998341658
715,NH1848,11,420X210,420,49.9,51.2,-1.625000000000011,False,0.8254446519712995
715,NH1848,12,420X208,420,49.8,51.0,-1.5000000000000089,False,0.8207514175872274
585,NH1665,1,312X478,312,29.0,50.0,-20.0,False,0.8349254871990829
585,NH1665,2,750X1364,750,1.07,1.65,-5.395348837209305,False,0.888205162213138
585,NH1665,3,750X1356,750,-8.4,-12.7,4.299999999999999,False,0.9259839510890332
585,NH1665,4,360X14,360,77.6,78.0,-4.000000000000284,False,0.8133740924722965
585,NH1665,5,420X134,420,0.0,0.1,-3.6027397260273957,False,0.8509743981658388
585,NH1665,6,210X154,210,0.828,0.716,1.9649122807017563,False,0.8517206764861076
585,NH1665,7,210X174,210,0.792,0.716,1.9487179487179487,False,0.9342906949855738
585,NH1665,8,210X178,210,0.084,0.038,1.7523809523809526,False,0.823767808423855
585,NH1665,9,311X27,311,22518.0,13628.0,1.7511203033436746,False,0.9075820485939406
585,NH1665,10,311X4,311,22518.0,13627.0,1.7509723794987937,False,0.8661881914705872
585,NH1665,11,420X188,420,115.4,110.2,1.6774193548387137,False,0.8904977716131913
585,NH1665,12,420X189,420,116.2,111.0,1.677419354838706,False,0.8922332549903038
764,NH1899,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
764,NH1899,2,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
764,NH1899,3,750X1364,750,2.07,1.65,3.9069767441860486,False,0.888205162213138
764,NH1899,4,ERROR:#N/A_4,META,13369137225.0,9447472312.5,3.869332388316636,False,0.8746734080546301
764,NH1899,5,210X217,210,13258002563.0,9448217850.0,3.810659933941648,False,0.8760925892504211
764,NH1899,6,750X1061,750,10.26,10.19,2.3333333333332544,False,0.8379390154353962
764,NH1899,7,750X1105,750,9.71,9.62,2.249999999999989,False,0.8848484255423233
764,NH1899,8,360X14,360,78.2,78.0,2.000000000000142,False,0.8133740924722965
764,NH1899,9,311X137,311,13.1,12.9,2.0,False,0.9930836836071837
764,NH1899,10,750X1190,750,7.98,8.01,-2.0,False,0.9643484906381352
764,NH1899,11,210X149,210,169.16,134.9925,1.9851841092308813,False,0.8206627998341658
764,NH1899,12,311X169,311,80641.0,75353.5,1.8776186300302027,False,0.8098775332897634
788,NH1928,1,ERROR:#N/A_9,META,13000.0,16000.0,-20.0,False,0.9260985861673672
788,NH1928,2,344X194,344,12996.0,15990.0,-20.0,False,0.9081110287343183
788,NH1928,3,344X190,344,12999.0,16000.0,-20.0,False,0.9003056935422239
788,NH1928,4,210X193,210,0.29,0.02,13.5,False,0.9832632785632403
788,NH1928,5,344X48,344,3085.0,3076.0,9.0,False,0.8830340084065723
788,NH1928,6,210X217,210,2098441713.0,9448217850.0,-7.351464599334782,False,0.8760925892504211
788,NH1928,7,ERROR:#N/A_4,META,2207167787.0,9447472312.5,-7.143686527754215,False,0.8746734080546301
788,NH1928,8,210X94,210,38.0,36.9,5.499999999999929,False,0.8267423146516668
788,NH1928,9,750X368,750,56.65,76.06,-4.6940749697702655,False,0.8194933349881947
788,NH1928,10,344X5,344,97.0,110.0,-4.333333333333333,False,0.8983951089033244
788,NH1928,11,344X15,344,123.0,106.0,4.25,False,0.8098313217985917
788,NH1928,12,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
584,NH1664,1,750X1364,750,1.07,1.65,-5.395348837209305,False,0.888205162213138
584,NH1664,2,750X1356,750,-8.4,-12.7,4.299999999999999,False,0.9259839510890332
584,NH1664,3,360X14,360,77.6,78.0,-4.000000000000284,False,0.8133740924722965
584,NH1664,4,210X149,210,192.865,134.9925,3.362480935434674,False,0.8206627998341658
584,NH1664,5,210X34,210,0.066,0.077,-2.7499999999999964,False,0.8488403384311969
584,NH1664,6,340X13,340,229.0,247.0,-2.5714285714285716,False,0.9003127538047515
584,NH1664,7,210X32,210,0.067,0.077,-2.4999999999999964,False,0.8761029356921662
584,NH1664,8,340X11,340,227.0,244.0,-2.4285714285714284,False,0.8751577566451095
584,NH1664,9,340X15,340,221.0,235.5,-2.4166666666666665,False,0.8619385242558574
584,NH1664,10,311X12,311,39.9,38.5,2.333333333333353,False,0.931678750885769
584,NH1664,11,311X8,311,39.9,38.5,2.2399999999999975,False,0.9276019794368268
584,NH1664,12,311X9,311,39.6,38.5,1.8333333333333313,False,0.93517162702366
774,NH1914,1,ERROR:#N/A_9,META,13000.0,16000.0,-20.0,False,0.9260985861673672
774,NH1914,2,344X194,344,12998.0,15990.0,-20.0,False,0.9081110287343183
774,NH1914,3,344X190,344,12999.0,16000.0,-20.0,False,0.9003056935422239
774,NH1914,4,344X48,344,3085.0,3076.0,9.0,False,0.8830340084065723
774,NH1914,5,750X368,750,51.75,76.06,-5.879081015719481,False,0.8194933349881947
774,NH1914,6,344X15,344,125.1,106.0,4.774999999999999,False,0.8098313217985917
774,NH1914,7,750X776,750,47.34,78.23,-4.504557054320086,False,0.8812057933239931
774,NH1914,8,750X1356,750,-16.7,-12.7,-4.0,False,0.9259839510890332
774,NH1914,9,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
774,NH1914,10,ERROR:#N/A_4,META,13463161931.0,9447472312.5,3.962102384821979,False,0.8746734080546301
774,NH1914,11,210X217,210,13352027599.0,9448217850.0,3.9047065702909447,False,0.8760925892504211
774,NH1914,12,750X1364,750,2.06,1.65,3.8139534883720967,False,0.888205162213138
744,NH1879,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
744,NH1879,2,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
744,NH1879,3,750X1364,750,2.06,1.65,3.8139534883720967,False,0.888205162213138
744,NH1879,4,210X149,210,193.11,134.9925,3.3767158108795137,False,0.8206627998341658
744,NH1879,5,210X34,210,0.066,0.077,-2.7499999999999964,False,0.8488403384311969
744,NH1879,6,210X32,210,0.067,0.077,-2.4999999999999964,False,0.8761029356921662
744,NH1879,7,750X1105,750,9.72,9.62,2.499999999999978,False,0.8848484255423233
744,NH1879,8,420X210,420,49.3,51.2,-2.3750000000000155,False,0.8254446519712995
744,NH1879,9,750X1061,750,10.26,10.19,2.3333333333332544,False,0.8379390154353962
744,NH1879,10,420X212,420,49.2,51.05,-2.3125000000000013,False,0.8131646101242558
744,NH1879,11,420X208,420,49.2,51.0,-2.2500000000000044,False,0.8207514175872274
744,NH1879,12,360X14,360,78.2,78.0,2.000000000000142,False,0.8133740924722965
669,NH1801,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
669,NH1801,2,360X14,360,77.6,78.0,-4.000000000000284,False,0.8133740924722965
669,NH1801,3,750X1364,750,2.08,1.65,4.000000000000004,False,0.888205162213138
669,NH1801,4,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
669,NH1801,5,420X134,420,0.0,0.1,-3.6027397260273957,False,0.8509743981658388
669,NH1801,6,210X149,210,193.97,134.9925,3.426683128767522,False,0.8206627998341658
669,NH1801,7,210X32,210,0.068,0.077,-2.2499999999999964,False,0.8761029356921662
669,NH1801,8,210X34,210,0.068,0.077,-2.2499999999999964,False,0.8488403384311969
669,NH1801,9,750X1105,750,9.71,9.62,2.249999999999989,False,0.8848484255423233
669,NH1801,10,750X155,750,85.86,80.63,2.0173577627772428,False,0.8745548200388721
669,NH1801,11,750X1190,750,7.98,8.01,-2.0,False,0.9643484906381352
669,NH1801,12,311X9,311,39.7,38.5,2.0,False,0.93517162702366
714,NH1847,1,750X1364,750,1.07,1.65,-5.395348837209305,False,0.888205162213138
714,NH1847,2,750X1356,750,-8.4,-12.7,4.299999999999999,False,0.9259839510890332
714,NH1847,3,360X14,360,77.6,78.0,-4.000000000000284,False,0.8133740924722965
714,NH1847,4,ERROR:#N/A_4,META,13296770460.0,9447472312.5,3.797931319153464,False,0.8746734080546301
714,NH1847,5,210X217,210,13185635778.0,9448217850.0,3.7382765241372344,False,0.8760925892504211
714,NH1847,6,520X432,520,19.0,5.0,2.8,False,0.8321150982010671
714,NH1847,7,420X188,420,117.8,110.2,2.451612903225809,False,0.8904977716131913
714,NH1847,8,420X189,420,118.6,111.0,2.451612903225798,False,0.8922332549903038
714,NH1847,9,344X35,344,110.9,100.2,2.2765957446808502,False,0.8226362161683761
714,NH1847,10,344X159,344,2000.0,1998.0,2.0,False,0.9378677875429882
714,NH1847,11,210X149,210,169.345,134.9925,1.9959328927300461,False,0.8206627998341658
714,NH1847,12,311X27,311,22628.0,13628.0,1.7727877086718866,False,0.9075820485939406
749,NH1884,1,420X228,420,114.0,50.0,7.111111111111111,False,0.8114381347096291
749,NH1884,2,750X1356,750,-16.7,-12.7,-4.0,False,0.9259839510890332
749,NH1884,3,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
749,NH1884,4,750X1364,750,2.06,1.65,3.8139534883720967,False,0.888205162213138
749,NH1884,5,420X134,420,0.0,0.1,-3.6027397260273957,False,0.8509743981658388
749,NH1884,6,210X164,210,0.875,0.715,3.0188679245283,False,0.90011047887516
749,NH1884,7,340X15,340,253.0,235.5,2.9166666666666665,False,0.8619385242558574
749,NH1884,8,340X13,340,263.0,247.0,2.2857142857142856,False,0.9003127538047515
749,NH1884,9,340X11,340,260.0,244.0,2.2857142857142856,False,0.8751577566451095
749,NH1884,10,344X176,344,75.0,62.0,2.1666666666666665,False,0.8743039104359349
749,NH1884,11,750X368,750,67.78,76.06,-2.0024183796856154,False,0.8194933349881947
749,NH1884,12,360X14,360,78.2,78.0,2.000000000000142,False,0.8133740924722965
748,NH1883,1,344X159,344,1977.0,1998.0,-20.0,False,0.9378677875429882
748,NH1883,2,344X158,344,2028.0,2002.0,20.0,False,0.8909438288116164
748,NH1883,3,750X1356,750,-16.7,-12.7,-4.0,False,0.9259839510890332
748,NH1883,4,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
748,NH1883,5,ERROR:#N/A_4,META,13360164054.0,9447472312.5,3.8604789594921756,False,0.8746734080546301
748,NH1883,6,750X1364,750,2.06,1.65,3.8139534883720967,False,0.888205162213138
748,NH1883,7,210X217,210,13249029361.0,9448217850.0,3.8016846705300735,False,0.8760925892504211
748,NH1883,8,344X35,344,110.0,100.2,2.0851063829787218,False,0.8226362161683761
748,NH1883,9,210X149,210,170.235,134.9925,2.0476432565908937,False,0.8206627998341658
748,NH1883,10,750X368,750,67.78,76.06,-2.0024183796856154,False,0.8194933349881947
748,NH1883,11,360X14,360,78.2,78.0,2.000000000000142,False,0.8133740924722965
748,NH1883,12,750X1190,750,7.98,8.01,-2.0,False,0.9643484906381352
797,NH1940,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
797,NH1940,2,360X14,360,77.6,78.0,-4.000000000000284,False,0.8133740924722965
797,NH1940,3,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
797,NH1940,4,750X1364,750,2.06,1.65,3.8139534883720967,False,0.888205162213138
797,NH1940,5,750X1105,750,9.74,9.62,2.9999999999999556,False,0.8848484255423233
797,NH1940,6,750X1061,750,10.28,10.19,2.9999999999998814,False,0.8379390154353962
797,NH1940,7,750X368,750,64.33,76.06,-2.836759371221289,False,0.8194933349881947
797,NH1940,8,420X210,420,49.4,51.2,-2.2500000000000133,False,0.8254446519712995
797,NH1940,9,420X212,420,49.3,51.05,-2.187500000000008,False,0.8131646101242558
797,NH1940,10,210X179,210,0.132,0.056,2.1560283687943262,False,0.8425556386239506
797,NH1940,11,420X208,420,49.3,51.0,-2.125000000000011,False,0.8207514175872274
797,NH1940,12,210X161,210,0.132,0.056,2.111111111111111,False,0.8413965667652946
761,NH1896,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
761,NH1896,2,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
761,NH1896,3,750X1364,750,2.07,1.65,3.9069767441860486,False,0.888205162213138
761,NH1896,4,520X432,520,19.0,5.0,2.8,False,0.8321150982010671
761,NH1896,5,210X154,210,0.868,0.716,2.66666666666667,False,0.8517206764861076
761,NH1896,6,210X178,210,0.1,0.038,2.3619047619047624,False,0.823767808423855
761,NH1896,7,750X1105,750,9.71,9.62,2.249999999999989,False,0.8848484255423233
761,NH1896,8,311X8,311,39.9,38.5,2.2399999999999975,False,0.9276019794368268
761,NH1896,9,210X160,210,0.099,0.039,2.2018348623853212,False,0.8419955463195382
761,NH1896,10,210X164,210,0.831,0.715,2.1886792452830166,False,0.90011047887516
761,NH1896,11,311X12,311,39.8,38.5,2.1666666666666825,False,0.931678750885769
761,NH1896,12,360X14,360,78.2,78.0,2.000000000000142,False,0.8133740924722965
766,NH1901,1,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
766,NH1901,2,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
766,NH1901,3,750X1364,750,2.07,1.65,3.9069767441860486,False,0.888205162213138
766,NH1901,4,ERROR:#N/A_4,META,13370183446.0,9447472312.5,3.870364648056048,False,0.8746734080546301
766,NH1901,5,210X217,210,13259048801.0,9448217850.0,3.8117064122936566,False,0.8760925892504211
766,NH1901,6,750X1105,750,9.72,9.62,2.499999999999978,False,0.8848484255423233
766,NH1901,7,750X1061,750,10.26,10.19,2.3333333333332544,False,0.8379390154353962
766,NH1901,8,210X149,210,170.82,134.9925,2.0816326530612246,False,0.8206627998341658
766,NH1901,9,360X14,360,78.2,78.0,2.000000000000142,False,0.8133740924722965
766,NH1901,10,311X137,311,13.1,12.9,2.0,False,0.9930836836071837
766,NH1901,11,311X133,311,13.1,12.9,2.0,False,0.9829957967137943
766,NH1901,12,750X1190,750,7.98,8.01,-2.0,False,0.9643484906381352
722,NH1857,1,210X193,210,0.28,0.02,13.000000000000002,False,0.9832632785632403
722,NH1857,2,210X217,210,1962104177.0,9448217850.0,-7.487833456124703,False,0.8760925892504211
722,NH1857,3,ERROR:#N/A_4,META,2070830249.0,9447472312.5,-7.278204714110544,False,0.8746734080546301
722,NH1857,4,210X94,210,37.9,36.9,4.999999999999929,False,0.8267423146516668
722,NH1857,5,750X1356,750,-16.8,-12.7,-4.100000000000001,False,0.9259839510890332
722,NH1857,6,750X69,750,100.0,99.9,3.999999999998863,False,0.8929308368360718
722,NH1857,7,210X174,210,0.563,0.716,-3.9230769230769202,False,0.9342906949855738
722,NH1857,8,750X1364,750,2.07,1.65,3.9069767441860486,False,0.888205162213138
722,NH1857,9,210X149,210,68.005,134.9925,-3.892076403515145,False,0.8206627998341658
722,NH1857,10,210X164,210,0.556,0.715,-2.999999999999996,False,0.90011047887516
722,NH1857,11,210X154,210,0.556,0.716,-2.8070175438596507,False,0.8517206764861076
722,NH1857,12,210X32,210,0.088,0.077,2.7499999999999964,False,0.8761029356921662
