feature,operation,ks_distance,median_shift_iqr,development_missing,tail_missing
420X33,420,0.45564935064935064,0.08123518482926517,0.006451612903225823,0.0
360X294,360,0.4551612903225806,0.693467336683417,0.0,0.0
520X113,520,0.4551193794284563,1.5,0.009677419354838679,0.030000000000000027
220X54,220,0.44903225806451613,0.0,0.0,0.0
330X422,330,0.4470967741935484,0.28958210712183735,0.0,0.0
520X96,520,0.44640518486181535,1.0,0.009677419354838679,0.030000000000000027
520X112,520,0.44094831928540246,1.0,0.009677419354838679,0.030000000000000027
520X56,520,0.43282178716545217,1.0,0.009677419354838679,0.030000000000000027
210X13,210,0.4309677419354839,1.5,0.0,0.0
520X98,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X111,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X38,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X114,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X108,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X11,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X86,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X109,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X28,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X49,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X94,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X128,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X135,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X36,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X26,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X22,520,0.42956445817522415,1.0,0.009677419354838679,0.030000000000000027
520X106,520,0.42956445817522415,0.6666666666666666,0.009677419354838679,0.030000000000000027
210X34,210,0.4232258064516129,0.625,0.0,0.0
344X79,344,0.4127191413237925,0.5000000000000089,0.09838709677419355,0.0
210X206,210,0.4103225806451613,0.8336392900320119,0.0,0.0
210X32,210,0.4038709677419355,0.625,0.0,0.0
210X51,210,0.40258064516129033,0.25,0.0,0.0
210X49,210,0.40225806451612905,0.25,0.0,0.0
420X209,420,0.3990909090909091,0.5714285714285728,0.006451612903225823,0.0
210X151,210,0.3932258064516129,0.18550706115406754,0.0,0.0
210X150,210,0.39161290322580644,0.313841486537732,0.0,0.0
210X157,210,0.39,0.22736160332396457,0.0,0.0
210X169,210,0.39,0.22351600283399545,0.0,0.0
330X133,330,0.38838709677419353,0.3641509433962255,0.0,0.0
330X126,330,0.38838709677419353,0.3584905660377347,0.0,0.0
210X121,210,0.38838709677419353,0.22343464167656177,0.0,0.0
210X135,210,0.38838709677419353,0.22331343475190935,0.0,0.0
750X318,750,0.38741935483870965,0.5339233038348118,0.0,0.0
210X119,210,0.3867741935483871,0.22225787818496884,0.0,0.0
210X163,210,0.3867741935483871,0.22613576781914088,0.0,0.0
210X190,210,0.3864516129032258,0.24096385542168683,0.0,0.0
330X119,330,0.3851612903225806,0.3584905660377347,0.0,0.0
210X82,210,0.3851612903225806,0.2917855157623731,0.0,0.0
210X133,210,0.3851612903225806,0.22446616928222263,0.0,0.0
210X81,210,0.3835483870967742,0.23024503373707783,0.0,0.0
210X167,210,0.3835483870967742,0.21715305996798404,0.0,0.0
210X84,210,0.3832258064516129,0.29359432329116747,0.0,0.0
210X145,210,0.3832258064516129,0.33112656954392805,0.0,0.0
210X134,210,0.38193548387096776,0.3063435569978016,0.0,0.0
210X168,210,0.38193548387096776,0.30622394132717096,0.0,0.0
210X120,210,0.38193548387096776,0.30624738384261174,0.0,0.0
210X132,210,0.3803225806451613,0.15797763427311406,0.0,0.0
210X118,210,0.3803225806451613,0.013802513841874602,0.0,0.0
210X166,210,0.37709677419354837,0.30096083524575656,0.0,0.0
210X162,210,0.3738709677419355,0.30622442061917804,0.0,0.0
210X144,210,0.3674193548387097,0.20558199178223574,0.0,0.0
210X149,210,0.36548387096774193,0.17211435261976807,0.0,0.0
210X11,210,0.35096774193548386,0.5635931764197796,0.0,0.0
312X6,312,0.34838709677419355,0.0,0.0,0.0
344X185,344,0.34483870967741936,0.17647058823529413,0.0,0.0
344X19,344,0.34225806451612906,0.7142857142857143,0.0,0.0
210X74,210,0.3412903225806452,1.0,0.0,0.0
311X4,311,0.3402439024390244,0.9170871673097853,0.008064516129032251,0.0
311X27,311,0.3402439024390244,0.9172686788718456,0.008064516129032251,0.0
344X186,344,0.3396774193548387,0.17094017094017094,0.0,0.0
210X217,210,0.33548387096774196,0.3046865668404072,0.0,0.0
ERROR:#N/A_4,META,0.33225806451612905,0.31116945111588934,0.0,0.0
210X3,210,0.3293548387096774,0.181818181818182,0.0,0.0
210X154,210,0.3203225806451613,0.7105263157894741,0.0,0.0
210X193,210,0.3190322580645161,0.2500000000000001,0.0,0.0
210X174,210,0.3093548387096774,0.125,0.0,0.0
210X164,210,0.30096774193548387,0.5288461538461527,0.0,0.0
420X198,420,0.29935064935064937,0.06249999999999861,0.006451612903225823,0.0
210X201,210,0.29516129032258065,0.47468354430379883,0.0,0.0
210X203,210,0.29516129032258065,0.4810126582278488,0.0,0.0
210X179,210,0.2948387096774194,0.18978102189781018,0.0,0.0
210X212,210,0.29354838709677417,0.4779874213836488,0.0,0.0
220X163,220,0.2903225806451613,0.0,0.0,0.0
210X161,210,0.29,0.19999999999999996,0.0,0.0
210X43,210,0.29,0.4013157894736838,0.0,0.0
420X98,420,0.2877272727272727,0.06666666666666643,0.006451612903225823,0.0
420X202,420,0.2864285714285714,0.0,0.006451612903225823,0.0
210X191,210,0.2832258064516129,1.0,0.0,0.0
420X92,420,0.2822727272727273,0.12499999999999972,0.006451612903225823,0.0
420X188,420,0.282012987012987,0.36666666666666475,0.006451612903225823,0.0
420X189,420,0.282012987012987,0.36666666666666475,0.006451612903225823,0.0
210X177,210,0.28096774193548385,0.2723577235772358,0.0,0.0
210X159,210,0.28096774193548385,0.25,0.0,0.0
344X139,344,0.2805366726296959,0.5,0.09838709677419355,0.0
420X97,420,0.27714285714285714,0.10000000000000142,0.006451612903225823,0.0
344X177,344,0.2709677419354839,0.625,0.0,0.0
311X28,311,0.27,0.21756702141991108,0.008064516129032251,0.0
420X93,420,0.2690909090909091,0.15384615384615458,0.006451612903225823,0.0
340X138,340,0.26548387096774195,0.3333333333333333,0.0,0.0
420X31,420,0.26422077922077924,0.08411910669975187,0.006451612903225823,0.0
344X137,344,0.26387096774193547,0.0,0.0,0.0
520X177,520,0.2605649149274998,0.20025895554596462,0.008064516129032251,0.030000000000000027
420X30,420,0.2543506493506493,0.08828325180526439,0.006451612903225823,0.0
210X200,210,0.24483870967741936,0.01818181818181822,0.0,0.0
210X40,210,0.2429032258064516,0.016393442622950834,0.0,0.0
344X212,344,0.23516129032258065,0.0,0.0,0.0
344X208,344,0.23516129032258065,0.0,0.0,0.0
210X130,210,0.23419354838709677,0.03619909502262445,0.0,0.0
420X37,420,0.23376623376623376,0.0,0.006451612903225823,0.0
344X71,344,0.23225806451612904,0.0,0.0,0.0
344X73,344,0.23225806451612904,0.0,0.0,0.0
344X55,344,0.23225806451612904,0.0,0.0,0.0
344X77,344,0.23225806451612904,0.0,0.0,0.0
344X83,344,0.23225806451612904,0.0,0.0,0.0
344X78,344,0.23225806451612904,0.0,0.0,0.0
344X53,344,0.23225806451612904,0.0,0.0,0.0
420X1,420,0.22207792207792207,0.2727272727272727,0.006451612903225823,0.0
420X95,420,0.21876623376623378,0.16666666666666766,0.006451612903225823,0.0
344X225,344,0.21806451612903227,0.11316113161131611,0.0,0.0
420X135,420,0.21798701298701298,1.0,0.006451612903225823,0.0
344X221,344,0.21193548387096775,0.09124537607891492,0.0,0.0
520X43,520,0.2096611706235938,0.0,0.009677419354838679,0.030000000000000027
210X76,210,0.2061290322580645,0.0,0.0,0.0
420X34,420,0.19675324675324676,0.0,0.006451612903225823,0.0
210X153,210,0.19419354838709676,0.005729794933655009,0.0,0.0
311X194,311,0.19390243902439025,0.1428571428571646,0.008064516129032251,0.0
340X13,340,0.19225806451612903,0.0,0.0,0.0
420X140,420,0.19058441558441558,0.0,0.006451612903225823,0.0
340X11,340,0.18903225806451612,0.07142857142857142,0.0,0.0
344X5,344,0.18612903225806451,0.0,0.0,0.0
210X66,210,0.18548387096774194,0.0,0.0,0.0
420X118,420,0.1794805194805195,0.0,0.006451612903225823,0.0
420X36,420,0.17525974025974025,0.0,0.006451612903225823,0.0
420X38,420,0.17512987012987014,0.0,0.006451612903225823,0.0
420X114,420,0.17435064935064934,0.0,0.006451612903225823,0.0
340X15,340,0.1735483870967742,0.3333333333333333,0.0,0.0
311X196,311,0.1734959349593496,0.0,0.008064516129032251,0.0
420X94,420,0.17292207792207792,0.1999999999999993,0.006451612903225823,0.0
420X228,420,0.17246753246753246,0.0,0.006451612903225823,0.0
311X206,311,0.17138211382113822,0.029850746268656067,0.008064516129032251,0.0
311X76,311,0.1704878048780488,0.0,0.008064516129032251,0.0
311X73,311,0.16447154471544714,0.28571428571428625,0.008064516129032251,0.0
420X67,420,0.16324675324675325,0.0,0.006451612903225823,0.0
420X115,420,0.16025974025974027,0.0,0.006451612903225823,0.0
420X35,420,0.16025974025974027,0.0,0.006451612903225823,0.0
ERROR:#N/A_14,META,0.15870967741935485,0.09903381642512077,0.0,0.0
311X68,311,0.1565040650406504,0.28571428571428625,0.008064516129032251,0.0
311X74,311,0.156260162601626,0.16666666666666594,0.008064516129032251,0.0
311X190,311,0.1551219512195122,0.0,0.008064516129032251,0.0
420X89,420,0.15402597402597404,0.0,0.006451612903225823,0.0
420X100,420,0.15402597402597404,0.16666666666666619,0.006451612903225823,0.0
420X69,420,0.15324675324675324,0.024242424242429755,0.006451612903225823,0.0
420X68,420,0.15324675324675324,0.0,0.006451612903225823,0.0
420X116,420,0.15324675324675324,0.0,0.006451612903225823,0.0
420X88,420,0.15324675324675324,0.0,0.006451612903225823,0.0
420X90,420,0.15324675324675324,0.0,0.006451612903225823,0.0
420X85,420,0.15324675324675324,0.0,0.006451612903225823,0.0
420X87,420,0.15324675324675324,1.0,0.006451612903225823,0.0
420X70,420,0.15324675324675324,0.0,0.006451612903225823,0.0
420X66,420,0.15324675324675324,0.0,0.006451612903225823,0.0
344X158,344,0.14967741935483872,0.0,0.0,0.0
311X52,311,0.14782608695652175,0.023255813953488372,0.08870967741935487,0.07999999999999996
420X156,420,0.14454545454545453,0.0,0.006451612903225823,0.0
420X99,420,0.14207792207792208,0.1999999999999993,0.006451612903225823,0.0
311X69,311,0.14,0.15384615384615322,0.008064516129032251,0.0
344X85,344,0.1364516129032258,0.0,0.0,0.0
311X70,311,0.1330081300813008,0.3076923076923069,0.008064516129032251,0.0
311X75,311,0.12934959349593497,0.24999999999999925,0.008064516129032251,0.0
311X71,311,0.12699186991869918,0.1428571428571425,0.008064516129032251,0.0
311X193,311,0.12609756097560976,0.11111111111110891,0.008064516129032251,0.0
311X204,311,0.12349593495934959,0.0684931506849314,0.008064516129032251,0.0
311X207,311,0.12235772357723577,0.049999999999998934,0.008064516129032251,0.0
420X200,420,0.12194805194805194,0.024390243902438494,0.006451612903225823,0.0
420X141,420,0.12097402597402597,0.0,0.006451612903225823,0.0
ERROR:#N/A_11,META,0.11903225806451613,0.0,0.0,0.0
360X34,360,0.11838709677419355,0.13980716253443257,0.0,0.0
ERROR:#N/A_8,META,0.11741935483870967,0.1951219512195122,0.0,0.0
311X72,311,0.11739837398373984,0.0,0.008064516129032251,0.0
344X112,344,0.11709677419354839,0.0,0.0,0.0
311X191,311,0.11471544715447154,0.0,0.008064516129032251,0.0
311X205,311,0.1132520325203252,0.049999999999998934,0.008064516129032251,0.0
311X187,311,0.11146341463414634,0.0,0.008064516129032251,0.0
311X67,311,0.11113821138211383,0.1428571428571425,0.008064516129032251,0.0
311X197,311,0.11056910569105691,0.4,0.008064516129032251,0.0
311X192,311,0.11,0.0,0.008064516129032251,0.0
311X203,311,0.10747967479674797,0.051282051282050205,0.008064516129032251,0.0
311X210,311,0.10398373983739838,0.0,0.008064516129032251,0.0
344X87,344,0.1,0.0,0.0,0.0
344X105,344,0.0996774193548387,0.0,0.0,0.0
344X190,344,0.09838709677419355,0.0,0.0,0.0
344X1,344,0.09838709677419355,0.0,0.0,0.0
344X92,344,0.09838709677419355,0.0,0.0,0.0
ERROR:#N/A_16,META,0.09838709677419355,0.0,0.0,0.0
344X194,344,0.09838709677419355,0.08333333333333333,0.0,0.0
344X48,344,0.09838709677419355,0.0,0.0,0.0
344X149,344,0.09838709677419355,1.0,0.0,0.0
ERROR:#N/A_9,META,0.09838709677419355,0.0,0.0,0.0
344X103,344,0.09838709677419355,0.0,0.0,0.0
344X119,344,0.09838709677419355,0.0,0.0,0.0
344X114,344,0.09838709677419355,0.0,0.0,0.0
344X172,344,0.09838709677419355,0.0,0.0,0.0
344X110,344,0.09838709677419355,0.0,0.0,0.0
344X159,344,0.09838709677419355,0.0,0.0,0.0
344X154,344,0.09838709677419355,0.0,0.0,0.0
311X10,311,0.09804878048780488,0.14285714285714576,0.008064516129032251,0.0
311X223,311,0.0910569105691057,0.0,0.008064516129032251,0.0
311X94,311,0.09081300813008131,0.1250000000000007,0.008064516129032251,0.0
311X195,311,0.09056910569105692,0.13636363636363613,0.008064516129032251,0.0
311X182,311,0.08983739837398375,0.0,0.008064516129032251,0.0
311X209,311,0.08504065040650406,0.3333333333333531,0.008064516129032251,0.0
311X11,311,0.08487804878048781,0.14285714285714432,0.008064516129032251,0.0
311X188,311,0.08357723577235772,0.0,0.008064516129032251,0.0
311X88,311,0.07772357723577236,0.0,0.008064516129032251,0.0
311X146,311,0.0756910569105691,0.0,0.008064516129032251,0.0
311X147,311,0.07308943089430894,0.0,0.008064516129032251,0.0
311X81,311,0.07089430894308943,0.0,0.008064516129032251,0.0
311X92,311,0.07056910569105691,0.0,0.008064516129032251,0.0
311X135,311,0.06983739837398374,0.0,0.008064516129032251,0.0
311X84,311,0.06878048780487805,0.0,0.008064516129032251,0.0
311X80,311,0.06715447154471545,0.0,0.008064516129032251,0.0
311X87,311,0.06658536585365854,0.07692307692307666,0.008064516129032251,0.0
311X8,311,0.06642276422764228,0.14285714285714576,0.008064516129032251,0.0
311X95,311,0.06617886178861788,0.11111111111111067,0.008064516129032251,0.0
311X184,311,0.0659349593495935,0.0,0.008064516129032251,0.0
311X183,311,0.0659349593495935,0.0,0.008064516129032251,0.0
311X9,311,0.06520325203252032,0.0,0.008064516129032251,0.0
311X83,311,0.062032520325203254,0.0,0.008064516129032251,0.0
311X93,311,0.0608130081300813,0.0,0.008064516129032251,0.0
311X1,311,0.06056910569105691,0.1,0.008064516129032251,0.0
311X127,311,0.06032520325203252,0.0,0.008064516129032251,0.0
311X200,311,0.05975609756097561,0.0,0.008064516129032251,0.0
311X189,311,0.05943089430894309,0.01694915254237431,0.008064516129032251,0.0
311X117,311,0.05796747967479675,0.0,0.008064516129032251,0.0
311X133,311,0.05682926829268293,0.0,0.008064516129032251,0.0
311X137,311,0.05682926829268293,0.0,0.008064516129032251,0.0
220X70,220,0.05634894991922455,0.17857142857142858,0.001612903225806428,0.0
220X3,220,0.05548387096774193,0.17857142857142858,0.0,0.0
311X89,311,0.055365853658536586,0.0,0.008064516129032251,0.0
311X211,311,0.05504065040650406,0.05882352941176317,0.008064516129032251,0.0
311X65,311,0.05471544715447155,0.02564102564101667,0.008064516129032251,0.0
311X90,311,0.054390243902439024,0.07692307692307661,0.008064516129032251,0.0
311X134,311,0.05357723577235772,0.0,0.008064516129032251,0.0
311X31,311,0.053495934959349595,0.0,0.008064516129032251,0.0
311X91,311,0.04878048780487805,0.0,0.008064516129032251,0.0
311X109,311,0.04845528455284553,0.0,0.008064516129032251,0.0
311X86,311,0.04682926829268293,0.0,0.008064516129032251,0.0
311X128,311,0.04463414634146341,0.0,0.008064516129032251,0.0
311X82,311,0.04390243902439024,0.0,0.008064516129032251,0.0
311X85,311,0.04390243902439024,0.0,0.008064516129032251,0.0
311X12,311,0.043333333333333335,0.16666666666667063,0.008064516129032251,0.0
311X154,311,0.038699186991869916,1.0,0.008064516129032251,0.0
311X111,311,0.0383739837398374,0.0,0.008064516129032251,0.0
311X63,311,0.03626016260162602,0.0,0.008064516129032251,0.0
311X112,311,0.03528455284552846,0.0,0.008064516129032251,0.0
311X155,311,0.032520325203252036,0.0,0.008064516129032251,0.0
311X119,311,0.032520325203252036,0.0,0.008064516129032251,0.0
311X29,311,0.0316260162601626,0.0,0.008064516129032251,0.0
311X131,311,0.02878048780487805,0.0,0.008064516129032251,0.0
311X66,311,0.027804878048780488,0.0,0.008064516129032251,0.0
311X61,311,0.027804878048780488,0.0,0.008064516129032251,0.0
311X62,311,0.027804878048780488,0.0,0.008064516129032251,0.0
311X129,311,0.02747967479674797,0.0,0.008064516129032251,0.0
311X113,311,0.024715447154471545,0.0,0.008064516129032251,0.0
311X33,311,0.0216260162601626,0.0,0.008064516129032251,0.0
311X30,311,0.02113821138211382,0.0,0.008064516129032251,0.0
311X130,311,0.02048780487804878,0.0,0.008064516129032251,0.0
311X106,311,0.015934959349593495,0.0,0.008064516129032251,0.0
311X115,311,0.009268292682926829,0.0,0.008064516129032251,0.0
311X104,311,0.008211382113821138,0.0,0.008064516129032251,0.0
420X134,420,0.006493506493506494,0.0,0.006451612903225823,0.0
311X151,311,0.004390243902439025,0.0,0.008064516129032251,0.0
312X478,312,0.003784088066049537,0.0,0.07903225806451608,0.43999999999999995
311X32,311,0.0034146341463414634,0.0,0.008064516129032251,0.0
311X103,311,0.0026016260162601626,0.0,0.008064516129032251,0.0
311X107,311,0.0026016260162601626,0.0,0.008064516129032251,0.0
311X142,311,0.002113821138211382,0.0,0.008064516129032251,0.0
311X152,311,0.0015447154471544715,0.0,0.008064516129032251,0.0
