row_index,ID,actual,prediction,empirical_lower,empirical_upper,squared_error,fraction_total_squared_error
670,NH1802,2.79249957954625,3.020815054575602,2.7757237631080254,3.2659063460431788,0.05212795613787871,0.012222569191305743
747,NH1882,3.1094892235862157,2.886469841003418,2.6413785495358413,3.1315611324709947,0.04973764500761231,0.01166210710257252
761,NH1896,3.098168814394583,2.8769006729125977,2.631809381445021,3.1219919643801743,0.048959590434891946,0.011479674746611105
750,NH1885,3.093912742424167,2.883136828740438,2.6380455372728613,3.1282281202080147,0.0444264857892108,0.010416786628828056
653,NH1783,3.2464855959600003,3.038692315419515,2.7936010239519384,3.283783606887092,0.04317804743777678,0.010124062239421312
758,NH1893,2.7234406489902776,2.92494002978007,2.679848738312493,3.1700313212476465,0.04060200045866969,0.009520050212575102
767,NH1902,3.051669253787917,2.852039178212484,2.606947886744907,3.097130469680061,0.03985216707425309,0.009344234947561801
729,NH1864,2.9720060656563896,2.787988821665446,2.542897530197869,3.0330801131330225,0.03386234608602253,0.00793978699110366
650,NH1780,2.6930897878783333,2.875989357630412,2.630898066162835,3.1210806490979883,0.03345225261549553,0.007843631373469983
681,NH1814,3.083927734847778,2.902083158493042,2.6569918670254653,3.1471744499606187,0.03306744994963335,0.007753405752575521
742,NH1877,2.7871418661619445,2.959872325261434,2.7147810337938574,3.2049636167290108,0.029835811500720445,0.006995675592608245
746,NH1881,3.0694516515147225,2.8988592624664307,2.653767970998854,3.143950553934008,0.029101763201203775,0.006823561495004419
734,NH1869,3.088743020202778,2.922710577646891,2.6776192861793144,3.167801869114468,0.027566771981073917,0.006463648354606977
799,NH1942,2.826486689394166,2.9867618878682456,2.741670596400669,3.2318531793358223,0.025688139245905666,0.006023160748879409
768,NH1903,3.0322009696975005,2.8721162478129068,2.62702495634533,3.1172075392804834,0.025627118180867735,0.006008852990724062
678,NH1810,3.153575530303333,2.9960312843322754,2.7509399928646987,3.241122575799852,0.024820189438589046,0.005819650437704957
796,NH1939,2.74553563447,2.9027677377065024,2.6576764462389257,3.147859029174079,0.02472193428817418,0.0057966123126119385
794,NH1937,2.636884884469584,2.7925126552581787,2.547421363790602,3.0376039467257554,0.024220003040627366,0.005678923267098768
727,NH1862,3.2410290732322222,3.08775798479716,2.842666693329583,3.3328492762647364,0.023492026550068625,0.0055082328413709
777,NH1916,2.4743899356062498,2.62660018603007,2.381508894562493,2.8716914774976465,0.02316796033408202,0.0054322482442195315
787,NH1927,2.8397461098491656,2.696816762288412,2.451725470820835,2.9419080537559883,0.0204287983941427,0.004789990254120209
776,NH1915,2.79499519318125,2.6526158650716147,2.407524573604038,2.8977071565391914,0.020271873072951113,0.004753195590791019
775,NH1915,2.79499519318125,2.6541454792022705,2.409054187734694,2.899236770669847,0.019838641927960268,0.004651614826115086
755,NH1890,2.724288702020557,2.8650753498077397,2.6199840583401626,3.110166641275316,0.019820880195152282,0.004647450189242909
752,NH1887,2.731580166666667,2.869289557139078,2.624198265671502,3.1143808486066558,0.018963876224283065,0.004446506375074041
772,NH1912,2.5437110277763884,2.6780755519866943,2.4329842605191176,2.923166843454271,0.018053825366261902,0.004233124527714631
791,NH1934,2.8276744242425,2.7009748617808023,2.4558835703132256,2.946066153248379,0.0160527791279856,0.003763934328934483
738,NH1873,3.0056338358586103,2.8831797440846763,2.6380884526171,3.128271035552253,0.014995004592179067,0.003515915350049139
783,NH1923,3.1264781780304163,3.008150259653727,2.7630589681861504,3.253241551121304,0.014001496267360424,0.0032829650266158698
773,NH1913,2.746056801515166,2.8643458684285483,2.619254576960972,3.109437159896125,0.013992303351238624,0.003280809541120306
652,NH1782,3.008942829544999,2.9001431465148926,2.655051855047316,3.1452344379824693,0.011837371027451658,0.0027755372960240055
719,NH1854,3.230940229798056,3.122679154078165,2.877587862610589,3.3677704455457422,0.011720460516027965,0.0027481250028719884
792,NH1935,2.9520165227275004,2.8467091719309487,2.601617880463372,3.091800463398525,0.011089638131787982,0.0026002145377387697
769,NH1904,2.7241102272730555,2.8278237183888755,2.582732426921299,3.072915009856452,0.010756488239431265,0.00252210006880322
759,NH1894,3.029373813131944,2.928080479303996,2.682989187836419,3.1731717707715723,0.010260339477980121,0.0024057668569278613
708,NH1841,2.866558499999168,2.9668923219045005,2.721801030436924,3.211983613372077,0.010066875818131017,0.0023604049600935697
745,NH1880,2.897714590909444,2.7975716590881348,2.552480367620558,3.0426629505557115,0.010028606793767422,0.0023514319284839934
741,NH1876,2.9141102474752776,2.8157052199045816,2.570613928437005,3.0607965113721582,0.009683549451189445,0.002270525490612688
649,NH1779,2.7614538989908333,2.859730323155721,2.6146390316881445,3.104821614623298,0.009658255546636964,0.002264594767035242
770,NH1905,2.746016212121389,2.8437937100728354,2.5987024186052587,3.088885001540412,0.009560439105645128,0.0022416595072121312
751,NH1886,2.939886005050278,3.036841948827108,2.791750657359531,3.2819332402946846,0.009400455033655806,0.0022041476511128004
737,NH1872,2.942174520202223,2.8464206059773765,2.6013293145098,3.091511897444953,0.009168812089379298,0.002149833764210949
707,NH1840,2.874379613635833,2.9662319819132485,2.721140690445672,3.211323273380825,0.008436857558169964,0.001978210597575897
753,NH1888,2.8290362626252783,2.9157561461130777,2.670664854645501,3.1608474375806543,0.007520338192137495,0.001763312063344599
756,NH1891,2.8633116767680558,2.948927164077759,2.703835872610182,3.1940184555453355,0.00733001166727792,0.0017186857382133413
680,NH1812,2.8218975429294444,2.904141108194987,2.65904981672741,3.1492323996625635,0.006764004027587539,0.0015859725445361325
726,NH1861,2.9741623308077783,2.8958370685577397,2.6507457770901626,3.140928360025316,0.006134846706537314,0.0014384524908357139
739,NH1874,2.994959267676389,2.91960080464681,2.6745095131792334,3.1646920961143867,0.005678897950180449,0.0013315450723380207
779,NH1919,3.080316560607499,3.00738533337911,2.762294041911533,3.2524766248466865,0.00531896390503892,0.0012471504576822556
771,NH1906,2.7964260378791668,2.8682359059651694,2.6231446144975927,3.113327197432746,0.005156657154529102,0.0012090939974773883
720,NH1855,3.0071051666666664,2.937573273976644,2.692481982509068,3.1826645654442207,0.004834684101056784,0.0011336001892530184
798,NH1941,2.890727479167292,2.9582714239756265,2.71318013250805,3.203362715443203,0.004562184480271319,0.0010697065376230686
677,NH1809,2.9861731515158336,2.918843507766724,2.673752216299147,3.1639347992343003,0.004533280927382006,0.0010629294509839958
735,NH1870,2.701326292928889,2.767481009165446,2.522389717697869,3.0125723006330225,0.004376446480339349,0.0010261560951384532
763,NH1898,2.9688397462108327,2.910376707712809,2.6652854162452324,3.155467999180386,0.003417926870421388,0.000801409661143268
757,NH1892,2.857573138888055,2.8042662938435874,2.5591750023760107,3.049357585311164,0.0028416197285949024,0.0006662815180450314
790,NH1930,2.7980310681816665,2.7454233964284263,2.5003321049608496,2.990514687896003,0.0027675671272966683,0.0006489182237549231
679,NH1811,2.871042633838056,2.8185818990071616,2.573490607539585,3.0636731904747383,0.0027521286989974072,0.0006452983377652706
648,NH1778,2.758398689393333,2.808361530303955,2.5632702388363784,3.053452821771532,0.00249628547186011,0.0005853101514350513
671,NH1803,2.937501015152084,2.9856329758962,2.740541684428623,3.2307242673637764,0.00231668564507312,0.0005431989413994176
646,NH1776,2.980085080807223,2.934339682261149,2.6892483907935723,3.1794309737287256,0.0020926414881391555,0.0004906667607248084
789,NH1929,2.725575681818333,2.682091315587362,2.437000024119785,2.9271826070549385,0.0018908901065092269,0.00044336162152289996
765,NH1900,2.9686246174241666,2.9269114335378013,2.681820142070225,3.172002725005378,0.0017399897099377305,0.0004079796369844659
743,NH1878,2.881115969696111,2.8394808769226074,2.5943895854550307,3.084572168390184,0.0017334809502582362,0.0004064535122056279
780,NH1920,3.074781935605833,3.03326423962911,2.788172948161533,3.2783555310966865,0.001723719079215615,0.0004041646224601821
740,NH1875,2.9547060252525004,2.99249267578125,2.7474013843136733,3.2375839672488267,0.0014278309581818548,0.00033478701205368755
667,NH1799,2.8961089031301643,2.920581022898356,2.6754897314307797,3.1656723143659327,0.0005988846459487159,0.00014042194563235178
760,NH1895,2.993994939392917,2.970682064692179,2.7255907732246025,3.215773356159756,0.0005434901268123024,0.0001274334574366303
782,NH1922,3.0634608787883337,3.040867805480957,2.7957765140133803,3.2859590969485337,0.0005104469614724974,0.0001196857457558332
682,NH1815,2.989412714646667,3.011009852091471,2.7659185606238945,3.256101143559048,0.0004664363458097677,0.00010936646921126909
754,NH1889,2.7347963308080554,2.755335569381714,2.510244277914137,3.0004268608492906,0.00042186032118565997,9.891461984659387e-05
784,NH1924,3.056521689394167,3.0360418955485025,2.7909506040809258,3.281133187016079,0.00041942195596092463,9.834289039696474e-05
668,NH1800,2.9398054747483333,2.920817613601685,2.675726322134108,3.1659089050692613,0.00036053887092439606,8.453642963428121e-05
709,NH1842,2.87035814015125,2.885442574818929,2.6403512833513525,3.130533866286506,0.00022754016924347783,5.335189921936965e-05
728,NH1863,2.8970417272727773,2.911958297093709,2.6668670056261328,3.157049588561286,0.00022250405522273044,5.217106926488076e-05
793,NH1936,2.8923221287880567,2.880344152450561,2.635252860982985,3.125435443918138,0.00014347191714160555,3.3640210823426286e-05
647,NH1777,3.01455415909125,3.007399400075277,2.7623081086077,3.252490691542853,5.1190576576647886e-05,1.2002779516158011e-05
672,NH1804,2.8409999696970827,2.8471341927846274,2.6020429013170507,3.092225484252204,3.7628692887766964e-05,8.822891524513969e-06
736,NH1871,2.854200143939445,2.848281462987264,2.6031901715196875,3.093372754454841,3.503078421370702e-05,8.213753532657855e-06
723,NH1858,2.962446318182917,2.960395097732544,2.7153038062649677,3.2054863892001206,4.207505336027881e-06,9.865440524152811e-07
724,NH1859,2.93402264015125,2.9320075511932373,2.6869162597256606,3.177098842660814,4.060583508704354e-06,9.520949327255493e-07
781,NH1921,3.0350634280308326,3.03427012761434,2.7891788361467627,3.279361419081916,6.293255508077087e-07,1.4755949894253486e-07
