row_index,ID,actual,prediction,empirical_lower,empirical_upper,residual,squared_error,fraction_total_squared_error
670,NH1802,2.79249957954625,2.9709742069244385,2.7139343278448758,3.2280140860040016,-0.17847462737818853,0.031853192617783244,0.00717290342136102
796,NH1939,2.74553563447,2.923742135365804,2.666702256286241,3.180782014445368,-0.17820650089580425,0.03175755696152628,0.007151367579280729
734,NH1869,3.088743020202778,2.914010127385457,2.6569702483058943,3.1710500064650207,0.17473289281732107,0.030531583832309413,0.006875295194368616
745,NH1880,2.897714590909444,2.730228583017985,2.4731887039384217,2.987268462097548,0.1674860078914593,0.028051562839417964,0.00631682837823456
794,NH1937,2.636884884469584,2.8043460051218667,2.547306126042304,3.06138588420143,-0.1674611206522827,0.02804322693011838,0.006314951245444367
791,NH1934,2.8276744242425,2.664513349533081,2.407473470453518,2.921553228612644,0.16316107470941876,0.02662153630033253,0.005994805955618235
799,NH1942,2.826486689394166,2.983067433039347,2.726027553959784,3.2401073121189103,-0.15658074364518138,0.02451752928047801,0.005521012344648875
758,NH1893,2.7234406489902776,2.8709983030954995,2.6139584240159364,3.1280381821750627,-0.14755765410522192,0.021773261285036316,0.004903040716817581
792,NH1935,2.9520165227275004,2.8113389015197754,2.554299022440212,3.0683787805993386,0.14067762120772498,0.01979019310866415,0.004456480879699377
741,NH1876,2.9141102474752776,2.7745344638824463,2.517494584802883,3.031574342962009,0.1395757835928313,0.019481399365552873,0.004386944751153783
755,NH1890,2.724288702020557,2.863801956176758,2.6067620770971947,3.120841835256321,-0.13951325415620097,0.019463948085252727,0.00438301496145659
719,NH1854,3.230940229798056,3.0929285685221357,2.835888689442572,3.3499684476016984,0.13801166127592035,0.019047218648139373,0.004289173190519525
650,NH1780,2.6930897878783333,2.82840363184611,2.5713637527665467,3.085443510925673,-0.13531384396777657,0.018309836369335784,0.0041231247841965624
769,NH1904,2.7241102272730555,2.852267265319824,2.595227386240261,3.1093071443993874,-0.1281570380467687,0.01642422640092092,0.003698511202880246
652,NH1782,3.008942829544999,2.8853933016459146,2.6283534225663514,3.1424331807254777,0.12354952789908458,0.015264485844086679,0.003437353487613637
759,NH1894,3.029373813131944,2.9102452596028647,2.6532053805233016,3.167285138682428,0.11912855352907936,0.014191612265930726,0.003195757028138291
752,NH1887,2.731580166666667,2.845787127812704,2.5887472487331404,3.1028270068922668,-0.11420696114603723,0.013043229974212459,0.002937157038864449
738,NH1873,3.0056338358586103,2.891784429550171,2.634744550470608,3.148824308629734,0.11384940630843943,0.012961687316784128,0.002918794747414643
739,NH1874,2.994959267676389,2.882607777913412,2.6255678988338484,3.1396476569929748,0.11235148976297715,0.01262285725196036,0.002842494849931917
790,NH1930,2.7980310681816665,2.6927271684010825,2.43568728932152,2.9497670474806457,0.10530389978058396,0.011088911308999272,0.0024970711985423956
777,NH1916,2.4743899356062498,2.573913097381592,2.3168732183020286,2.830952976461155,-0.09952316177534204,0.009904859729760903,0.002230438973455946
763,NH1898,2.9688397462108327,2.871544679005941,2.6145047999263777,3.128584558085504,0.09729506720489178,0.009466330102404408,0.002131688097768921
783,NH1923,3.1264781780304163,3.0293524265289307,2.7723125474493675,3.286392305608494,0.09712575150148561,0.009433411604728334,0.0021242753022152673
771,NH1906,2.7964260378791668,2.890507618586222,2.633467739506659,3.1475474976657853,-0.09408158070705541,0.00885134382833818,0.0019932015980867203
677,NH1809,2.9861731515158336,2.8943774700164795,2.6373375909369163,3.1514173490960427,0.09179568149935413,0.008426447141930866,0.0018975206742864962
757,NH1892,2.857573138888055,2.7670307954152427,2.5099909163356795,3.024070674494806,0.09054234347281254,0.008197915961548759,0.0018460585773682951
708,NH1841,2.866558499999168,2.957078774770101,2.700038895690538,3.214118653849664,-0.09052027477093327,0.008193920144605259,0.0018451587740308687
742,NH1877,2.7871418661619445,2.8738839626312256,2.6168440835516624,3.1309238417107887,-0.0867420964692811,0.0075241912998860695,0.0016943449959799842
649,NH1779,2.7614538989908333,2.848188797632853,2.59114891855329,3.105228676712416,-0.08673489864201978,0.007522942642441444,0.0016940638153974243
770,NH1905,2.746016212121389,2.830488840738932,2.573448961659369,3.0875287198184957,-0.08447262861754323,0.007135624985557384,0.0016068451751953686
707,NH1840,2.874379613635833,2.9582868417104087,2.701246962630845,3.215326720789972,-0.08390722807457562,0.007040422923158852,0.0015854069725230934
798,NH1941,2.890727479167292,2.97417426109314,2.7171343820135765,3.231214140172703,-0.08344678192584798,0.006963365413780029,0.0015680546750847409
737,NH1872,2.942174520202223,2.861561934153239,2.604522055073676,3.118601813232802,0.08061258604898436,0.0064983890295049074,0.0014633483513689484
760,NH1895,2.993994939392917,2.9139244556427,2.656884576563137,3.170964334722264,0.08007048375021686,0.006411282367993742,0.001443733122281113
772,NH1912,2.5437110277763884,2.6233530839284263,2.366313204848863,2.8803929630079894,-0.0796420561520379,0.006342857108124358,0.0014283246893960961
735,NH1870,2.701326292928889,2.7748114267985025,2.5177715477189397,3.0318513058780656,-0.07348513386961342,0.005400064899835005,0.0012160207756999927
726,NH1861,2.9741623308077783,2.9008177121480307,2.643777833068468,3.157857591227594,0.07334461865974751,0.005379433086343782,0.0012113747734183423
668,NH1800,2.9398054747483333,2.867075284322103,2.61003540524254,3.124115163401666,0.0727301904262303,0.005289680599435722,0.0011911637406297776
646,NH1776,2.980085080807223,2.908992608388265,2.651952729308702,3.1660324874678283,0.07109247241895789,0.005054139634640287,0.0011381231361125206
751,NH1886,2.939886005050278,3.0105197429656982,2.753479863886135,3.2675596220452614,-0.07063373791542027,0.004989124931904279,0.001123482714058452
779,NH1919,3.080316560607499,3.0104223092397056,2.7533824301601424,3.2674621883192687,0.06989425136779337,0.004885206374264285,0.0011000816758459538
789,NH1929,2.725575681818333,2.656079053878784,2.399039174799221,2.913118932958348,0.0694966279395488,0.004829781294968076,0.0010876007058633395
793,NH1936,2.8923221287880567,2.824713468551636,2.5676735894720726,3.081753347631199,0.06760866023642054,0.004570930938963751,0.001029311145175242
765,NH1900,2.9686246174241666,2.904505650202433,2.64746577112287,3.1615455292819963,0.06411896722173349,0.004111241957581734,0.0009257954722917587
720,NH1855,3.0071051666666664,2.946669419606527,2.689629540526964,3.20370929868609,0.060435747060139544,0.0036524795227171657,0.0008224884450145355
647,NH1777,3.01455415909125,2.958847681681315,2.701807802601752,3.215887560760878,0.05570647740993495,0.003103211625423593,0.0006988008251575145
680,NH1812,2.8218975429294444,2.8770415782928467,2.6200016992132835,3.13408145737241,-0.05514403536340229,0.003040864636160162,0.0006847611356995244
679,NH1811,2.871042633838056,2.816635608673096,2.5595957295935325,3.073675487752659,0.054407025164959766,0.002960124387300565,0.0006665795356873732
743,NH1878,2.881115969696111,2.8273759682973227,2.57033608921776,3.084415847376886,0.053740001398788095,0.0028879877503417465,0.0006503353514306744
773,NH1913,2.746056801515166,2.7935667832692466,2.5365269041896834,3.0506066623488097,-0.0475099817540805,0.002257198366273062,0.0005082902074654678
667,NH1799,2.8961089031301643,2.849630912144979,2.592591033065416,3.106670791224542,0.04647799098518535,0.0021602036460189704,0.00048644832275667696
648,NH1778,2.758398689393333,2.8033969402313232,2.54635706115176,3.0604368193108864,-0.04499825083799003,0.00202484257847867,0.0004559668612551746
756,NH1891,2.8633116767680558,2.90747865041097,2.650438771331407,3.1645185294905334,-0.04416697364291444,0.001950721560773899,0.000439275821588636
672,NH1804,2.8409999696970827,2.808742682139078,2.5517028030595155,3.065782561218642,0.0322572875580045,0.001040532600599792,0.00023431371355576676
723,NH1858,2.962446318182917,2.9302502473195395,2.6732103682399764,3.1872901263991027,0.03219607086337728,0.0010365869790396115,0.0002334252135322993
780,NH1920,3.074781935605833,3.0429185231526694,2.7858786440731063,3.2999584022322326,0.0318634124531636,0.0010152770531604211,0.0002286265096132938
740,NH1875,2.9547060252525004,2.923417886098226,2.666378007018663,3.180457765177789,0.03128813915427431,0.000978947651737233,0.00022044562517601756
753,NH1888,2.8290362626252783,2.8593228658040366,2.602282986724473,3.1163627448836,-0.03028660317875831,0.0009172783321075729,0.00020655853765319144
736,NH1871,2.854200143939445,2.824110984802246,2.567071105722683,3.0811508638818093,0.030089159137198784,0.0009053574975836731,0.00020387412872225678
682,NH1815,2.989412714646667,2.971402327219645,2.714362448140082,3.228442206299208,0.01801038742702188,0.0003243740552714278,7.304460180102019e-05
754,NH1889,2.7347963308080554,2.751086950302124,2.494047071222561,3.008126829381687,-0.016290619494068626,0.00026538428350052874,5.97609118162191e-05
671,NH1803,2.937501015152084,2.9260470072428384,2.6690071281632752,3.1830868863224016,0.011454007909245778,0.00013119429718506484,2.9543161793346666e-05
784,NH1924,3.056521689394167,3.0452009042104087,2.788161025130845,3.302240783289972,0.011320785183758453,0.0001281601771768049,2.885991945562516e-05
781,NH1921,3.0350634280308326,3.046058257420858,2.7890183783412947,3.303098136500421,-0.010994829390025274,0.00012088627331576353,2.7221935768477076e-05
782,NH1922,3.0634608787883337,3.0721938610076904,2.8151539819281277,3.3292337400872536,-0.0087329822193567,7.626497844360027e-05,1.717383030869937e-05
709,NH1842,2.87035814015125,2.8636647860209146,2.6066249069413514,3.1207046651004777,0.00669335413033556,4.480098951408011e-05,1.0088570236017626e-05
728,NH1863,2.8970417272727773,2.890833059946696,2.6337931808671327,3.147872939026259,0.006208667326081496,3.854754996595196e-05,8.68038115844929e-06
724,NH1859,2.93402264015125,2.92797334988912,2.6709334708095565,3.1850132289686828,0.006049290262129858,3.659391267549913e-05,8.240448754406243e-06
