ID,Tool,missing_rate,zero_rate,row_index,fold,y_true,y_pred,residual,absolute_residual,squared_error,relative_error
NH1041,O,0.0007429420505200594,0.03937592867756315,63,1,2.7737916401516665,2.7537810802459717,0.02001055990569478,0.02001055990569478,0.0004004225077393995,0.007214153945821763
NH1042,L,0.0,0.03528974739970282,64,5,2.5935001388886105,2.569258213043213,0.02424192584539764,0.02424192584539764,0.000587670968693758,0.009347185096267877
NH1043,L,0.0007429420505200594,0.043833580980683504,65,1,2.6239309191916664,2.6922221183776855,-0.06829119918601911,0.06829119918601911,0.004663687886264538,0.026026294627844476
NH1044,L,0.002228826151560178,0.03603268945022288,66,1,2.6159792247480556,2.673804521560669,-0.05782529681261339,0.05782529681261339,0.0033437649514668362,0.022104646805121485
NH1045,O,0.0007429420505200594,0.03566121842496285,67,1,2.6250939318183333,2.6794285774230957,-0.05433464560476242,0.05433464560476242,0.0029522537129951284,0.020698171957262323
NH1046,O,0.0007429420505200594,0.03677563150074294,68,3,2.701172087120833,2.9199373722076416,-0.2187652850868087,0.2187652850868087,0.047858249959112684,0.08098902181382625
NH1047,O,0.0007429420505200594,0.0412332838038633,69,2,2.7164298371212494,2.7489964962005615,-0.03256665907931211,0.03256665907931211,0.0010605872835881419,0.011988772407909054
NH1048,O,0.001114413075780089,0.03974739970282318,70,2,2.7741930568175,2.808786153793335,-0.034593096975835014,0.034593096975835014,0.0011966823583795256,0.012469606933378698
NH1049,L,0.0018573551263001485,0.046433878157503716,71,5,2.578657691919722,2.690859079360962,-0.11220138744123975,0.11220138744123975,0.012589151343739193,0.043511547807520805
NH1050,N,0.0014858841010401188,0.03863298662704309,72,1,2.8985573611116666,2.6886959075927734,0.20986145351889318,0.20986145351889318,0.04404182967306256,0.07240203569348506
NH1051,M,0.0003714710252600297,0.05312035661218425,73,2,3.2414208611108335,3.159911870956421,0.0815089901544126,0.0815089901544126,0.00664371547599213,0.025146068235784216
NH1052,L,0.030832095096582468,0.03789004457652303,74,2,2.987806723485,3.0763165950775146,-0.08850987159251478,0.08850987159251478,0.007833997369323454,0.029623693827573485
NH1053,N,0.02897473997028232,0.04049034175334324,75,3,2.86922614015125,2.797842502593994,0.07138363755725585,0.07138363755725585,0.005095623710905668,0.02487905590929407
NH1054,J,0.030460624071322436,0.046805349182763745,76,1,2.9176920505052766,2.9650514125823975,-0.04735936207712088,0.04735936207712088,0.0022429091763518354,0.016231789118698495
NH1055,J,0.029717682020802376,0.05237741456166419,77,1,2.6812416590913895,2.7253167629241943,-0.044075103832804885,0.044075103832804885,0.0019426147778725319,0.01643831830053113
NH1056,J,0.029346210995542348,0.043833580980683504,78,1,2.8710524797972212,2.9166462421417236,-0.04559376234450241,0.04559376234450241,0.002078791164726966,0.015880504680885095
NH1057,J,0.02897473997028232,0.04717682020802377,79,2,2.9321518409091665,2.7875380516052246,0.14461378930394186,0.14461378930394186,0.02091314805684489,0.04932002063680728
NH1058,J,0.029346210995542348,0.04977711738484398,80,5,2.8585481189389994,2.785158395767212,0.07338972317178749,0.07338972317178749,0.005386051467231602,0.025673775678473346
NH1059,J,0.029346210995542348,0.04977711738484398,81,1,3.1675753939404174,3.0915067195892334,0.07606867435118403,0.07606867435118403,0.005786443217546483,0.024014795195302894
NH1060,N,0.030089153046062408,0.037518573551263,82,2,2.7381041560605417,2.924111843109131,-0.18600768704858917,0.18600768704858917,0.03459885964116589,0.06793302096883726
NH1061,L,0.030460624071322436,0.04011887072808321,83,2,3.1726480151512497,3.0623748302459717,0.11027318490527804,0.11027318490527804,0.01216017530915364,0.03475745950342563
NH1062,N,0.030089153046062408,0.04049034175334324,84,1,2.903242549242084,2.828329563140869,0.07491298610121477,0.07491298610121477,0.005611955486600798,0.02580321307317077
NH1063,L,0.029717682020802376,0.0412332838038633,85,5,2.9117059848487505,2.993832588195801,-0.08212660334705024,0.08212660334705024,0.0067447789773237244,0.028205664917533946
NH1064,N,0.029346210995542348,0.03528974739970282,86,1,2.9427593295454164,2.867901086807251,0.07485824273816544,0.07485824273816544,0.005603756505846098,0.025438112449958233
NH1065,M,0.002600297176820208,0.05237741456166419,87,5,2.6342583977283334,2.7120702266693115,-0.07781182894097816,0.07781182894097816,0.006054680723140046,0.029538419240895297
NH1068,N,0.029717682020802376,0.04271916790490342,88,3,3.315515136364166,3.2454845905303955,0.07003054583377066,0.07003054583377066,0.0049042773497758535,0.0211220709161189
NH1068,O,0.029717682020802376,0.04309063893016345,89,2,3.315515136364166,3.280250072479248,0.035265063884918124,0.035265063884918124,0.0012436247308073565,0.010636375475450124
NH1069,O,0.030089153046062408,0.04271916790490342,90,2,3.190142772727084,2.951843738555908,0.2382990341711757,0.2382990341711757,0.05678642968691517,0.07469854835600094
NH1070,N,0.029346210995542348,0.045319465081723624,91,5,2.8489684166679163,2.7676615715026855,0.08130684516523079,0.08130684516523079,0.006610803070722813,0.028539047568767625
NH1070,O,0.029346210995542348,0.045319465081723624,92,2,2.8489684166679163,2.848020553588867,0.0009478630790491493,0.0009478630790491493,8.984444166245339e-07,0.0003327039617228941
NH1071,N,0.02897473997028232,0.045319465081723624,93,3,2.968626496211667,2.912224292755127,0.0564022034565399,0.0564022034565399,0.0031812085547529216,0.018999427354197997
NH1071,O,0.02897473997028232,0.04569093610698365,94,4,2.968626496211667,2.9861831665039062,-0.017556670292239396,0.017556670292239396,0.0003082366717504013,0.005914071815581366
NH1072,N,0.030832095096582468,0.03974739970282318,95,5,2.833847981060416,2.8221068382263184,0.011741142834097662,0.011741142834097662,0.00013785443505068287,0.004143180196172705
NH1072,O,0.030832095096582468,0.03974739970282318,96,1,2.833847981060416,2.892568349838257,-0.058720368777840815,0.058720368777840815,0.0034480817094056223,0.020721072255910897
NH1073,N,0.04569093610698365,0.037518573551263,97,1,2.7974188749995834,2.8024208545684814,-0.0050019795688980295,0.0050019795688980295,2.5019799607673316e-05,0.0017880695714176827
NH1074,N,0.002600297176820208,0.038261515601783064,98,5,2.9144939356058335,2.886016607284546,0.028477328321287576,0.028477328321287576,0.0008109582283184074,0.009770934148592848
NH1075,J,0.0018573551263001485,0.0512630014858841,99,5,2.6902861060604986,2.7655036449432373,-0.07521753888273874,0.07521753888273874,0.005657678155576315,0.02795893667713099
NH1076,J,0.0007429420505200594,0.04606240713224369,100,3,2.5707335818185,2.621422052383423,-0.05068847056492265,0.05068847056492265,0.00256932104821103,0.019717512123153046
NH1077,J,0.0014858841010401188,0.04457652303120357,101,1,2.805351297979444,2.8824965953826904,-0.07714529740324627,0.07714529740324627,0.0059513969114353155,0.027499335808240027
NH1078,N,0.0007429420505200594,0.03566121842496285,102,5,2.4777652575758333,2.6423099040985107,-0.16454464652267742,0.16454464652267742,0.027074940699272857,0.0664084888669382
NH1079,N,0.03194650817236255,0.03677563150074294,103,4,2.9313184583325,2.883305072784424,0.048013385548076215,0.048013385548076215,0.002305285191788214,0.016379450486376894
NH1079,O,0.03194650817236255,0.03677563150074294,104,2,2.9313184583325,2.923600673675537,0.007717784656962934,0.007717784656962934,5.956420001125247e-05,0.0026328714422078226
NH1080,N,0.001114413075780089,0.03566121842496285,105,5,2.855838647726667,2.9167351722717285,-0.06089652454506167,0.06089652454506167,0.0037083867016672986,0.021323517206938775
NH1081,N,0.0018573551263001485,0.04049034175334324,106,5,2.523999419192222,2.614621162414551,-0.09062174322232863,0.09062174322232863,0.008212300344653665,0.03590402697132759
NH1082,L,0.0014858841010401188,0.04569093610698365,107,3,2.487453719696667,2.5376968383789062,-0.050243118682239185,0.050243118682239185,0.002524370974917572,0.020198614464411378
NH1083,N,0.0014858841010401188,0.03863298662704309,108,2,2.8043310757572226,2.8496291637420654,-0.045298087984842805,0.045298087984842805,0.00205191677508256,0.016152903049293246
NH1084,L,0.0018573551263001485,0.04569093610698365,109,1,3.018355268938333,2.7648465633392334,0.25350870559909966,0.25350870559909966,0.06426666381453099,0.0839890215071283
NH1085,L,0.0003714710252600297,0.04457652303120357,110,1,3.1800548977274996,2.878791332244873,0.30126356548262656,0.30126356548262656,0.09075973588730482,0.09473533482010575
NH1086,L,0.0014858841010401188,0.04606240713224369,111,4,2.814487545454167,2.7566611766815186,0.05782636877264835,0.05782636877264835,0.00334388892543032,0.020545967192509465
NH1087,M,0.002600297176820208,0.04940564635958395,112,4,3.051406034090833,2.8887832164764404,0.16262281761439246,0.16262281761439246,0.026446180808843953,0.05329438815991352
NH1088,N,0.0007429420505200594,0.04011887072808321,113,3,2.6765812348487494,2.6263179779052734,0.050263256943476,0.050263256943476,0.002526394998565888,0.01877890208936533
NH1089,L,0.0018573551263001485,0.044947994056463596,114,2,2.592809897726667,2.6966099739074707,-0.10380007618080356,0.10380007618080356,0.010774455815140622,0.04003381669893104
NH1090,M,0.0003714710252600297,0.05460624071322437,115,4,2.9624291401516665,2.840291976928711,0.12213716322295554,0.12213716322295554,0.014917486640150883,0.04122872056837157
NH1091,M,0.0014858841010401188,0.05609212481426449,116,3,2.7214452386375,2.8495755195617676,-0.12813028092426748,0.12813028092426748,0.016417368889731703,0.047081704641747345
NH1092,M,0.0003714710252600297,0.04234769687964339,117,3,2.9688508787875003,2.9376134872436523,0.03123739154384797,0.03123739154384797,0.0009757746304636647,0.010521711200461177
NH1093,L,0.0014858841010401188,0.03268945022288262,118,1,2.8608070643945824,2.6811423301696777,0.1796647342249047,0.1796647342249047,0.03227941672410564,0.062802114990884
NH1094,N,0.004086181277860327,0.04234769687964339,119,4,2.5178163598487497,2.6880156993865967,-0.17019933953784694,0.17019933953784694,0.028967815179119307,0.06759799572833165
NH1095,L,0.0014858841010401188,0.041976225854383355,120,1,2.5500920277777785,2.629666328430176,-0.07957430065239723,0.07957430065239723,0.006332069324318107,0.031204481950288396
NH1096,N,0.0014858841010401188,0.04271916790490342,121,5,2.552244474747501,2.572000741958618,-0.01975626721111734,0.01975626721111734,0.0003903100941170701,0.007740742474548458
NH1097,M,0.0007429420505200594,0.04977711738484398,122,4,2.836407742424167,2.8772592544555664,-0.04085151203139947,0.04085151203139947,0.0016688460352515758,0.014402552714960113
NH1098,M,0.0003714710252600297,0.050148588410104014,123,4,2.6806118358586115,2.579298734664917,0.10131310119369452,0.10131310119369452,0.010264344473483787,0.03779476753716776
NH1099,L,0.002600297176820208,0.038261515601783064,124,3,2.7470737393934996,2.6675870418548584,0.07948669753864124,0.07948669753864124,0.006318135085599435,0.028935043278511124
NH1100,N,0.0029717682020802376,0.036404160475482915,125,3,2.613716775253056,2.5612688064575195,0.05244796879553659,0.05244796879553659,0.0027507894307775803,0.020066431562937262
NH1101,N,0.001114413075780089,0.034546805349182766,126,3,2.633580800505278,2.5994341373443604,0.03414666316091752,0.03414666316091752,0.001165994605025162,0.012965868810386676
NH1102,M,0.0007429420505200594,0.0412332838038633,127,4,2.7202946388888884,2.830399751663208,-0.11010511277431956,0.11010511277431956,0.012123135859045628,0.04047543644730036
NH1103,L,0.0018573551263001485,0.037518573551263,128,5,2.8136469898988885,2.7560150623321533,0.057631927566735186,0.057631927566735186,0.003321439075057411,0.020482998675248085
NH1113,M,0.0003714710252600297,0.04903417533432392,129,4,2.652038446969444,2.5604844093322754,0.0915540376371684,0.0915540376371684,0.00838214180766805,0.034522138146886656
NH1114,L,0.002600297176820208,0.04086181277860327,130,5,2.733161914140833,2.854645013809204,-0.1214830996683709,0.1214830996683709,0.014758143505035338,0.044447823979910296
NH1115,M,0.0003714710252600297,0.04606240713224369,131,2,2.526530335858333,2.519608736038208,0.006921599820124857,0.006921599820124857,4.790854406995246e-05,0.0027395672721145683
NH1116,L,0.0014858841010401188,0.0475482912332838,132,2,2.9667710909095826,2.929978609085083,0.03679248182449957,0.03679248182449957,0.001353686718806131,0.012401523642057249
NH1117,N,0.0003714710252600297,0.034918276374442794,133,2,2.7098851704545828,2.6175649166107178,0.092320253843865,0.092320253843865,0.00852302926979567,0.034067957878947404
NH1118,M,0.0003714710252600297,0.04457652303120357,134,5,2.7538493560604165,2.665153980255127,0.08869537580528952,0.08869537580528952,0.007866869689241537,0.0322077805781441
NH1119,M,0.0003714710252600297,0.04940564635958395,135,2,3.29365796590875,3.1954243183135986,0.0982336475951513,0.0982336475951513,0.009649849519848375,0.029825090708232638
NH1120,L,0.0007429420505200594,0.038261515601783064,136,2,2.7279106325754165,2.7583770751953125,-0.03046644261989595,0.03046644261989595,0.0009282041259114124,0.01116841668347524
NH1121,M,0.0007429420505200594,0.04271916790490342,137,1,3.2124454507579174,3.0056796073913574,0.20676584336656,0.20676584336656,0.04275211398308483,0.06436400136155247
NH1122,L,0.0014858841010401188,0.04309063893016345,138,5,2.3921322121216675,2.6365244388580322,-0.24439222673636474,0.24439222673636474,0.05972756048915871,0.10216501642252557
NH1123,M,0.0003714710252600297,0.050148588410104014,139,1,3.264484170454166,3.203831911087036,0.0606522593671297,0.0606522593671297,0.0036786965663375727,0.018579431297616914
NH1124,L,0.0007429420505200594,0.041976225854383355,140,2,2.7818008939391663,2.679917812347412,0.10188308159175419,0.10188308159175419,0.010380162314632041,0.0366248647822692
NH1125,M,0.031203566121842496,0.04309063893016345,141,3,3.2393273674245835,3.1099226474761963,0.1294047199483872,0.1294047199483872,0.01674558154492052,0.039948021694155
NH1126,L,0.03268945022288262,0.041604754829123326,142,3,2.618883136363333,2.7180941104888916,-0.09921097412555868,0.09921097412555868,0.009842817386942274,0.03788293289913211
NH1127,M,0.030460624071322436,0.04457652303120357,143,4,3.1488693787883326,2.9607388973236084,0.18813048146472422,0.18813048146472422,0.03539307805614894,0.059745406631333826
NH1128,N,0.0029717682020802376,0.041976225854383355,144,3,2.5942918219704163,2.678896427154541,-0.08460460518412471,0.08460460518412471,0.0071579392183616225,0.03261183050711435
NH1130,N,0.0014858841010401188,0.045319465081723624,145,2,2.7431731477270835,2.715006113052368,0.028167034674715374,0.028167034674715374,0.0007933818423666182,0.010268048408844889
NH1132,M,0.0003714710252600297,0.044947994056463596,146,4,3.1591416590908334,3.1556103229522705,0.003531336138562935,0.003531336138562935,1.247033492352058e-05,0.0011178150648610348
NH1133,N,0.0007429420505200594,0.03900445765230312,147,4,2.74665581060625,2.6486916542053223,0.09796415640092793,0.09796415640092793,0.009596975939345468,0.03566670276727149
NH1134,N,0.0018573551263001485,0.043462109955423475,148,2,2.6965673181816667,2.5786492824554443,0.11791803572622239,0.11791803572622239,0.01390466314953066,0.04372894195190812
NH1135,M,0.008172362555720654,0.055349182763744426,149,3,2.9741608068174994,2.905963897705078,0.06819690911242127,0.06819690911242127,0.004650818412487847,0.022929798871693302
NH1137,M,0.0014858841010401188,0.04940564635958395,150,4,2.8555435560605003,2.9087421894073486,-0.05319863334684838,0.05319863334684838,0.002830094589972408,0.018629949886046365
NH1138,M,0.0007429420505200594,0.04940564635958395,151,4,2.5095889116158334,2.530057668685913,-0.02046875707007967,0.02046875707007967,0.00041897001599393644,0.008156219122315303
NH1138,N,0.002228826151560178,0.11775631500742942,152,4,2.5095889116158334,2.591546058654785,-0.08195714703895174,0.08195714703895174,0.0067169739507643555,0.032657598485382945
NH1139,L,0.0003714710252600297,0.03528974739970282,153,3,2.617799515150833,2.8942971229553223,-0.2764976078044894,0.2764976078044894,0.07645092712160524,0.1056221479926634
NH1141,N,0.001114413075780089,0.041604754829123326,154,3,2.668283753787917,2.783627986907959,-0.11534423312004183,0.11534423312004183,0.013304292114050554,0.04322787370580621
NH1142,L,0.0014858841010401188,0.03677563150074294,155,1,2.627527598485417,2.727550983428955,-0.10002338494353813,0.10002338494353813,0.01000467753556321,0.03806749166066093
NH1143,L,0.0007429420505200594,0.04457652303120357,156,5,2.8601576022733335,2.936711311340332,-0.07655370906699854,0.07655370906699854,0.005860470371914655,0.026765556207855378
NH1144,M,0.0003714710252600297,0.0575780089153046,157,4,2.9515814280295825,2.841958522796631,0.1096229052329516,0.1096229052329516,0.012017181351712687,0.03714039673508061
NH1145,M,0.0018573551263001485,0.05089153046062407,158,2,2.5928440404038886,2.581974506378174,0.010869534025714778,0.010869534025714778,0.0001181467699361713,0.004192127970804381
NH1146,M,0.0007429420505200594,0.04420505200594354,159,5,2.5724187297988883,2.5916285514831543,-0.019209821684265993,0.019209821684265993,0.00036901724914129594,0.007467610720498972
NH1148,N,0.030089153046062408,0.041604754829123326,160,5,2.865092530302916,2.7770333290100098,0.08805920129290623,0.08805920129290623,0.007754422932344579,0.030735203265342816
NH1149,N,0.029346210995542348,0.03937592867756315,161,5,2.739402219697084,2.7505457401275635,-0.011143520430479281,0.011143520430479281,0.00012417804758450916,0.0040678657374043576
NH1150,N,0.029346210995542348,0.04271916790490342,162,4,2.634898049242916,2.6845250129699707,-0.04962696372705455,0.04962696372705455,0.0024628355287663883,0.018834491050344435
NH1151,N,0.029717682020802376,0.03231797919762259,163,2,2.836436151515833,2.8885200023651123,-0.052083850849279134,0.052083850849279134,0.0027127275192899546,0.018362426674552994
NH1152,N,0.02897473997028232,0.03900445765230312,164,2,2.9519707462124996,3.0573055744171143,-0.1053348282046147,0.1053348282046147,0.011095426032895693,0.035682883490538636
NH1153,N,0.029717682020802376,0.038261515601783064,165,2,2.7456383219699996,2.781728506088257,-0.03609018411825726,0.03609018411825726,0.0013025013896897086,0.013144551425239926
