ID,Tool,row_index,fold,y_true,y_pred,residual,absolute_residual,rank,feature,value,z_score,abs_z_score,operation
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,14,440AX24,440.1,2.6866359389348964,2.6866359389348964,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,15,440AX59,601.3,2.6847815290084776,2.6847815290084776,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,16,440AX23,456.6,2.6819195362122397,2.6819195362122397,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,17,440AX22,444.5,2.6805771841827015,2.6805771841827015,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,18,440AX79,595.1,2.6570631808831435,2.6570631808831435,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,19,440AX133,580.6,2.6547578271663883,2.6547578271663883,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,20,440AX74,598.7,2.65402527794121,2.65402527794121,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,21,440AX68,624.9,2.647921483201779,2.647921483201779,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,22,440AX81,587.6,2.6470292060214664,2.6470292060214664,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,23,440AX56,627.3,2.646002261614514,2.646002261614514,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,24,440AX75,583.9,2.6459805591449927,2.6459805591449927,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,25,440AX55,622.2,2.6440238225563344,2.6440238225563344,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,26,440AX67,619.5,2.6435740188123518,2.6435740188123518,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,27,440AX73,588.5,2.6421430959155106,2.6421430959155106,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,28,440AX48,467.1,2.640719667596168,2.640719667596168,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,29,440AX46,470.3,2.637955326911173,2.637955326911173,UNKNOWN
NH1835,O,702,5,1.6142395746208331,2.834806442260742,-1.220566867639909,1.220566867639909,30,440AX57,619.2,2.637041372112981,2.637041372112981,UNKNOWN
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,1,220X193,-0.027783,-5.050316321859648,5.050316321859648,220
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,2,750X696,0.21,4.314118799784802,4.314118799784802,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,3,750X475,0.5,4.142504183352182,4.142504183352182,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,4,750X704,4.9,4.0722893166738885,4.0722893166738885,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,5,420X23,89.8,-3.9525507598417704,3.9525507598417704,420
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,6,420X19,89.8,-3.9284014351737713,3.9284014351737713,420
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,7,750X785,0.2,-3.9080389295588485,3.9080389295588485,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,8,344X106,805.0,3.7682991311211476,3.7682991311211476,344
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,9,750X1245,70.83,-3.741689157822044,3.741689157822044,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,10,750X635,71.01,-3.2901373907849805,3.2901373907849805,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,11,750X155,58.86,-3.2528833174269662,3.2528833174269662,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,12,400X144,2.09,-2.9690517988211864,2.9690517988211864,400
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,13,750X702,57.43,-2.9378713773612066,2.9378713773612066,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,14,330X193,105.46,2.9322369527943453,2.9322369527943453,330
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,15,312X175,18.3,-2.927608874116836,2.927608874116836,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,16,312X214,54.1,-2.9015087858669886,2.9015087858669886,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,17,750X327,51.57,-2.8859245412666237,2.8859245412666237,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,18,312X207,54.1,-2.7554759751199494,2.7554759751199494,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,19,312X159,38.0,2.7388409957500928,2.7388409957500928,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,20,312X172,38.0,2.7368984757540926,2.7368984757540926,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,21,312X209,43.5,-2.7368984757540926,2.7368984757540926,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,22,330X300,103.02,2.7218522749201806,2.7218522749201806,330
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,23,312X266,0.0,-2.717324690986659,2.717324690986659,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,24,340X44,48.8,2.6253896667036236,2.6253896667036236,340
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,25,340X42,48.9,2.617055448587897,2.617055448587897,340
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,26,340X43,48.7,2.603578890820162,2.603578890820162,340
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,27,340X41,48.8,2.5904567334677244,2.5904567334677244,340
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,28,312X38,79.7,-2.5881534208585735,2.5881534208585735,312
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,29,750X765,57.21,-2.575663204023926,2.575663204023926,750
NH1204,L,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,30,750X228,65.59,-2.566330404643728,2.566330404643728,750
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,1,440AX210,101.0,6.134289391105587,6.134289391105587,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,2,440AX124,590.3,5.124817190954682,5.124817190954682,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,3,440AX146,595.4,4.966720748663688,4.966720748663688,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,4,440AX148,586.0,4.916860508009173,4.916860508009173,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,5,440AX115,588.2,4.691027239026339,4.691027239026339,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,6,440AX112,588.0,4.648332641059309,4.648332641059309,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,7,440AX127,590.7,4.564952402992738,4.564952402992738,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,8,440AX110,598.9,4.400111779480098,4.400111779480098,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,9,440AX113,597.5,4.147040097308978,4.147040097308978,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,10,440AX131,586.6,4.132591167436357,4.132591167436357,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,11,440AX122,597.3,4.099167016863301,4.099167016863301,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,12,210X191,0.34,3.9542135297131376,3.9542135297131376,210
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,13,310X188,-0.012319,-3.7740689016031728,3.7740689016031728,310
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,14,440AX145,590.2,3.7132581186225884,3.7132581186225884,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,15,440AX125,597.8,3.3449688592806424,3.3449688592806424,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,16,360X1267,3.94,-3.197777000442882,3.197777000442882,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,17,400X148,2.09,-3.136203245935707,3.136203245935707,400
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,18,360X785,0.1,-3.1139485979722714,3.1139485979722714,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,19,440AX143,600.8,3.101498094823125,3.101498094823125,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,20,360X829,45.8,3.0849494587231887,3.0849494587231887,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,21,360X796,5.1,-3.0843757670495098,3.0843757670495098,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,22,360X434,32.2,-3.056232202999679,3.056232202999679,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,23,312X171,37.8,-3.047340030500695,3.047340030500695,312
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,24,360X401,3.33,-2.992690881050195,2.992690881050195,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,25,440AX134,586.3,2.9482386711303676,2.9482386711303676,UNKNOWN
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,26,312X165,37.9,-2.9373042103424987,2.9373042103424987,312
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,27,360X704,-100.1,-2.920874961176958,2.920874961176958,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,28,360X611,4.06,-2.7388858574201747,2.7388858574201747,360
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,29,312X692,3008.0,-2.590082860323172,2.590082860323172,312
NH1856,J,721,1,2.6143279836063944,3.043776035308838,-0.4294480517024435,0.4294480517024435,30,360X475,0.5,2.5721275013108698,2.5721275013108698,360
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,1,312X186,14.9,-9.363114771865293,9.363114771865293,312
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,2,330X913,158.0,-5.030898611009431,5.030898611009431,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,3,330X910,158.0,-5.024326334336449,5.024326334336449,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,4,330X916,158.0,-5.017188799672962,5.017188799672962,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,5,340X108,46678.0,4.498314245267847,4.498314245267847,340
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,6,330X560,4.67,-4.201762162951178,4.201762162951178,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,7,330X567,4.67,-4.2001539094490905,4.2001539094490905,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,8,330X553,4.67,-4.197293524011179,4.197293524011179,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,9,520X33,494.0,4.075491125036777,4.075491125036777,520
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,10,520X18,485.0,4.066693783555845,4.066693783555845,520
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,11,340X57,-1.0,-3.8332308058043054,3.8332308058043054,340
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,12,330X537,1.978,-3.73888264320543,3.73888264320543,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,13,330X527,2.023,-3.733928250873517,3.733928250873517,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,14,330X1150,4.6,-3.7330963068163188,3.7330963068163188,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,15,330X1147,4.6,-3.7291341547034373,3.7291341547034373,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,16,330X546,2.004,-3.726159677805742,3.726159677805742,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,17,330X1153,4.6,-3.725391944307939,3.725391944307939,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,18,520X262,12.4,-3.722270346100399,3.722270346100399,520
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,19,312X239,20.0,3.6360802431082377,3.6360802431082377,312
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,20,520X16,485.0,3.625887296937535,3.625887296937535,520
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,21,340X109,32194.0,-3.608384494396605,3.608384494396605,340
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,22,520X259,12.5,-3.5702885809001574,3.5702885809001574,520
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,23,330X933,166.3,-3.562642368786844,3.562642368786844,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,24,330X930,166.3,-3.558638130998404,3.558638130998404,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,25,330X936,166.3,-3.552504099804765,3.552504099804765,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,26,520X17,486.0,3.5339806123548287,3.5339806123548287,520
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,27,330X923,18.4,-3.471737352579523,3.471737352579523,330
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,28,344X163,44.0,3.466147719304913,3.466147719304913,344
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,29,520X261,12.2,-3.4431807715827976,3.4431807715827976,520
NH1928,J,788,5,2.5245502537879165,2.917616844177246,-0.39306659038932956,0.39306659038932956,30,210X65,0.009,3.4100048963220373,3.4100048963220373,210
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,1,220X6,-1.915973,-11.041687179986623,11.041687179986623,220
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,2,220X5,-3.840137,-10.540811511137967,10.540811511137967,220
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,3,220X12,-4.786002,-9.033548577287698,9.033548577287698,220
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,4,520X376,6.3,-8.097291759373288,8.097291759373288,520
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,5,220X13,-3.142442,-7.382870716834488,7.382870716834488,220
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,6,310X6,-4.575146,-5.755165002138998,5.755165002138998,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,7,310X5,-5.358714,-5.268739171437209,5.268739171437209,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,8,310X107,5.276876,5.047745314654325,5.047745314654325,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,9,310X13,-4.471103,-4.997447183641762,4.997447183641762,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,10,310X12,-5.543905,-4.56446420843766,4.56446420843766,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,11,220X122,6.173476,4.368970373391295,4.368970373391295,220
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,12,340X108,46071.0,4.368165213257902,4.368165213257902,340
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,13,310X162,0.232323,3.948736849872015,3.948736849872015,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,14,340X57,-1.0,-3.8332308058043054,3.8332308058043054,340
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,15,310X103,5.113209,3.7849088256790284,3.7849088256790284,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,16,340X109,31995.0,-3.6588089190045308,3.6588089190045308,340
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,17,750X1337,5.38,3.3007429633776773,3.3007429633776773,750
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,18,750X1321,5.49,3.2619862833090196,3.2619862833090196,750
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,19,750X1329,44.7,3.2594107107154504,3.2594107107154504,750
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,20,750X1313,44.5,3.2580352241476866,3.2580352241476866,750
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,21,420X153,0.1,3.252992375327935,3.252992375327935,420
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,22,310X99,4.7741,3.146985147781248,3.146985147781248,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,23,310X31,13.087,-3.0988526169047454,3.0988526169047454,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,24,340X49,3.0,3.032229537702678,3.032229537702678,340
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,25,310X206,34.0,3.021881263909201,3.021881263909201,310
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,26,340X31,3085.0,2.9981324123056563,2.9981324123056563,340
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,27,340X192,92.0,2.996395690486084,2.996395690486084,340
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,28,340X3,103.0,-2.9418029101359284,2.9418029101359284,340
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,29,220X204,-0.006092,-2.8733563981754475,2.8733563981754475,220
NH1665,L,585,3,2.4984651515149996,2.869434118270874,-0.37096896675587443,0.37096896675587443,30,310X121,-3.463488,-2.8480646525595095,2.8480646525595095,310
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,1,312X448,9.8,-3.500207033214266,3.500207033214266,312
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,2,220X204,-0.007416,-3.148488779169482,3.148488779169482,220
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,3,360X1,2.1,-3.0495548143527498,3.0495548143527498,360
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,4,312X171,37.8,-3.047340030500695,3.047340030500695,312
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,5,344X44,111.4,2.8199433574180652,2.8199433574180652,344
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,6,344X39,111.5,2.8041492200144362,2.8041492200144362,344
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,7,344X41,112.0,2.7371345108557454,2.7371345108557454,344
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,8,344X43,111.4,2.715120683327273,2.715120683327273,344
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,9,310X22,-0.539,-2.7098056928263934,2.7098056928263934,310
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,10,400X124,20.5,2.576103115493019,2.576103115493019,400
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,11,310X15,-0.1608,-2.4514730398505487,2.4514730398505487,310
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,12,220X169,0.526913,2.4156728249887727,2.4156728249887727,220
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,13,220X216,-0.062,-2.409134335892703,2.409134335892703,220
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,14,312X220,53.8,2.408572330583642,2.408572330583642,312
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,15,210X209,0.0,-2.3750981461058758,2.3750981461058758,210
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,16,210X1,0.0,-2.359409944557311,2.359409944557311,210
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,17,312X166,38.3,-2.3417353559141465,2.3417353559141465,312
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,18,220X186,0.034798,-2.2891545484821196,2.2891545484821196,220
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,19,310X24,-0.1608,-2.280896144297315,2.280896144297315,310
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,20,220X173,0.168821,2.2768205332702096,2.2768205332702096,220
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,21,312X55,231.0,2.268500840841383,2.268500840841383,312
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,22,210X39,0.0,-2.218110344881983,2.218110344881983,210
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,23,344X146,25520.0,-2.216732611517101,2.216732611517101,344
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,24,210X5,0.0,-2.1935736611988026,2.1935736611988026,210
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,25,210X182,0.21,2.184229137220557,2.184229137220557,210
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,26,311X53,491.0,2.1274973031412285,2.1274973031412285,311
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,27,210X180,0.205,2.1009044079299803,2.1009044079299803,210
NH1321,M,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,28,311X31,302.0,2.0984553243896378,2.0984553243896378,311
